,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",Not-For-Profit:_2014,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndLossAPMM_2014,IndLossBPMM_2014,SGPremiumPMM_2014,SGCostsPMM_2014,SGRTPMM_2014,SGLossAPMM_2014,SGLossBPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",Not-For-Profit:_2015,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndLossAPMM_2015,IndLossBPMM_2015,SGPremiumPMM_2015,SGCostsPMM_2015,SGRTPMM_2015,SGLossAPMM_2015,SGLossBPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",Not-For-Profit:,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15,IndPremiumPMM,IndCostsPMM,IndRTPMM,IndLossAPMM,IndLossBPMM,SGPremiumPMM,SGCostsPMM,SGRTPMM,SGLossAPMM,SGLossBPMM
137,89029,Time Insurance Company,MI,2196259.12,688700.17,No,-60605.89,130130,56167,25848787,24230833,14439203,10004183,198.6381849,186.2048183,5.292401214,12.43336663,17.72576785,257.0762725,178.1149607,-1.079030213,78.9613118,77.88228159,Time Insurance Company,MI,2392980.67,1364106.91,No,-129271.65,105644,49242,25854093,24852227,13446620,9069055,244.7284559,235.2450399,12.91229895,9.483416001,22.39571495,273.0721742,184.1731652,-2.62523151,88.89900898,86.27377747,,,,,,,,,,,,,,,,,,,,,,
138,72547,Aetna Life Insurance Company,IL,917024.2,125878.03,No,-719734.14,91336,262696,26015250.74,22909464.09,105099982.4,80541704.2,284.8301955,250.826225,1.378186367,34.0039705,35.38215687,400.0821573,306.5966143,-2.739798627,93.48554299,90.74574436,Aetna Life Insurance Company,IL,814606.14,-670691.43,No,-1111838.73,36698,185509,12785277.03,10256028.67,79597689.41,52401539.77,348.391657,279.4710521,-18.27596681,68.92060494,50.64463813,429.0772384,282.4743801,-5.993448997,146.6028583,140.6094093,Aetna Life Insurance Company,IL,2158123.97,-7044744.34,No,1102953.11,133414,151583,51205144.74,44699309.22,63135516.3,45553336.63,383.8063827,335.0421187,-52.80363635,48.76426402,-4.03937233,416.5078953,300.51745,7.276232229,115.9904453,123.2666775
139,23603,PacificSource Health Plans,MT,6099996.76,506533.42,Yes,285047.68,92912,143109,26110449,35304377.4,42874204,40874094.2,281.0234308,379.976509,5.451754563,-98.95307818,-93.50132362,299.5912486,285.6151199,1.991822178,13.97612869,15.96795086,Pacific Source Health Plans,MT,7013675.92,-805324.98,Yes,-1744039.87,122296,109024,36162384,52480931.91,38078814,34834188.74,295.6955583,429.1304042,-6.585047589,-133.4348459,-140.0198935,349.2700139,319.5093625,-15.99684354,29.76065142,13.76380788,PacificSource Health Plans,MT,3495987.92,4481331.95,Yes,30184.01,94536,87348,38051414.26,56105698.15,32842335.6,27740832.74,402.5071323,593.485002,47.40344366,-190.9778697,-143.574426,375.9941338,317.5897873,0.345560402,58.40434652,58.74990692
140,67577,Alliance Health and Life Insurance Company,MI,2529564.79,1895578.59,Yes,-181245.97,113796,131419,26377099,24127739,62397097,44187958,231.7928486,212.0262487,16.65769087,19.76659988,36.42429075,474.7950981,336.2372108,-1.379145862,138.5578874,137.1787415,Alliance Health and Life Insurance Company,MI,2909573.77,4463306.2,Yes,-282556.4,118357,166084,35855316,35364842,75178357,51822303,302.942082,298.7980601,37.71053846,4.1440219,41.85456036,452.6526155,312.0246562,-1.701286096,140.6279593,138.9266732,Alliance Health & Life Insurance Co,MI,3461031.71,2973919.75,Yes,-1080248.95,198382,186023,63975333,64695568,81460574,58335674,322.4855733,326.1161194,14.99087493,-3.630546118,11.36032881,437.9059256,313.5938782,-5.807071975,124.3120474,118.5049755
141,81941,Aetna Health Inc. (a LA corp.),LA,1125984.52,-2764603.7,No,-120226.85,149620,85123,27002700,25513962.18,30796694,24554365.5,180.4752038,170.5250781,-18.477501,9.950125785,-8.527375217,361.7905149,288.4574733,-1.412389718,73.3330416,71.92065188,"Coventry Health Care of Louisiana, Inc.",LA,1301311.45,-9447131.62,No,-727200.2,78262,53216,19409194.68,12798652.92,20194548.23,18118526.89,248.0027942,163.5359807,-120.7116049,84.46681352,-36.24479134,379.4826411,340.4714163,-13.6650669,39.01122482,25.34615792,Aetna Health Inc. (a LA corp.),LA,664684.81,-6121430.71,No,-644489.03,51289,29833,17194438.38,9795494.66,12589367.81,10211920.81,335.2461226,190.9862672,-119.3517267,144.2598553,24.90812864,421.9946975,342.3028462,-21.60322562,79.69185131,58.08862568
142,28162,AultCare Insurance Company,OH,3286427.05,-174769.08,No,382.29,96734,305433,27420415,25291402.49,108464160,92688664.8,283.4620196,261.4530826,-1.806697542,22.00893698,20.20223944,355.1160484,303.4664388,0.001251633,51.64960957,51.6508612,AultCare Insurance Company,OH,2358684.92,-246739.17,No,-514739.16,94212,301024,31591227.41,26237396.03,111471484,88213229.04,335.3206323,278.4931434,-2.618978156,56.82748885,54.2085107,370.30763,293.0438405,-1.709960535,77.26378947,75.55382893,AultCare Insurance Company,OH,1136982.67,-1545137.86,No,79069.87,95298,272863,36399127,29085428,114220425,87748547.18,381.9505866,305.20502,-16.21374908,76.74556654,60.53181746,418.5999018,321.584631,0.289778643,97.01527074,97.30504938
143,38927,Aetna Health of Utah Inc.,UT,3138343.27,-1640855.99,No,347136.03,142404,419799,27872977.89,26503726.2,104899001.7,86285936.76,195.7317062,186.1164448,-11.52254143,9.615261439,-1.907279992,249.8791129,205.5410727,0.826910093,44.3380402,45.1649503,Altius Health Plans Inc.,UT,2271988.13,-3519378.66,No,-991146.89,131934,275220,28394641.19,27965900.91,81004477.21,66444572,215.2185274,211.9688701,-26.67529719,3.249657253,-23.42563994,294.3262743,241.4234867,-3.601289478,52.90278762,49.30149815,Altius Health Plans Inc.,UT,633404.46,-2076263.76,No,-1421968.44,49789,140672,13206793.47,12018181.51,41447925.15,29683122.18,265.2552465,241.3822634,-41.70125449,23.87298319,-17.8282713,294.6423251,211.0094559,-10.10839712,83.63286916,73.52447203
144,20126,HealthSpan Integrated Care,OH,2879588.73,-9566203.9,Yes,-3621911.77,90538,122878,28554723,27408056,39433822,40932205,315.3893724,302.7243367,-105.6595452,12.66503568,-92.99450949,320.9184883,333.1125588,-29.47567319,-12.19407054,-41.66974373,HealthSpan Integrated Care,OH,3299755.23,-4273438.02,Yes,-6425628.16,74581,57189,26936545.8,29106547.01,21773522.4,16425937.36,361.1716898,390.2675884,-57.29928561,-29.09589855,-86.39518416,380.7292032,287.2219721,-112.3577639,93.50723111,-18.85053279,HealthSpan Integrated Care,OH,1402007.29,431007.37,Yes,-4189027.32,28541,25223,10983572,13767889.42,10670185.4,7469172.614,384.8348691,482.3898749,15.10134088,-97.55500578,-82.4536649,423.0339531,296.1254654,-166.0796622,126.9084877,-39.17117448
145,19898,"AvMed, Inc.",FL,1841557.61,1215541.75,Yes,-3118661.5,114237,380802,28608236,23869035,150742989,114516701,250.4288103,208.9431183,10.64052584,41.48569203,52.12621786,395.8566105,300.7250513,-8.189719329,95.13155918,86.94183985,"AvMed, Inc.",FL,3804584.76,-148477.46,Yes,-3997943.28,168528,434149,55062372,50135453,176145796,132684121,326.7253631,297.4903458,-0.881025468,29.23501733,28.35399186,405.7265962,305.6188567,-9.208689367,100.1077395,90.89905014,"AvMed, Inc",FL,4504028.34,-5705014.67,Yes,-7819786.24,345768,568661,127267834,123194512,235512354,195796908.4,368.0729102,356.2924042,-16.49954498,11.780506,-4.71903898,414.1524634,344.3121797,-13.75122655,69.84028375,56.08905721
146,29698,Priority Health,MI,4982858.59,1058987.28,Yes,-1528301.43,69861,931577,28906595,33191899,327999718,246462410,413.7729921,475.1134252,15.15849014,-61.34043315,-46.181943,352.0908288,264.564722,-1.640552987,87.52610681,85.88555382,Priority Health,MI,14187510.7,-27447894.51,Yes,-2734798.34,497784,926042,171533872,159298734,342076293,269031266,344.594989,320.0157779,-55.14017025,24.57921106,-30.56095919,369.3960889,290.517348,-2.953211993,78.87874092,75.92552893,Priority Health,MI,14623284.2,-34476293.74,Yes,-2495450.95,934102,935416,328338278,317862401,350553953,284125839,351.5015255,340.2866079,-36.90848937,11.21491764,-25.69357173,374.757277,303.7427615,-2.667744565,71.01451547,68.3467709
147,49375,Cigna Health and Life Insurance Company,CO,10847936.42,10208969.51,No,,73019,3932,29192161,43386898,1898315,987420,399.7885619,594.1864172,139.8125078,-194.3978554,-54.58534751,482.7861139,251.1241099,,231.6620041,,Cigna Health and Life Insurance Company,CO,6431729.43,10417522.17,No,,90880,2771,35996954,46141581,933644,552974,396.0932438,507.7198614,114.6294253,-111.6266175,3.002807768,336.9339589,199.5575604,,137.3763984,,Cigna Health and Life Insurance Company,CO,6707081.89,1238103.55,No,,336710,1581,115375928,117857758,959145,544414,342.6566719,350.0274955,3.677062012,-7.370823557,-3.693761546,606.6698292,344.3478811,,262.3219481,
148,65598,Coventry Health Care Of Kansas Inc,KS,6787834.35,-5910292.03,No,-713955.94,124536,142891,29541695.56,37457719.59,44209876,32164567.19,237.2141032,300.7782456,-47.4585022,-63.56414234,-111.0226445,309.3958052,225.098622,-4.996507408,84.29718324,79.30067583,Coventry Health Care Of Kansas Inc.,KS,6205764.17,-1458451.11,No,-413025.79,165451,80281,45094200.14,55453253.69,35083671.4,24534337.1,272.5532039,335.1642099,-8.815003294,-62.61100598,-71.42600927,437.0108917,305.6057735,-5.144751436,131.4051183,126.2603668,Coventry Health Care,KS,525206.15,-2303279.85,No,-618249.46,34703,42190,9963149.44,10049247.84,17195859.31,9733057.42,287.0976411,289.5786485,-66.37120278,-2.481007406,-68.85221018,407.581401,230.6958384,-14.65393363,176.8855627,162.2316291
149,83761,Alliant Health Plans,GA,7265449.74,2745962.25,Yes,-1464662.42,68272,87967,29758360,37314070,49962801,40197875,435.8794235,546.550123,40.22091414,-110.6706996,-70.44978542,567.9720918,456.9653961,-16.65013494,111.0066957,94.35656076,Alliant Health Plans,GA,10071727.5,4679043.57,Yes,22552.36,151336,65417,55822683.76,78554433,29873400,22085910.7,368.8658598,519.0730097,30.9182453,-150.2071499,-119.2889046,456.6611126,337.6172967,0.344747696,119.0438158,119.3885635,Alliant Health Plans,GA,4838655.1,6096822.55,Yes,-246485.61,126994,46729,57371368.64,71751937.82,23223688.5,16064253.07,451.7644034,565.0025814,48.0087449,-113.238178,-65.22943312,496.9866357,343.7748094,-5.274788889,153.2118263,147.9370374
150,10091,PacificSource Health Plans,OR,10259771.48,3133280.74,Yes,359543.94,127744,427433,29970266,49756526.96,162918488,133741053,234.611927,389.5018706,24.5278114,-154.8899436,-130.3621322,381.155615,312.8936067,0.841170289,68.26200831,69.1031786,Pacific Source Health Plans,OR,8483371.78,6385295.65,Yes,-263011.36,94382,289647,35834863,54917003.46,110114305,92050052.78,379.678996,581.8588657,67.65374383,-202.1798697,-134.5261259,380.1672553,317.8008154,-0.908041029,62.36643991,61.45839888,PacificSource Health Plans,OR,2561569.74,9211343.15,Yes,2650866.63,46575,217910,19072646.02,34439156.23,86692150,79045444.86,409.5039403,739.4343796,197.7744101,-329.9304393,-132.1560292,397.8346565,362.7435403,12.1649609,35.09111624,47.25607714
151,88806,"Fallon Community Health Plan, Inc. ***",MA,2543005,,Yes,,73650,456555,30270667.51,25925156.83,186301424,158536065.5,411.0070266,352.0048449,,59.00218167,,408.0591035,347.2441776,,60.81492591,,"Fallon Community Health Plan, Inc.",MA,2396568.39,,Yes,,83136,297977,36503435.74,32574554.69,127317847.4,111821066.3,439.0809726,391.8224919,,47.25848068,,427.2740762,375.2674411,,52.00663508,,Fallon Community Health Plan,MA,915565.55,,Yes,,90527,191243,35018393.48,34312397.12,91698243.08,86049245.23,386.8281671,379.029429,,7.798738056,,479.4854875,449.9471627,,29.5383248,
152,48834,"Oxford Health Plans (NJ), Inc.",NJ,5793980.12,10751310.08,No,-120834.31,58243,519317,30857609.88,41148735.29,245183297.5,198040860.9,529.8080435,706.5009579,184.5940298,-176.6929143,7.901115499,472.1264613,381.3486963,-0.232679288,90.77776503,90.54508574,"Oxford Health Plans (NJ), Inc.",NJ,12200483.35,18952235,No,-185240.53,137784,209708,65906002.89,89863131.94,96159523.06,77080420.79,478.328419,652.2029549,137.5503324,-173.8745359,-36.32420346,458.5400798,367.5607072,-0.883326006,90.9793726,90.0960466,"Oxford Health Plans (NJ), Inc.",NJ,3302998.95,3394240.38,No,-189101.21,98573,100068,44985863.42,50824009.71,49202324.61,40196881.83,456.3710491,515.5976759,34.43377375,-59.22662687,-24.79285311,491.6888976,401.6956652,-1.889727086,89.9932324,88.10350532
153,17210,Aetna Life Insurance Company,NY,14885554.32,14975558.9,No,-62207250.53,57833,1109892,31466911.09,60811431.43,505730239.4,381421303.4,544.0995814,1051.500552,258.944874,-507.4009707,-248.4560967,455.6571625,343.6562327,-56.04802137,112.0009298,55.95290845,Aetna Life Insurance Company,NY,4506213,9153245.87,No,-92687139.68,38982,1393628,23793093.93,36376276.41,669348068.4,518466747.8,610.3610366,933.1557234,234.8069845,-322.7946868,-87.98770227,480.2917769,372.026644,-66.5078053,108.2651329,41.75732758,Aetna Life Insurance Company,NY,68477.14,-52359.96,No,-70076905.13,1029,1218096,413436.08,469815.97,664503835.2,509164867.6,401.7843343,456.5752867,-50.88431487,-54.79095238,-105.6752672,545.5266541,418.0006072,-57.52987049,127.5260469,69.99617639
154,78079,GHMSI,DC,2071230.11,1803989.23,Yes,8238082.97,91636,491235,31714766.26,32975261,236772035,194179267.1,346.0950528,359.8505064,19.68646853,-13.75545353,5.931014994,481.9934146,395.2879316,16.77014661,86.70548292,103.4756295,GHMSI,DC,2537992.49,3510581.06,Yes,15545279.98,78795,468211,30954934.21,34339711.12,237895322.2,193128259.5,392.8540416,435.810789,44.55334806,-42.95674738,1.596600673,508.0942613,412.481252,33.20144119,95.61300931,128.8144505,Group Hospitalization and Medical Services,DC,2918352.18,9810171.94,Yes,16753749.82,105899,431106,41460173.05,59142396.25,237284353,192253244.3,391.5067475,558.4792703,92.63705927,-166.9725229,-74.3354636,550.4083752,445.9535342,38.86225156,104.454841,143.3170926
155,66105,Humana Insurance Company,AZ,1328793.1,1164384.91,No,27209.69,180110,70211,31945882.48,27091713.83,25719218.07,17565957.71,177.3687329,150.4175994,6.464854311,26.95113347,33.41598779,366.3132283,250.1881145,0.387541696,116.1251137,116.5126554,Humana Insurance Company,AZ,1778440.1,689053.89,No,900266.16,54591,53171,15798846,12122248.97,20201523.71,13618650.79,289.4038578,222.0558145,12.62211518,67.34804327,79.97015845,379.9349967,256.1292959,16.93152583,123.8057009,140.7372267,Humana Insurance Company,AZ,2656508.48,-1311469.26,No,-1065223.04,97980,43082,28240828.17,30256833.69,16925545.25,9761997.179,288.2305386,308.8062226,-13.38507103,-20.57568402,-33.96075505,392.868141,226.5910863,-24.72547793,166.2770547,141.5515768
156,91604,Humana Insurance Company,WI,3869243.82,3660246.43,No,2267328.07,118386,307398,32154163.39,34500075.4,115175854,88617463.24,271.6044413,291.4202304,30.91789933,-19.81578911,11.10211022,374.6799068,288.2824977,7.375871248,86.39740909,93.77328034,Humana Insurance Company,WI,1895119.37,596881.13,No,1292326.01,56804,290896,21773912.09,16382088.94,115116603.2,86630883.16,383.3165286,288.3967492,10.50773062,94.91977942,105.42751,395.7311314,297.8070622,4.442570575,97.92406922,102.3666398,Humana Insurance Company,WI,3018929.45,3575498.87,No,779525.6,81114,196188,33529779.49,40321097.82,84068226.18,62963148.69,413.3661204,497.0917205,44.07992295,-83.72560014,-39.6456772,428.508503,320.9327211,3.973360246,107.5757819,111.5491421
157,96601,"Coventry Health Care of Illinois, Inc.",IL,6155110.05,-3262695.3,No,-1048560.53,111531,84585,33218247.82,34897693.24,29279045,23825303.87,297.8386979,312.8968021,-29.25370794,-15.0581042,-44.31181214,346.1493764,281.6729192,-12.39653047,64.47645717,52.0799267,"Coventry Health Care of Illinois, Inc.",IL,6783435.61,-5367684.26,No,127525.13,168861,61975,52262152.79,50920827.36,24583217.04,18481081.59,309.4980652,301.554695,-31.78759015,7.943370168,-23.84421998,396.6634456,298.202204,2.057686648,98.46124163,100.5189283,"Coventry Health Care of Illinois, Inc.",IL,14270273.67,35950670.67,No,728924.09,276448,37281,125142353.1,156932333.4,16029784.82,12162285.98,452.6795386,567.6739691,130.0449657,-114.9944304,15.05053525,429.9719648,326.2328258,19.55216035,103.739139,123.2912993
158,67243,"Vantage Health Plan, Inc.",LA,5014154.17,-416149.3,No,-195880.47,80242,14426,33314451,29302045.98,5840769,3988248,415.1747339,365.1709327,-5.186178061,50.00380125,44.81762319,404.8779287,276.4624983,-13.57829405,128.4154305,114.8371364,"Vantage Health Plan, Inc.",LA,2858301.9,-261974.85,No,-33096.77,84352,15385,36491283,35727199.9,6895025,5255281.75,432.6072055,423.5489366,-3.105733711,9.058268921,5.95253521,448.1654209,341.5847741,-2.151236269,106.5806467,104.4294105,Vantage Health Plan,LA,3635462.07,-9974637.2,No,206362.72,216688,12090,97491963,88410665,5844479,5151166,449.9186065,408.0090499,-46.03225467,41.9095566,-4.122698073,483.4143093,426.0683209,17.06887676,57.34598842,74.41486518
159,73836,"Moda Health Plan, Inc.",AK,13102419.34,-4806964.11,No,24371,78624,17725,33550284,46525522,9544365,7698574,426.7181013,591.7470747,-61.13863591,-165.0289733,-226.1676093,538.4691114,434.3342172,1.374950635,104.1348942,105.5098449,"Moda Health Plan, Inc.",AK,26305543.39,-9415111.19,No,-683234.43,159592,26851,93990086,146808709,15752997,17436392,588.9398341,919.9001767,-58.99488189,-330.9603426,-389.9552245,586.6819485,649.3758892,-25.4453998,-62.69394064,-88.13934043,Moda Health Plan Inc,AK,8987021.64,-11418310.77,No,-2026261.96,139893,39766,115629307,109150932.7,24954358.92,23844555.54,826.5553459,780.24585,-81.62174498,46.30949583,-35.31224915,627.5300236,599.6216753,-50.95463361,27.90834834,-23.04628527
160,90296,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",MD,1405157.3,-2210325.79,Yes,773138.57,92214,92283,33642176,29825663,33455652,30524689,364.8272063,323.4396404,-23.96952513,41.38756588,17.41804075,362.5332076,330.7726125,8.377908932,31.76059513,40.13850406,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",MD,4152560.34,-17702319.36,Yes,2987261.26,287296,90959,87409483,83733862,33289986,27942861,304.2488688,291.455022,-61.61700601,12.79384676,-48.82315925,365.9889181,307.2028167,32.84184369,58.78610143,91.62794512,"Kaiser Foundation Health Plan of the MidAtlantic States, Inc.",MD,3816924.66,-29417473.49,Yes,2554219.07,463323,91151,144825293,145144714,35126927,28503648,312.579546,313.2689592,-63.492366,-0.689413217,-64.18177921,385.3707255,312.708012,28.02184364,72.66271352,100.6845572
161,67183,"Total Health Care USA, Inc.",MI,2025795.65,-1099668.46,Yes,-1225249.24,118609,96901,33847648,26440698,33847623,23950983,285.3716666,222.9232014,-9.271374516,62.44846512,53.17709061,349.3010702,247.1696164,-12.64434051,102.1314538,89.48711324,"Total Health Care USA, Inc.",MI,1534183.55,1882988.25,Yes,192637.06,108034,93468,32834737,28529176,35204187,22739727,303.929661,264.075902,17.4295893,39.853759,57.2833483,376.644274,243.288901,2.060994779,133.355373,135.4163677,Total Health Care,MI,473367.52,2404013.29,Yes,911860.92,66614,81384,20781599,22173053.56,32379569,20074011,311.9704416,332.8587618,36.08870943,-20.88832017,15.20038926,397.8616067,246.6579549,11.20442495,151.2036518,162.4080768
162,37833,Unity Health Plans Insurance Corporation,WI,4934795.29,7490116.39,No,802161.46,101128,278357,34056627,41162595,112152418,98442360,336.7675322,407.0345997,74.06570277,-70.26706748,3.798635294,402.9085599,353.6550545,2.881772185,49.25350539,52.13527758,Unity Health Plans Insurance Corporation,WI,7185046.24,5592708.14,No,832440.01,194647,294566,67620965.18,89591632.45,124441442,115158965.3,347.403069,460.2774892,28.73256788,-112.8744202,-84.14185233,422.4569095,390.9445262,2.825988098,31.5123833,34.3383714,Unity Health Plans Insurance Corporation,WI,4616486.19,12470418.63,No,839649.69,216904,153286,80662042,93413220.4,69533775,61367753.93,371.8789972,430.6661952,57.49280156,-58.78719802,-1.294396461,453.6211722,400.3480679,5.477667171,53.27310433,58.7507715
163,43839,UnitedHealthcare Insurance Company,FL,,,No,3844812.86,60049,1461398,34642096.64,42186280.01,663423655.1,460505640,576.8971447,702.5309332,,-125.6337886,,453.9650767,315.1130903,2.630914275,138.8519863,141.4829006,United Healthcare Insurance Company,FL,,,No,4051544.19,38845,1280849,21615308.07,17434902.57,597499688.1,404031373.6,556.4502013,448.8326057,,107.6175956,,466.4872191,315.440285,3.163170827,151.0469341,154.2101049,UnitedHealthcare Insurance Company,FL,,,No,5443321.07,34121,1279514,18908544.2,14725667.31,608065129.4,428711735.3,554.16149,431.5719736,,122.5895164,,475.2313217,335.0582606,4.254209856,140.1730611,144.427271
164,80863,Time Insurance Company,AZ,13874351.63,5883719.72,No,784218.43,147996,44258,34843805,56760689,11982328,10157241,235.437478,383.5285346,39.75593746,-148.0910565,-108.3351191,270.7381264,229.5006778,17.71924692,41.2374486,58.95669551,Time Insurance Company,AZ,12354851.1,11878587.57,No,355617.92,137808,32712,40988927,76820522,9775481,8469641,297.4350328,557.4460264,86.19664729,-260.0109936,-173.8143463,298.834709,258.9154133,10.87117633,39.91929567,50.790472,,,,,,,,,,,,,,,,,,,,,,
165,75729,Geisinger Quality Options,PA,2772466.89,490533.38,No,-2827499,136674,412989,34989246.05,37581147.08,142727724.4,124687459.9,256.0051367,274.9692486,3.58907605,-18.9641119,-15.37503585,345.5969152,301.9147239,-6.846426902,43.68219129,36.83576439,Geisinger Quality Options,PA,1529545.49,1142253.34,No,-1613339.93,96868,280427,30600743.92,28845822.95,118178645.4,93970964.82,315.9014733,297.784851,11.79185428,18.11662231,29.90847659,421.4239192,335.0995618,-5.75315476,86.32435743,80.57120267,Geisinger Quality Options,PA,2364122.23,7409434.09,No,-584164.12,115368,216806,44235179.47,57912751.19,99829794.68,83731633.17,383.4267689,501.9827958,64.22434375,-118.556027,-54.33168322,460.4567894,386.2053318,-2.69440938,74.25145757,71.55704819
166,99791,Humana Insurance Company,IN,15014843.87,12712802.22,No,28264.72,117992,143300,35065382.65,52271674.78,48901608.79,33092838.88,297.1844078,443.0103293,107.7429166,-145.8259215,-38.08300486,341.2533761,230.9339768,0.197241591,110.3193992,110.5166408,Humana Insurance Company,IN,9599228.21,8411678.81,No,-627510.77,105258,150375,36172211.59,57228856.87,54445403.69,39213009.37,343.6528491,543.7007816,79.91486452,-200.0479325,-120.133068,362.0641974,260.7681421,-4.172972702,101.2960553,97.12308263,Humana Insurance Company,IN,6361.47,122433.72,No,1168984.38,28330,115374,5643355.52,4911117.86,44286341.99,35043513.33,199.200689,173.3539661,4.321698553,25.84672291,30.16842146,383.8502781,303.7383928,10.13213012,80.11188535,90.24401546
167,84251,Aetna Life Insurance Company,AZ,3503089.05,-437141.1,No,-3375392.32,146265,456985,37434147.38,32381578.1,115413862.3,88144794.71,255.9337325,221.3897932,-2.988692442,34.54393929,31.55524685,252.5550342,192.8833435,-7.386221255,59.67169073,52.28546948,Aetna Life Insurance Company,AZ,1614307.95,-3663100.18,No,-4599781.33,127740,421935,33153017.92,25205733.12,121674782,84061129.65,259.5351332,197.3205975,-28.67621873,62.21453578,33.53831705,288.373285,199.2276764,-10.90163492,89.14560857,78.24397365,Aetna Life Insurance Company,AZ,0,41466.11,No,1799959.4,191,375212,39627.09,4340745.04,114890897.2,79088862.72,207.4716754,22726.41382,217.1000524,-22518.94215,-22301.84209,306.2026193,210.7844704,4.797179728,95.41814889,100.2153286
168,32225,Montana Health Cooperative,MT,10821501.27,3157443.9,Yes,297652.03,115466,8918,37692890,53910617,3771825,4192429,326.4414633,466.89603,27.3452263,-140.4545667,-113.1093404,422.9451671,470.1086566,33.37654519,-47.16348957,-13.78694438,Montana Health Cooperative,MT,14667714.03,4282446.27,Yes,1822462.95,223233,17202,76503090,112773266,6636910,8209087,342.7051108,505.1818772,19.18375092,-162.4767664,-143.2930155,385.8219974,477.2170097,105.9448291,-91.39501221,14.54981688,Montana Health Cooperative,MT,4262930.36,856571.75,Yes,-369600.6,167472,8582,70946387,76292134,3531608,3143593,423.6313354,455.5515788,5.114716191,-31.92024338,-26.80552719,411.5134001,366.3007457,-43.06695409,45.21265439,2.145700303
169,82483,North Shore-LIJ Insurance Company Inc,NY,5663264.35,434621.91,No,-735698.81,91082,12221,38127866,42091418,5956038,5231992,418.6103292,462.1266331,4.771765113,-43.51630399,-38.74453888,487.3609361,428.1148842,-60.19955896,59.24605188,-0.953507078,North Shore-LIJ Insurance Company Inc.,NY,8737682.64,2282312.43,No,-13302063.81,189964,114883,76546973,82818832,48817053,36281775,402.9551547,435.9711945,12.01444711,-33.01603988,-21.00159278,424.9284315,315.8150031,-115.7879217,109.1134284,-6.674493267,North Shore-LIJ Insurance Company Inc,NY,6258273.72,-19781114.37,No,-111975778.7,348875,739189,143377159.5,163481023.8,322402574.2,250333651.1,410.9700021,468.5948371,-56.69971872,-57.62483497,-114.3245537,436.157159,338.6598706,-151.4846388,97.49728838,-53.98735046
