,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",Not-For-Profit:_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndReinsPMM_2014,IndLossAPMM_2014,IndLossBPMM_2014,IndLossCPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",Not-For-Profit:_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndReinsPMM_2015,IndLossAPMM_2015,IndLossBPMM_2015,IndLossCPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",Not-For-Profit:,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,IndPremiumPMM,IndCostsPMM,IndRTPMM,IndReinsPMM,IndLossAPMM,IndLossBPMM,IndLossCPMM
261,82483,North Shore-LIJ Insurance Company Inc,NY,5663264.35,434621.91,No,91082,38127866,42091418,418.6103292,462.1266331,4.771765113,62.17764597,-43.51630399,-38.74453888,23.43310709,North Shore-LIJ Insurance Company Inc.,NY,8737682.64,2282312.43,No,189964,76546973,82818832,402.9551547,435.9711945,12.01444711,45.9965185,-33.01603988,-21.00159278,24.99492572,North Shore-LIJ Insurance Company Inc,NY,6258273.72,-19781114.37,No,348875,143377159.5,163481023.8,410.9700021,468.5948371,-56.69971872,17.93844133,-57.62483497,-114.3245537,-96.38611236
313,46275,"Humana Medical Plan of Michigan, Inc.",MI,6808276.09,-25129449.51,No,269299,68045829.77,54511335.35,252.6776177,202.4193753,-93.31430681,25.28147557,50.2582424,-43.05606441,-17.77458884,"Humana Medical Plan of Michigan, Inc.",MI,5237342.47,-10842830.41,No,210962,60800064,49356249,288.2038661,233.9580067,-51.39707819,24.82599933,54.24585944,2.84878125,27.67478058,"Humana Medical Plan of Michigan, Inc.",MI,3265248.4,-19477061.31,No,344406,92558175.44,75357602.94,268.7472792,218.804559,-56.55261903,9.4808116,49.94272022,-6.609898811,2.870912789
354,19636,"HMO Louisiana, Inc.",LA,11532268.15,-12245987.34,No,337975,124336446,107922906,367.8865182,319.322157,-36.23341176,34.12166033,48.56436127,12.33094951,46.45260984,"HMO Louisiana, Inc.",LA,18992557.99,-30654005.69,No,599791,224819726,202707594,374.8301092,337.963714,-51.10781204,31.66529339,36.86639513,-14.24141691,17.42387648,"HMO Louisiana, Inc.",LA,11110876.79,-46288576.05,No,830256,337103824,287937814,406.0239541,346.8060622,-55.75217288,13.38247094,59.21789183,3.465718947,16.84818988
302,64844,Aetna Health Inc. (a PA corp.),PA,1280386.05,-1144736.65,No,187327,61051891.6,51999516.87,325.9107956,277.5868768,-6.110900457,6.835032056,48.32391876,42.2130183,49.04805036,Aetna Health Inc. (a PA corp.),PA,6959835.96,-25852344.53,No,324022,105458417.2,77700405.68,325.4668424,239.7997842,-79.78576927,21.4795167,85.66705816,5.881288894,27.36080559,Aetna Health Inc. (a PA corp.),PA,12886104.3,-31760032.8,No,577236,202395529.6,194599036.8,350.6287369,337.1221421,-55.02088019,22.32380569,13.50659488,-41.51428532,-19.19047963
76,89364,Sanford Health Plan,ND,300927.77,128336.66,Yes,12835,3365375,2795365.75,262.2029607,217.7924231,9.998960654,23.44587222,44.41053759,54.40949825,77.85537047,Sanford Health Plan,ND,935693.69,-728919.89,Yes,28955,9384377,9045705.67,324.102124,312.4056526,-25.17423208,32.31544431,11.69647142,-13.47776066,18.83768365,Sanford Health Plan,ND,824355.88,-3640352.33,Yes,66684,22471555,21669276.86,336.9857087,324.9546647,-54.59109127,12.36212405,12.03104403,-42.56004724,-30.19792319
304,31616,Medica Insurance Company,MN,8295441.04,-11637872.8,No,271330,62080064.95,48327689.36,228.799119,178.1140654,-42.89195002,30.57325412,50.68505359,7.793103564,38.36635768,Medica Insurance Company,MN,4415250.76,-5042829.16,No,138388,36796777.05,35785272.13,265.8957211,258.5865258,-36.4397864,31.90486719,7.309195306,-29.13059109,2.774276093,Medica Insurance Company,MN,1837669.52,-5073958.4,No,94007,28906770.34,26696904.84,307.4959348,283.9884779,-53.97426149,19.54822003,23.50745689,-30.4668046,-10.91858457
225,72547,Aetna Life Insurance Company,IL,917024.2,125878.03,No,91336,26015250.74,22909464.09,284.8301955,250.826225,1.378186367,10.04011781,34.0039705,35.38215687,45.42227468,Aetna Life Insurance Company,IL,814606.14,-670691.43,No,36698,12785277.03,10256028.67,348.391657,279.4710521,-18.27596681,22.19756226,68.92060494,50.64463813,72.84220039,Aetna Life Insurance Company,IL,2158123.97,-7044744.34,No,133414,51205144.74,44699309.22,383.8063827,335.0421187,-52.80363635,16.17614321,48.76426402,-4.03937233,12.13677088
44,40411,Cigna Health and Life Insurance Company,NC,1242110.42,1069804.73,No,5704,2238018,3813691,392.3593969,668.5994039,187.5534239,217.7612938,-276.240007,-88.6865831,129.0747107,Cigna Health and Life Insurance Company,NC,293355.4,596150.26,No,5539,2106567,2571812,380.3153999,464.3098032,107.6277776,52.96179816,-83.99440332,23.63337426,76.59517241,Cigna Health and Life Insurance Company,NC,574641.37,-717206.52,No,13889,5578645,5479908,401.6592267,394.5502196,-51.63845633,41.37384765,7.109007128,-44.5294492,-3.155601555
372,80473,Group Health Cooperative,WA,25307015.16,890216.02,Yes,428008,148391467.6,123818071.4,346.702556,289.2891521,2.079905095,59.12743491,57.41340396,59.49330905,118.620744,Group Health Cooperative,WA,15413893.81,-9944277,Yes,445529,155309681.9,138406445.2,348.5961226,310.6564224,-22.32015649,34.59683614,37.93970022,15.61954373,50.21637988,Group Health Cooperative,WA,9278483.81,-30666000.99,Yes,594218,201069020.1,181304314.1,338.3758488,305.1141401,-51.60732423,15.6146125,33.26170867,-18.34561557,-2.731003066
1,18167,Molina Healthcare of Utah,UT,96992.14,311802.19,No,2085,544533,907059,261.1669065,435.0402878,149.5454149,46.51901199,-173.8733813,-24.32796643,22.19104556,Molina Healthcare of Utah,UT,1295181.45,-2854734.71,No,72932,16190660,18398259,221.9966544,252.2659326,-39.14241636,17.75875404,-30.26927823,-69.41169459,-51.65294055,"Molina Healthcare of Utah, Inc.",UT,4248954.73,-31798539.87,No,622659,135621047,141993410,217.8095025,228.0436162,-51.06894764,6.82388712,-10.2341137,-61.30306134,-54.47917422
188,56503,"Florida Health Care Plan, Inc.",FL,3957217.77,4718787.44,No,43790,18256065.08,22655624.43,416.9003215,517.3698203,107.7594757,90.36806965,-100.4694987,7.289976935,97.65804659,"Florida Health Care Plan, Inc.",FL,2186051.19,2314125.36,No,37045,18538858.37,20950336.53,500.4415811,565.5374957,62.46795411,59.01069483,-65.0959147,-2.627960588,56.38273424,"Florida Health Care Plan, Inc",FL,3533832.47,-11167504.61,No,219946,86352286.73,77817714.88,392.6067613,353.8037286,-50.77384726,16.06681854,38.80303279,-11.97081447,4.096004065
333,77552,CareSource,OH,6919052.23,-2165055.8,Yes,250740,84336554,70915065.26,336.3506182,282.8231047,-8.634664593,27.59452911,53.52751352,44.89284893,72.48737804,Care Source,OH,9244613.09,-16752738.98,Yes,489641,160889855.3,130505937.4,328.587384,266.5339247,-34.21433046,18.8803901,62.05345937,27.83912891,46.71951901,CareSource,OH,8031608.79,-34109342.06,Yes,676015,212195171.4,213750194.7,313.8912175,316.1914968,-50.456487,11.88081446,-2.300279284,-52.75676628,-40.87595182
136,30613,Humana Insurance Company,MO,2155537.32,-545487.55,No,36575,8745971.2,9764057.32,239.124298,266.959872,-14.91421873,58.93471825,-27.83557403,-42.74979275,16.1849255,Humana Insurance Company,MO,4910519.65,-188325.95,No,85368,26388328.34,32700323.22,309.1126457,383.0512981,-2.206048519,57.52178392,-73.93865242,-76.14470094,-18.62291702,Humana Insurance Company,MO,2133913.47,-10432560.76,No,208756,73674052.39,56146377.61,352.9194485,268.9569527,-49.97490257,10.22204617,83.96249583,33.98759327,44.20963944
341,94815,"ConnectiCare Insurance Company, Inc. **",CT,13127918.24,-10948959.34,No,263102,94374795,81056000,358.700409,308.0782358,-41.61488449,49.89668737,50.62217315,9.007288656,58.90397602,"ConnectiCare Insurance Company, Inc.",CT,17822555.02,-26170707.17,No,482538,169320298,166089425.7,350.8952621,344.1996811,-54.23553621,36.93502899,6.695581073,-47.53995513,-10.60492614,"ConnectiCare Insurance Company, Inc.",CT,11523325.35,-25322894.3,No,515079,193570640.1,205709363.6,375.8076724,399.3743942,-49.16312702,22.37195721,-23.5667218,-72.72984882,-50.3578916
123,32237,Humana Insurance Company,NC,86672.41,-458922.56,No,37196,7419397.65,5361900.222,199.4676215,144.152603,-12.33795462,2.330154049,55.3150185,42.97706388,45.30721793,Humana Insurance Company,NC,293030.6,-520970.75,No,28992,6801002.18,5108896.339,234.5820288,176.217451,-17.96946571,10.10729167,58.36457785,40.39511213,50.5024038,Humana Insurance Company,NC,454507.19,-1766155.71,No,36040,11018852.23,9552219.98,305.739518,265.0449495,-49.00543036,12.61118729,40.69456853,-8.31086182,4.300325472
171,25896,Wellmark Health Plan of Iowa,IA,782563.16,-2547979.51,No,81794,14314445,11937232,175.0060518,145.9426364,-31.15117869,9.567488569,29.06341541,-2.087763283,7.479725285,Wellmark Health Plan of Iowa,IA,1964191.81,-4391485.66,No,121898,25305558,32017398,207.5961706,262.6572872,-36.02590412,16.11340473,-55.06111667,-91.08702079,-74.97361606,"Wellmark Health Plan of Iowa, Inc",IA,809644.81,-5781185.31,No,118692,35006962,27118538,294.9395241,228.4782294,-48.70745552,6.82139327,66.46129478,17.75383926,24.57523253
206,57845,Medica Health Plans of Wisconsin,WI,2862374.5,-2323453.55,Yes,33965,21219228.85,14752671.73,624.7380789,434.3492339,-68.40728839,84.27423819,190.388845,121.9815566,206.2557948,Medica Health Plans of Wisconsin,WI,5114750.87,-2183267.46,Yes,76759,38717010.52,35813462.65,504.3970156,466.5702087,-28.44314621,66.6338914,37.82680689,9.383660678,76.01755208,Medica Health Plans of Wisconsin,WI,2876225.47,-4884013.82,Yes,100534,56389098.33,47160600.06,560.8957997,469.1010013,-48.58071717,28.60948008,91.79479848,43.21408131,71.82356138
107,74313,Paramount Insurance Company,OH,1327983.05,-389493.94,No,15159,6194037,6711129,408.6045913,442.7158124,-25.69390725,87.60360512,-34.11122106,-59.80512831,27.79847681,Paramount Insurance Company,OH,1272564.12,-580499.95,No,33167,12165663,11503977,366.8002231,346.850092,-17.50233515,38.36838183,19.95013115,2.447796002,40.81617783,Paramount Insurance Company,OH,885793.2,-2330312.51,No,48824,18375620,16605362,376.3644929,340.106546,-47.72883234,18.14257742,36.25794691,-11.47088543,6.671691996
249,67243,"Vantage Health Plan, Inc.",LA,5014154.17,-416149.3,No,80242,33314451,29302045.98,415.1747339,365.1709327,-5.186178061,62.48790122,50.00380125,44.81762319,107.3055244,"Vantage Health Plan, Inc.",LA,2858301.9,-261974.85,No,84352,36491283,35727199.9,432.6072055,423.5489366,-3.105733711,33.88540758,9.058268921,5.95253521,39.83794279,Vantage Health Plan,LA,3635462.07,-9974637.2,No,216688,97491963,88410665,449.9186065,408.0090499,-46.03225467,16.77740378,41.9095566,-4.122698073,12.65470571
401,21032,Kaiser Foundation Health Plan of Colo.,CO,26956984.91,-33664830.89,Yes,819397,253676763,219954806,309.5895677,268.4349662,-41.08488424,32.89856432,41.15460149,0.069717255,32.96828158,Kaiser Foundation Health Plan of Colo.,CO,20539222.46,-7630792.84,Yes,829731,231648599,261842374,279.1851805,315.5750165,-9.196706933,24.75407386,-36.38983598,-45.58654292,-20.83246905,Kaiser Foundation Health Plan of Colorado,CO,16419013.45,-59023683.88,Yes,1287943,402547882,378221551,312.5510073,293.6632685,-45.82786962,12.74824542,18.88773882,-26.9401308,-14.19188538
435,57451,"Coventry Health Care of Florida, Inc.",FL,63556095.78,-160958367.1,No,2194518,632137574.4,505332831.5,288.0530369,230.2705339,-73.34565818,28.96130074,57.78250299,-15.56315519,13.39814555,"Coventry Health Care of Florida, Inc.",FL,56919893.68,-110567546,No,2827355,798433547.1,727386476.9,282.3959309,257.2674733,-39.10635417,20.13185245,25.12845759,-13.97789659,6.153955863,"Coventry Health Care of Florida, Inc.",FL,28788522.6,-112203006.2,No,2554014,866170700,721852379.9,339.1409366,282.6344648,-43.93202473,11.27187345,56.50647181,12.57444709,23.84632054
231,38927,Aetna Health of Utah Inc.,UT,3138343.27,-1640855.99,No,142404,27872977.89,26503726.2,195.7317062,186.1164448,-11.52254143,22.0383084,9.615261439,-1.907279992,20.13102841,Altius Health Plans Inc.,UT,2271988.13,-3519378.66,No,131934,28394641.19,27965900.91,215.2185274,211.9688701,-26.67529719,17.22064161,3.249657253,-23.42563994,-6.204998332,Altius Health Plans Inc.,UT,633404.46,-2076263.76,No,49789,13206793.47,12018181.51,265.2552465,241.3822634,-41.70125449,12.72177509,23.87298319,-17.8282713,-5.106496214
144,14162,UnitedHealthcare Life Insurance Company,MO,2019769.19,1388382.82,No,25008,9686371.36,11088178.65,387.3309085,443.3852627,55.51754718,80.76492282,-56.05435421,-0.536807022,80.2281158,United Healthcare Life Insurance Company,MO,3675197.04,1543008.5,No,100794,34181806.75,37885711.01,339.1254117,375.872681,15.30853523,36.46245848,-36.74726928,-21.43873405,15.02372443,UnitedHealthcare Life Insurance Company,MO,1399839.02,-4769647.33,No,115362,42211608.14,35676448.69,365.9056547,309.2565029,-41.34504716,12.1343165,56.6491518,15.30410464,27.43842114
221,23371,Kaiser Foundation Healthplan of the NW,WA,2684599.56,2144483.77,Yes,61981,24686911,20741164,398.2980429,334.6374534,34.59905084,43.31326632,63.66058954,98.25964037,141.5729067,Kaiser Foundation Healthplan of the NW,WA,2087506.13,1500350.01,Yes,61548,25264201,23545272,410.4796419,382.5513745,24.37690924,33.91671752,27.92826737,52.30517661,86.22189413,Kaiser Foundation Health Plan of the Northwest,WA,1194007.04,-5128307.73,Yes,124731,43127168,40676281,345.7614226,326.1120411,-41.11494119,9.572656677,19.64938147,-21.46555972,-11.89290305
185,93689,Western Health Advantage,CA,5847162.74,2576272.04,Yes,40958,17648512.71,23285629.43,430.892932,568.5245722,62.90033791,142.7599673,-137.6316402,-74.73130231,68.02866497,Western Health Advantage,CA,6089256.83,-1713529.97,Yes,82544,36465371.67,35046006.27,441.768895,424.5736367,-20.75898878,73.76982979,17.19525829,-3.563730495,70.20609929,Western Health Advantage,CA,3454688.21,-4446832.83,Yes,114249,52425442,47458058.03,458.8700295,415.3914523,-38.92229105,30.23823587,43.47857723,4.556286182,34.79452205
419,98185,Blue Care Network of Michigan,MI,54508071.26,-47134095.64,Yes,1191387,355726508,341579271,298.5818277,286.7072337,-39.56237196,45.75177609,11.87459407,-27.68777789,18.0639982,Blue Care Network of Michigan,MI,46831049.28,-40004463.16,Yes,1596397,519788391,452587896.8,325.600957,283.5058552,-25.05921971,29.3354656,42.09510178,17.03588208,46.37134768,Blue Care Network of Michigan,MI,19430303.42,-58286413.44,Yes,1508670,525672869.2,443706331.6,348.4346273,294.1042982,-38.63430269,12.87909445,54.3303291,15.69602641,28.57512085
336,89942,Kaiser Foundation Health Plan of Georgia,GA,7879843.09,-745460.89,Yes,292357,86535871,85526652,295.9938397,292.5418307,-2.549830823,26.95281143,3.452009016,0.902178193,27.85498962,Kaiser Foundation Health Plan of Georgia,GA,8692894.13,2627520.08,Yes,263617,92779598,98734595,351.9484631,374.5380419,9.967187549,32.97546869,-22.58957882,-12.62239127,20.35307742,"Kaiser Foundation Health Plan of Georgia, Inc.",GA,6557804.67,-16261579.31,Yes,431250,145327081,155618578,336.9903328,360.8546736,-37.70800999,15.20650358,-23.86434087,-61.57235086,-46.36584728
286,85804,LifeWise Health Plan of Oregon,OR,8722377.76,2582812.5,No,200231,50863793,58185588,254.0255655,290.5923059,12.89916397,43.56157518,-36.56674041,-23.66757645,19.89399873,Life Wise Health Plan of Oregon,OR,17015844.5,-19940058.64,No,491563,129662987,153472918,263.7769462,312.2141374,-40.56460441,34.61579594,-48.43719116,-89.00179558,-54.38599964,Lifewise Health Plan of Oregon,OR,4373110.76,-7611069.39,No,202446,72185965,75936508,356.5689863,375.0951266,-37.59555333,21.60136906,-18.5261403,-56.12169364,-34.52032458
340,18628,Aetna Health Inc. (a FL corp.),FL,1205126.79,-525058.02,No,404615,93742793.82,71993704.55,231.6839312,177.9313781,-1.297673146,2.978453073,53.75255309,52.45487995,55.43333302,Aetna Health Inc. (a FL corp.),FL,10360565.46,-28025200.75,No,485275,153265045.8,124845466.8,315.8313241,257.2674603,-57.75117356,21.34988503,58.56386379,0.812690227,22.16257526,Aetna Health Inc. (a FL corp.),FL,6467391.19,-19679828.24,No,524977,187980194.5,148120335.6,358.0732003,282.1463333,-37.48702941,12.31938007,75.92686708,38.43983767,50.75921774
235,29698,Priority Health,MI,4982858.59,1058987.28,Yes,69861,28906595,33191899,413.7729921,475.1134252,15.15849014,71.32532586,-61.34043315,-46.181943,25.14338286,Priority Health,MI,14187510.7,-27447894.51,Yes,497784,171533872,159298734,344.594989,320.0157779,-55.14017025,28.50133934,24.57921106,-30.56095919,-2.059619855,Priority Health,MI,14623284.2,-34476293.74,Yes,934102,328338278,317862401,351.5015255,340.2866079,-36.90848937,15.65491156,11.21491764,-25.69357173,-10.03866017
155,79763,Land of Lincoln Mutual Health Insurance Company,IL,4808906.25,816860.44,Yes,30733,11019957,19901363.37,358.5708196,647.5568077,26.57926138,156.4737009,-288.985988,-262.4067266,-105.9330257,Land of Lincoln Mutual Health Insurance Company,IL,18123842.55,-22604098.38,Yes,414794,127889882.8,183230368.4,308.3214386,441.7382325,-54.49475735,43.69359863,-133.4167939,-187.9115512,-144.2179526,Land of Lincoln Mutual Health Insurance Company,IL,9157710.03,-11963347.32,Yes,334517,123126850,161305248.2,368.0735209,482.2034402,-35.76304738,27.3759182,-114.1299193,-149.8929666,-122.5170484
126,37001,Humana Insurance Company,GA,1866817.18,2184957.04,No,28543,7751973.47,8576659.711,271.5893028,300.4820695,76.54966331,65.40367796,-28.89276674,47.65689658,113.0605745,Humana Insurance Company,GA,1390112.88,1622203.69,No,15247,6050468.51,8094148.912,396.8300984,530.8682962,106.3949426,91.1728786,-134.0381978,-27.6432552,63.5296234,Humana Insurance Company,GA,0,-131960.47,No,3794,1389158.73,743344.81,366.1462124,195.9264128,-34.78135741,0,170.2197997,135.4384423,135.4384423
438,91661,"Horizon Healthcare Services, Inc.",NJ,68139576.15,-9536368.03,Yes,1725900,695259495,554523604,402.8388058,321.2953265,-5.525446451,39.48060499,81.54347934,76.01803289,115.4986379,"Horizon Healthcare Services, Inc.",NJ,85563520.22,-62882998.27,Yes,2105500,938578431,702371782,445.7746051,333.5890677,-29.86606425,40.63810032,112.1855374,82.31947316,122.9575735,"Horizon Healthcare Services, Inc.",NJ,50155766.06,-84325185.2,Yes,2466929,1150123086,966427849,466.2165332,391.7534104,-34.18225056,20.33125642,74.46312277,40.28087221,60.61212863
425,33871,"Keystone Health Plan East, Inc",PA,56237853.67,-61020486.2,No,1365965,453789098,419745377.2,332.2113656,307.2885302,-44.67207154,41.17078671,24.92283536,-19.74923618,21.42155053,"Keystone Health Plan East, Inc.",PA,49296370.95,-12386830.58,No,1291544,482068666,469929005,373.2498978,363.8505579,-9.590715129,38.16855713,9.39933986,-0.191375269,37.97718186,Keystone Health Plan East,PA,23860951.77,-53397058.27,No,1592335,573518907,502166813,360.1747792,315.3650538,-33.53380932,14.98488181,44.80972534,11.27591602,26.26079782
197,31195,Sanford Health Plan,SD,2844814.58,-802074.46,Yes,62624,19477603,21757491.62,311.0245752,347.4305637,-12.80778072,45.4269063,-36.40598844,-49.21376916,-3.786862864,Sanford Health Plan,SD,1912816.62,201919.38,Yes,53788,13453355,22994377,250.118149,427.5001301,3.753985647,35.56214434,-177.3819811,-173.6279955,-138.0658511,Sanford Health Plan,SD,2965610.59,-4227905.42,Yes,132796,47980740.1,59205118.65,361.3116366,445.8351053,-31.83759616,22.3320777,-84.5234687,-116.3610649,-94.02898717
57,99389,"Community Care of Oregon, Inc.",OR,447174.74,961182.24,Yes,7206,2482923.61,5249096.959,344.5633653,728.4342158,133.386378,62.05588954,-383.8708505,-250.4844725,-188.428583,"Community Care of Oregon, Inc.",OR,4781867.05,401324.32,Yes,101241,32382491.22,47794308.61,319.8555054,472.0845172,3.964049348,47.23251499,-152.2290119,-148.2649625,-101.0324475,"Community Care of Oregon, Inc.",OR,1426141.65,-2371948.67,Yes,78796,22002270.73,26359133.74,279.2308078,334.5237543,-30.10239949,18.09916303,-55.29294647,-85.39534596,-67.29618293
268,56707,Providence Health Plan,OR,8094883.08,2963920.51,Yes,143417,41152791,46363481,286.9449995,323.2774427,20.66645175,56.44298152,-36.33244316,-15.66599141,40.77699011,Providence Health Plan,OR,9861302.28,-4161991.69,Yes,332567,88766690.5,103343329,266.9137061,310.7443883,-12.51474647,29.65207696,-43.83068224,-56.34542871,-26.69335175,Providence Health Plan,OR,20220108.78,-36194842.92,Yes,1217857,399049035,440670296.7,327.6649352,361.8407553,-29.72010911,16.60302382,-34.17582007,-63.89592918,-47.29290536
118,84481,"Molina Healthcare of Washington, Inc.",WA,1345029.79,3774960.62,No,17442,7086075,8800956,406.2650499,504.5841073,216.4293441,77.11442438,-98.31905745,118.1102867,195.224711,"Molina Healthcare of Washington, Inc.",WA,1184205.29,1537384.84,No,50553,17631287,17023375,348.7683619,336.7431211,30.4113473,23.42502502,12.02524084,42.43658814,65.86161316,"Molina Healthcare of Washington, Inc.",WA,2469062.93,-8236558.77,No,277467,85278716,80939920.07,307.3472377,291.7100775,-29.68482295,8.898582282,15.6371602,-14.04766275,-5.149080467
133,45002,UnitedHealthcare Life Insurance Company,MI,1080097.07,-743360.22,No,28706,8580932.4,10001658.77,298.9246987,348.4170128,-25.89563924,37.62617815,-49.49231415,-75.38795339,-37.76177524,United Healthcare Life Insurance Company,MI,1369709.18,358625.01,No,46145,14749675.81,16108348.77,319.6375731,349.0811306,7.771698125,29.68272142,-29.44355748,-21.67185936,8.010862065,UnitedHealthcare Life Insurance Company,MI,402490.39,-1058410.43,No,35903,12108813.3,10161339.15,337.2646659,283.0220079,-29.47972119,11.21049467,54.242658,24.7629368,35.97343147
174,52697,"Molina Healthcare of Wisconsin, Inc.",WI,3441997.05,4461487.73,No,33299,15462249,20675214,464.3457461,620.8959428,133.982634,103.3663789,-156.5501967,-22.56756269,80.79881618,"Molina Healthcare of Wisconsin, Inc.",WI,13401718.71,-4595003.52,No,281235,110447203,132747617,392.7221114,472.0167013,-16.33866169,47.65309691,-79.29458993,-95.63325162,-47.98015471,"Molina Healthcare of Wisconsin, Inc.",WI,14529909.42,-20854745.86,No,708187,278013094,309518181,392.5701743,437.0571346,-29.44807778,20.51705188,-44.48696036,-73.93503815,-53.41798627
88,77514,Neighborhood Health Plan of Rhode Island,RI,22152.3,-570729.75,Yes,11408,4044489.86,1975782.139,354.5310186,173.192684,-50.02890515,1.941821529,181.3383346,131.3094294,133.251251,Neighborhood Health Plan of Rhode Island,RI,1435292.63,-8608201.54,Yes,187810,58621412,25640382,312.1314733,136.522986,-45.83462829,7.642258825,175.6084873,129.773859,137.4161178,Neighborhood Health Plan of Rhode Island,RI,305755.06,-5606340.68,Yes,191885,59043046,40847971,307.7001642,212.8773536,-29.21719092,1.593428668,94.82281054,65.60561962,67.19904828
274,50816,"Physicians Health Plan of Northern Indiana, Inc.",IN,10350382.87,-4011882.59,Yes,140344,43942528,47020160,313.1058542,335.0350567,-28.58606417,73.7500917,-21.92920253,-50.5152667,23.234825,"Physicians Health Plan of Northern Indiana, Inc.",IN,7080052.99,-7085738.88,Yes,111408,40754310,43521941.03,365.8113421,390.6536427,-63.60170616,63.55066952,-24.84230064,-88.4440068,-24.89333728,"Physicians Health Plan of Northern Indiana, Inc.",IN,2286473.37,-2126520.47,Yes,73278,28482808.38,32281883,388.6952207,440.5399028,-29.01990325,31.20272619,-51.84468217,-80.86458541,-49.66185922
43,48069,UnitedHealthcare Life Insurance Company,TN,361362.2,140988.67,No,5206,2183321.52,2462986.41,419.3856166,473.1053419,27.08195736,69.41263926,-53.71972532,-26.63776796,42.7748713,United Healthcare Life Insurance Company,TN,199560.67,315512.89,No,8862,3334637.81,3792328.45,376.2850158,427.9314432,35.60289889,22.51869443,-51.64642744,-16.04352855,6.475165877,UnitedHealthcare Life Insurance Company,TN,50470.53,-301887.1,No,10687,4310405.41,3423991.3,403.3316562,320.3884439,-28.24806775,4.722609713,82.94321231,54.69514457,59.41775428
6,53135,UnitedHealthcare Life Insurance Company,AR,256733.54,71131.67,No,2567,870399.72,1047720.59,339.0727386,408.1498208,27.71003896,100.0130658,-69.0770822,-41.36704324,58.64602259,United Healthcare Life Insurance Company,AR,506664.43,-280355.58,No,7917,2593474.69,3610832.45,327.58301,456.085948,-35.4118454,63.99702286,-128.502938,-163.9147834,-99.91776052,UnitedHealthcare Life Insurance Company,AR,314611.24,-189796.85,No,6740,2596462.56,3918316.96,385.2318338,581.3526647,-28.15977003,46.67822552,-196.1208309,-224.2806009,-177.6023754
196,96384,Cox Health Systems Insurance Company,MO,1265068.01,-173675.23,No,101891,19336149,18647400,189.7728847,183.01322,-1.70451983,12.41589552,6.75966474,5.05514491,17.47104043,Cox Health Systems Insurance Company,MO,1954932.69,-1884389.93,Yes,120726,26708066,24317228.3,221.2287825,201.4249482,-15.60881608,16.19313727,19.8038343,4.195018223,20.38815549,Cox HealthPlans,MO,1399376.4,-3684258.43,Yes,132265,32195573,32947426,243.4171776,249.1016217,-27.85512743,10.58009602,-5.684444108,-33.53957154,-22.95947552
162,15438,Coventry Health Care of Nebraska Inc.,NE,2189015.61,1102852.31,No,45293,12389748.67,13137899.13,273.5466556,290.0646707,24.34928819,48.33010863,-16.51801515,7.831273044,56.16138167,Coventry Health Care of Nebraska Inc.,NE,19997409.37,-13630630.99,No,547175,172505065,190002625.7,315.2648878,347.2428852,-24.91091696,36.54664298,-31.97799735,-56.88891431,-20.34227134,Coventry Health Care of Nebraska Inc.,NE,10568365.68,-14085301,No,511508,193428464.7,199607881.8,378.1533519,390.2341348,-27.53681467,20.66119333,-12.0807829,-39.61759757,-18.95640424
