,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndReinsPMM_2014,IndRCPMM_2014,TotalPA_2014,TotalPB_2014,TotalPC_2014,TotalPD_2014,TotalPE_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndReinsPMM_2015,IndRCPMM_2015,TotalPA_2015,TotalPB_2015,TotalPC_2015,TotalPD_2015,TotalPE_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15,IndPremiumPMM,IndCostsPMM,IndRTPMM,IndReinsPMM,IndRCPMM,TotalPA,TotalPB,TotalPC,TotalPD,TotalPE
98,68398.0,"UnitedHealthcare of Florida, Inc.",FL,,,8953.0,5326480.94,6733998.3,,594.9381145984587,752.1499273986373,,,,-157.21181280017856,,,,,"United Healthcare of Florida, Inc.",FL,75479361.88,14572435.15,1434483.0,550885456.1,697124928.4,,384.030661987629,485.97643081165825,10.158667024983915,52.61781553354065,,-101.94576882402924,-91.78710179904533,-39.16928626550468,,,"UnitedHealthcare of Florida, Inc.",FL,35522703.08,93698886.73,1050397.0,474737313.1,609487747.2,,451.95989049854484,580.2451332210584,89.2033076351132,33.81835922989117,,-128.28524272251354,-39.08193508740034,-5.263575857509167,,
99,19722.0,"Molina Health Care of New Mexico, Inc.",NM,325293.64,685619.88,18034.0,5506419.0,4244028.0,-628433.1504,305.33542198070313,235.33481202173672,38.01818121326384,18.037797493623156,-34.84713044249751,70.00060995896641,108.01879117223024,126.0565886658534,73.17166072973274,91.20945822335588,"Molina Health Care of New Mexico, Inc.",NM,300867.77,-265619.48,48422.0,13765542.0,8974418.0,,284.2828053364173,185.33761513361696,-5.485512370410143,6.213451943331544,,98.94519020280035,93.4596778323902,99.67312977572175,,,"Molina Healthcare of New Mexico, Inc.",NM,1237375.41,4371278.82,207287.0,59055404.0,49024969.0,-118931.6942,284.89680491299504,236.5076874092442,21.088050963157364,5.96938259514586,-0.5737537530091129,48.38911750375084,69.47716846690821,75.44655106205407,68.9034147138991,74.87279730904496
100,66946.0,Aetna Life Insurance Company,OK,146161.64,178252.53,19077.0,5513790.47,7573350.23,175765.08,289.02817371704145,396.98853226398285,9.343844944173613,7.661667977145254,9.213454945746186,-107.96035854694139,-98.61651360276778,-90.95484562562253,-89.4030586570216,-81.74139067987633,Aetna Life Insurance Company,OK,0.0,-37821.69,4047.0,1238526.13,903335.91,,306.0356140350877,223.21124536693847,-9.345611564121572,0.0,,82.82436866814922,73.47875710402765,73.47875710402765,,,Aetna Life Insurance Company,OK,,,573.0,274228.72,262485.1,,478.58415357766137,458.08917975567186,,,,20.494973821989504,,,,
101,58288.0,"Humana Health Plan, Inc.",IL,1706900.43,614409.67,14469.0,5807766.545,9015660.135,800983.0,401.39377600387036,623.1018131868132,42.463865505563625,117.96948165042504,55.358559679314396,-221.7080371829428,-179.24417167737917,-61.27469002695413,-123.88561199806477,-5.916130347639736,"Humana Health Plan, Inc.",IL,434826.64,730433.28,12865.0,4870781.62,4513915.877,-53114.0,378.6071993781578,350.8679267003498,56.77678041197046,33.79919471434124,-4.128565876408861,27.739272677808003,84.51605308977847,118.3152478041197,80.38748721336961,114.18668192771085,"Humana Health Plan, Inc.",IL,889216.13,1493121.7,23925.0,9338183.26,10831794.73,,390.3106900731452,452.7395916405434,62.408430512016714,37.1668183908046,,-62.42890156739816,-0.020471055381442227,37.14634733542316,,
102,89106.0,UnitedHealthcare Life Insurance Company,WI,1343804.49,1384844.33,14670.0,5908205.32,7068437.39,,402.74064894342195,481.82940627130193,94.3997498295842,91.60221472392638,,-79.08875732787999,15.310992501704206,106.91320722563059,,,United Healthcare Life Insurance Company,WI,2293913.16,-1371221.77,51450.0,21204925.8,22200055.13,,412.14627405247813,431.4879519922254,-26.6515407191448,44.58528979591837,,-19.341677939747285,-45.99321865889209,-1.4079288629737192,,,UnitedHealthcare Life Insurance Company,WI,1593125.58,-1255163.33,66356.0,30442418.01,27912439.39,,458.77415772499853,420.64680496111885,-18.915596630297188,24.008764542769306,,38.127352763879685,19.211756133582497,43.2205206763518,,
103,73751.0,Medica Health Plans,ND,1073377.89,-807481.69,19468.0,5948961.29,5644879.94,135903.2917,305.5763966509143,289.95684918841175,-41.47738288473392,55.13549876720772,6.980855336963222,15.619547462502567,-25.857835422231354,29.277663344976368,-18.87698008526813,36.25851868193959,Medica Health Plans,ND,1918693.8,-825246.58,53628.0,18429287.98,17357765.7,,343.65048071902737,323.66983105840234,-15.388352726187811,35.77783620496756,,19.980649660625033,4.592296934437222,40.37013313940478,,,Medica Health Plans,ND,1374734.61,-1809702.29,76021.0,29935799.47,27173036.06,,393.7832897488852,357.44118151563384,-23.80529445811026,18.083616500703755,,36.34210823325134,12.536813775141077,30.620430275844832,,
104,95677.0,UnitedHealthcare Insurance Company,CA,,,12461.0,5995770.22,6042728.3,,481.16284567851693,484.9312494984351,,,,-3.7684038199181487,,,,,United Healthcare Insurance Company,CA,,,10567.0,4656797.6,4845846.23,,440.69249550487365,458.582968676067,,,,-17.890473171193378,,,,,UnitedHealthcare Insurance Company,CA,,,10293.0,4565554.32,4285516.25,,443.55914893617023,416.3524968425143,,,,27.20665209365592,,,,
105,80779.0,"Neighborhood Health Partnership, Inc.",FL,,,10782.0,6051415.12,6242101.24,,561.2516342051567,578.937232424411,,,,-17.685598219254302,,,,,"Neighborhood Health Partnership, Inc.",FL,,,7636.0,4216909.92,3195481.36,,552.2406914614982,418.4758198009429,,,,133.7648716605553,,,,,"Neighborhood Health Partnership, Inc.",FL,,,7094.0,3953536.42,2592755.81,,557.3070792218776,365.4857358330984,,,,191.82134338877927,,,,
106,50727.0,Humana Insurance Company,VA,2610901.31,178764.83,22045.0,6157572.23,8852020.059,,279.3183139033795,401.5432097527784,8.109087321388069,118.43507870265367,,-122.22489584939893,-114.11580852801086,4.31927017464281,,,Humana Insurance Company,VA,1723539.51,43710.21,26924.0,9158641.07,11430095.72,,340.16643403654734,424.5318570791859,1.6234664240083196,64.0149870004457,,-84.36542304263855,-82.74195661863024,-18.72696961818454,,,Humana Insurance Company,VA,686239.96,-329364.82,19761.0,7698364.02,10145325.44,,389.5736055867618,513.4014189565305,-16.667416628713124,34.726985476443495,,-123.8278133697687,-140.49522999848182,-105.76824452203832,,
107,74313.0,Paramount Insurance Company,OH,1327983.05,-389493.94,15159.0,6194037.0,6711129.0,,408.60459133188203,442.71581238868,-25.69390724981859,87.60360511907118,,-34.111221056797945,-59.80512830661654,27.798476812454638,,,Paramount Insurance Company,OH,1272564.12,-580499.95,33167.0,12165663.0,11503977.0,-29852.221,366.80022311333556,346.85009195887477,-17.502335152410527,38.36838182530829,-0.9000579190158893,19.95013115446079,2.4477960020502643,40.81617782735856,1.547738083034375,39.91611990834267,Paramount Insurance Company,OH,885793.2,-2330312.51,48824.0,18375620.0,16605362.0,,376.36449287235786,340.1065459610028,-47.72883233655579,18.14257742094052,,36.25794691135508,-11.470885425200713,6.671691995739806,,
108,29462.0,"Oxford Health Insurance, Inc. **",CT,,,10175.0,6277323.63,5081898.85,,616.9359832923833,499.4495184275184,,,,117.4864648648649,,,,,"Oxford Health Insurance, Inc.",CT,,,7471.0,4981886.02,4654320.68,,666.82987819569,622.984965868023,,,,43.844912327666975,,,,,"Oxford Health Insurance, Inc.",CT,,,6822.0,4713848.61,4244556.35,,690.9775153913808,622.1865068894751,,,,68.79100850190571,,,,
109,82569.0,"Boston Medical Center Health Plan, Inc. ***",MA,130830.24,,24050.0,6284033.0,2332226.708,1736581.177,261.29035343035343,96.9740834927235,,5.4399268191268195,72.20711754677754,164.31626993762995,,,,,"Boston Medical Center Health Plan, Inc.",MA,1947450.1,,282386.0,83798266.0,61347073.43,,296.75078084607594,217.24544924323445,,6.896411649302728,,79.5053316028415,,,,,"Boston Medical Center Health Plan, Inc.",MA,1568492.99,,430308.0,123207107.1,110084940.9,,286.3230688251206,255.8282460470175,,3.645047245228999,,30.49482277810307,,,,
110,45404.0,UnitedHealthcare Life Insurance Company,PA,1124049.95,798351.41,27177.0,6453709.23,9246442.03,,237.46952312617287,340.2304165286823,29.37599477499356,41.360339625418554,,-102.76089340250945,-73.3848986275159,-32.02455900209734,,,United Healthcare Life Insurance Company,PA,1102044.68,1720000.53,33447.0,10045141.52,15860896.66,,300.3301198911711,474.2098442311717,51.42465781684456,32.948984363321074,,-173.87972434000062,-122.45506652315606,-89.50608215983499,,,UnitedHealthcare Life Insurance Company,PA,264047.29,-300893.24,29116.0,9133722.57,10832316.79,,313.7011461052343,372.04000515180655,-10.334291798323946,9.06880375051518,,-58.33885904657228,-68.67315084489623,-59.60434709438105,,
111,34541.0,BridgeSpan Health Company,UT,1994102.22,-938474.23,27049.0,6509773.0,11549848.0,1665994.0,240.66593959111242,426.9972272542423,-34.69533919923102,73.72184627897519,61.591703944692966,-186.3312876631299,-221.02662686236093,-147.30478058338574,-159.43492291766796,-85.71307663869277,Bridge Span Health Company,UT,3262555.12,-2946127.55,91739.0,21116576.0,33499438.0,,230.1810135275074,365.16026989611834,-32.11423222402686,35.563447606797546,,-134.97925636861095,-167.0934885926378,-131.53004098584026,,,BridgeSpan Health Company (UT),UT,84736.66,90156.55,748.0,253479.0,468218.0,,338.87566844919786,625.9598930481284,120.53014705882353,113.28430481283424,,-287.0842245989305,-166.554077540107,-53.26977272727275,,
112,38596.0,Time Insurance Company,AK,1558728.91,-922848.49,21876.0,6660334.0,6996763.0,,304.4584933260194,319.83740171877855,-42.18543106600841,71.25292146644725,,-15.378908392759172,-57.564339458767584,13.688582007679663,,,Time Insurance Company,AK,1167367.38,-2908793.99,18660.0,8912183.0,8302282.0,,477.608949624866,444.92400857449087,-155.88392229367633,62.559881028938904,,32.68494105037513,-123.1989812433012,-60.6391002143623,,,,,,,,,,,,,,,,,,,,
113,13667.0,HealthPlus of Michigan,MI,1384234.63,-855252.76,25005.0,6708260.0,7981593.0,,268.2767446510698,319.1998800239952,-34.20326974605079,55.35831353729254,,-50.9231353729254,-85.1264051189762,-29.768091581683656,,,Health Plus of Michigan,MI,913424.81,-4076070.63,54902.0,14782117.0,15350630.0,,269.24551018177846,279.6005609995993,-74.2426620159557,16.63736858402244,,-10.355050817820825,-84.59771283377653,-67.96034424975409,,,HealthPlus Insurance Company,MI,19784.98,-1118038.8,,,,,,,,,,,,,,
114,60761.0,Meritus Health Partners,AZ,1958734.84,2073821.34,26839.0,6768244.0,14641929.0,3578984.0,252.17944036663064,545.5467416818808,77.26894966280413,72.98091732180782,133.35012481836134,-293.3673013152502,-216.09835165244607,-143.11743433063825,-82.74822683408473,-9.76730951227691,Meritus Health Partners,AZ,7175051.81,-48452998.55,525565.0,110954506.0,113931264.0,,211.1147165431488,216.7786363247172,-92.19220943175439,13.652073121307545,,-5.66391978156841,-97.8561292133228,-84.20405609201526,,,,,,,,,,,,,,,,,,,,
115,26539.0,"SHA, LLC DBA FirstCare Health Plans",TX,1960486.45,2143995.88,21362.0,6901426.81,12310190.48,1675416.0,323.07025606216644,576.2658215522891,100.3649414848797,91.77448038573166,78.42973504353525,-253.1955654901227,-152.830624005243,-61.056143619511346,-74.40088896170776,17.3735914240239,"SHA, LLC DBA First Care Health Plans",TX,3006003.71,1137907.19,114458.0,26371990.0,30111944.0,,230.4075730835765,263.0829125093921,9.941700798546192,26.262941078823673,,-32.675339425815594,-22.7336386272694,3.5293024515542726,,,"SHA, LLC",TX,5445263.34,9379089.11,204035.0,64154934.0,88989988.0,,314.4310240890043,436.15060161246845,45.96804033621682,26.68788854853334,,-121.71957752346412,-75.7515371872473,-49.06364863871396,,
116,59763.0,Tufts Health Public Plans Inc. ***,MA,116022.27,,21869.0,6979196.0,3306650.0,,319.13649458137087,151.2026155745576,,5.305330376331794,,167.93387900681327,,,,,Tufts Health Public Plans Inc.,MA,4629223.87,,688066.0,207545372.0,151069668.0,-593508.4284,301.6358488865894,219.55694366528792,,6.727877659991919,-0.8625748524124139,82.07890522130145,,,,,"Tufts Health Public Plans, Inc.",MA,4141413.43,,1173969.0,336200238.0,289964646.0,,286.3791445941077,246.99514723131531,,3.5277025458082796,,39.38399736279237,,,,
117,84014.0,County of Santa Clara,CA,440556.13,-318460.38,15120.0,6988341.0,6495642.0,,462.1918650793651,429.6059523809524,-21.062194444444444,29.137310185185186,,32.5859126984127,11.523718253968255,40.66102843915344,,,County of Santa Clara,CA,505318.49,-115235.31,22876.0,9807595.0,8941213.0,,428.7285801713586,390.85561286938275,-5.037388966602553,22.089460132890366,,37.87296730197585,32.8355783353733,54.925038468263665,,,Valley Health Plan,CA,315872.69,-2983496.65,36673.0,17269187.0,13356316.0,,470.896490606168,364.200256319363,-81.35403839336841,8.613221988929185,,106.69623428680501,25.342195893436596,33.95541788236578,,
118,84481.0,"Molina Healthcare of Washington, Inc.",WA,1345029.79,3774960.62,17442.0,7086075.0,8800956.0,-1376733.581,406.26504987960095,504.5841073271414,216.42934411191376,77.1144243779383,-78.93209385391583,-98.31905744754044,118.11028666437332,195.22471104231164,39.17819281045749,116.29261718839581,"Molina Healthcare of Washington, Inc.",WA,1184205.29,1537384.84,50553.0,17631287.0,17023375.0,,348.7683619171958,336.74312108084587,30.41134729887445,23.425025023242934,,12.025240836349951,42.4365881352244,65.86161315846734,,,"Molina Healthcare of Washington, Inc.",WA,2469062.93,-8236558.77,277467.0,85278716.0,80939920.07,,307.34723768952705,291.71007748669206,-29.684822951918605,8.898582281856942,,15.637160202834991,-14.047662749083614,-5.149080467226671,,
119,30991.0,Time Insurance Company,AR,2304205.03,-2043.49,25130.0,7106472.0,10477266.0,,282.7883804218066,416.92264226024673,-0.08131675288499801,91.69140588937525,,-134.13426183844012,-134.2155785913251,-42.524172701949865,,,Time Insurance Company,AR,853438.8,-668914.23,15038.0,5306873.0,7590690.0,,352.8975262667908,504.7672562840803,-44.481595291927114,56.75214789200692,,-151.8697300172895,-196.3513253092166,-139.5991774172097,,,,,,,,,,,,,,,,,,,,
120,16204.0,"Coordinated Health Mutual, Inc.",OH,929483.49,-1262069.95,19320.0,7108247.0,6902111.0,,367.9216873706004,357.2521221532091,-65.32453157349896,48.10991149068323,,10.669565217391323,-54.654966356107636,-6.5450548654244045,,,"Coordinated Health Mutual, Inc.",OH,15348555.75,-3985495.69,192418.0,71644539.0,117238425.0,,372.33802970616057,609.2903210718332,-20.712696785124052,79.76673570040225,,-236.95229136567264,-257.6649881507967,-177.89825245039447,,,Coordinated Health Mutual,OH,7441726.47,-2492656.84,118846.0,50094649.49,89426654.0,,421.5089232283796,752.4582569038924,-20.973838749305823,62.616549736633964,,-330.94933367551283,-351.92317242481863,-289.3066226881847,,
121,85408.0,"GlobalHealth, Inc.",OK,2086448.06,508909.92,21621.0,7236177.0,12964403.0,2789908.0,334.68280838074094,599.6208778502382,23.537760510614678,96.50099717866888,129.03695481245086,-264.9380694694973,-241.40030895888262,-144.89931178021374,-112.36335414643176,-15.862356967762878,"Global Health, Inc.",OK,611619.22,,13431.0,4524856.0,7859076.0,,336.89643362370634,585.1445164172437,,45.537876554240185,,-248.24808279353738,,,,,,,,,,,,,,,,,,,,,,
122,20895.0,Humana Insurance Company,NV,2142999.48,1873080.72,30780.0,7371670.17,12724866.64,,239.49545711500974,413.41347108512025,60.853824561403506,69.62311500974658,,-173.9180139701105,-113.064189408707,-43.44107439896041,,,Humana Insurance Company,NV,2037936.77,1431529.89,17260.0,5939058.05,13692385.66,,344.0937456546929,793.3016025492468,82.93915932792584,118.07281402085748,,-449.2078568945539,-366.2686975666281,-248.19588354577058,,,Humana Insurance Company,NV,,,5603.0,1499865.65,3624000.93,,267.6897465643405,646.7965250758523,,,,-379.1067785115118,,,,
123,32237.0,Humana Insurance Company,NC,86672.41,-458922.56,37196.0,7419397.65,5361900.222,,199.46762151844285,144.15260302183032,-12.337954618776212,2.330154048822454,,55.31501849661254,42.97706387783633,45.30721792665878,,,Humana Insurance Company,NC,293030.6,-520970.75,28992.0,6801002.18,5108896.339,,234.58202883554083,176.217450986479,-17.969465714679913,10.107291666666665,,58.36457784906182,40.395112134381904,50.50240380104857,,,Humana Insurance Company,NC,454507.19,-1766155.71,36040.0,11018852.23,9552219.98,,305.7395180355161,265.04494950055494,-49.00543035516093,12.611187291897892,,40.69456853496115,-8.310861820199783,4.300325471698109,,
124,31552.0,Aetna Life Insurance Company,TN,170438.32,-116538.47,29871.0,7433918.94,6290052.82,,248.86742794014262,210.57389508218674,-3.901391650764956,5.705812326336581,,38.29353285795588,34.392141207190924,40.0979535335275,,,Aetna Life Insurance Company,TN,76105.04,-112658.65,15249.0,4098764.87,2798856.85,,268.7890923995016,183.5436323693357,-7.3879369138959925,4.990821693225785,,85.2454600301659,77.8575231162699,82.84834480949569,,,Aetna Life Insurance Company,TN,21837.26,-130203.17,5110.0,1857278.33,1553781.03,,363.4595557729941,304.06673776908025,-25.48007240704501,4.27343639921722,,59.392818003913874,33.91274559686886,38.18618199608608,,
125,29497.0,Aetna Life Insurance Company,DE,290104.21,-357373.55,37213.0,7707729.93,5261689.08,,207.1246588557762,141.3938430118507,-9.60345981243114,7.795775938516111,,65.73081584392551,56.12735603149437,63.92313197001048,,,Aetna Life Insurance Company,DE,983961.77,-1832345.1,23387.0,8127670.65,7114111.22,,347.52942446658403,304.1908419207252,-78.34887330568264,42.073022191815966,,43.338582545858856,-35.01029075982379,7.062731431992177,,,Aetna Life Insurance Company,DE,1002995.37,-617987.08,22659.0,9954488.68,11091264.04,,439.3172108213072,489.4860338055518,-27.27336069552937,44.264767641996556,,-50.16882298424463,-77.44218367977399,-33.177416037777434,,
126,37001.0,Humana Insurance Company,GA,1866817.18,2184957.04,28543.0,7751973.47,8576659.711000001,,271.58930280629227,300.4820695441965,76.54966331499843,65.40367795956978,,-28.892766737904253,47.65689657709417,113.06057453666395,,,Humana Insurance Company,GA,1390112.88,1622203.69,15247.0,6050468.51,8094148.9120000005,,396.8300983800092,530.8682961894143,106.3949426116613,91.17287859906867,,-134.03819780940512,-27.643255197743812,63.529623401324855,,,Humana Insurance Company,GA,0.0,-131960.47,3794.0,1389158.73,743344.81,,366.1462124406958,195.92641275698472,-34.781357406431205,0.0,,170.2197996837111,135.4384422772799,135.4384422772799,,
127,50491.0,Cigna Health and Life Insurance Company,GA,3655883.02,3395529.35,20959.0,8089063.0,16033152.0,,385.9469917457894,764.9769550073954,162.00817548547164,174.43022186173005,,-379.02996326160604,-217.0217877761344,-42.591565914404356,,,Cigna Health and Life Insurance Company,GA,3610522.83,3938467.33,44469.0,16818343.0,23889040.0,,378.20375992264275,537.2065933571702,88.5665818885066,81.19190514740606,,-159.00283343452742,-70.43625154602081,10.755653601385248,,,Cigna Health and Life Insurance Company,GA,1923749.48,-770019.98,65045.0,23576429.0,25404651.0,,362.46335613805826,390.5703897301868,-11.83826550849412,29.5756703820432,,-28.107033592128516,-39.945299100622634,-10.369628718579435,,
128,70767.0,Aetna Life Insurance Company,MD,,,40223.0,8178450.31,7261502.09,,203.3277057902195,180.53109141535936,,,,22.796614374860155,,,,,Aetna Life Insurance Company,MD,,,7335.0,2167727.03,1461037.56,,295.53197409679615,199.1871247443763,,,,96.34484935241986,,,,,Aetna Life Insurance Company,MD,,,5709.0,1592211.84,1578757.4,,278.8950499211771,276.53834296724466,,,,2.3567069539324166,,,,
129,98704.0,UnitedHealthcare Life Insurance Company,OK,1369617.06,83712.74,26326.0,8231807.47,8105793.85,,312.6873611638684,307.9007008280787,3.1798503380688294,52.025262478158474,,4.786660335789691,7.9665106738585205,59.991773152017,,,United Healthcare Life Insurance Company,OK,1663019.16,637091.31,24179.0,8196319.07,14955965.78,,338.9850312254436,618.5518747673601,26.348951983125854,68.77948467678564,,-279.5668435419165,-253.21789155879065,-184.438406882005,,,UnitedHealthcare Life Insurance Company,OK,515261.49,-666540.06,32232.0,12269610.86,8541960.63,,380.66551439563165,265.0149115785555,-20.679450856291886,15.986022896500373,,115.65060281707616,94.97115196078428,110.95717485728466,,
130,89217.0,Aetna Life Insurance Company,NJ,6801229.68,8273636.8,20206.0,8379737.33,25868635.87,,414.71529892111255,1280.2452672473523,409.464357121647,336.5945600316737,,-865.5299683262398,-456.06561120459276,-119.47105117291903,,,Aetna Life Insurance Company,NJ,3126673.44,5290240.82,8849.0,5334473.55,20176352.38,,602.8334896598485,2280.0714634421965,597.8348762572042,353.33635891061135,,-1677.237973782348,-1079.403097525144,-726.0667386145326,,,Aetna Life Insurance Company,NJ,1890405.94,6356361.63,5865.0,4309686.4,19951863.47,,734.814390451833,3401.8522540494455,1083.7786240409207,322.3198533674339,,-2667.0378635976126,-1583.259239556692,-1260.9393861892581,,
131,31434.0,Time Insurance Company,LA,1428188.05,323444.34,26302.0,8515155.0,7871239.0,,323.7455326591134,299.26389628165157,12.297328720249412,54.29959888981826,,24.481636377461825,36.778965097711236,91.07856398752949,,,Time Insurance Company,LA,1118095.05,-317760.3,20764.0,8172343.0,7963945.0,,393.58230591408204,383.5458004238104,-15.303424195723366,53.847767771142365,,10.036505490271622,-5.266918705451744,48.58084906569062,,,,,,,,,,,,,,,,,,,,
132,94529.0,Group Health CooperativeSCW,WI,296955.37,1297858.57,22068.0,8563146.0,9534047.0,-53096.694910000006,388.03452963567156,432.03040601776326,58.81178946891427,13.456378919702736,-2.4060492527641837,-43.995876382091694,14.815913086822576,28.272292006525312,12.409863834058392,25.866242753761128,Group Health Cooperative- SCW,WI,486417.48,1059019.73,23018.0,10363196.0,10382746.45,,450.22139195412285,451.0707468068468,46.008329568164044,21.132047962464156,,-0.8493548527239341,45.15897471544011,66.29102267790427,,,Group Health Cooperative of South Central Wisconsin,WI,268039.83,747453.25,21069.0,8881249.0,9818764.263,385820.0,421.53158669134746,466.0289649722341,35.47644643789454,12.72200056955717,18.312212254971758,-44.497378280886664,-9.020931842992127,3.701068726565044,9.291280411979631,22.013280981536802
133,45002.0,UnitedHealthcare Life Insurance Company,MI,1080097.07,-743360.22,28706.0,8580932.4,10001658.77,,298.92469866926774,348.4170128196196,-25.895639239183446,37.62617815090922,,-49.49231415035183,-75.38795338953528,-37.761775238626065,,,United Healthcare Life Insurance Company,MI,1369709.18,358625.01,46145.0,14749675.81,16108348.77,,319.6375730848413,349.08113056669197,7.77169812547405,29.682721421605805,,-29.44355748185069,-21.67185935637664,8.010862065229166,,,UnitedHealthcare Life Insurance Company,MI,402490.39,-1058410.43,35903.0,12108813.3,10161339.15,,337.26466590535614,283.0220079102025,-29.47972119321505,11.210494666183886,,54.24265799515365,24.7629368019386,35.973431468122484,,
134,40788.0,Scott and White Health Plan,TX,1443594.34,1029126.45,29650.0,8581439.0,11188278.01,770409.0,289.424586846543,377.3449581787521,34.709155143338954,48.68783608768972,25.98344013490725,-87.92037133220913,-53.211216188870175,-4.523380101180457,-27.227776053962923,21.460060033726794,Scott and White Health Plan,TX,6991418.55,-13412865.64,254595.0,78083137.0,92377528.02,,306.6954849859581,362.8410927944382,-52.6831463304464,27.460942084487126,,-56.14560780848012,-108.82875413892651,-81.36781205443938,,,Scott and White Health Plan,TX,3121959.08,4400630.58,103181.0,19611642.0,57707747.49,,190.07028425776065,559.2865691357905,42.64962134501507,30.257112065205803,,-369.21628487802985,-326.5666635330148,-296.309551467809,,
135,23307.0,"Humana Health Plan, Inc.",AZ,4117754.92,-351373.9,32208.0,8637428.75,14286146.19,1760809.0,268.1765011798311,443.55893535767507,-10.909522478887233,127.84882389468454,54.669926726279186,-175.38243417784395,-186.29195665673117,-58.44313276204663,-131.622029930452,-3.773206035767444,"Humana Health Plan, Inc.",AZ,676362.49,856409.75,16365.0,5082191.0,5778329.0,,310.55245951726243,353.0906813321112,52.331790406355026,41.32981912618393,,-42.53822181484878,9.793568591506244,51.12338771769017,,,"Humana Health Plan, Inc.",AZ,2289096.26,6251937.97,67920.0,21632437.19,33170875.72,,318.4987807714959,488.38156242638394,92.04855668433451,33.70283068315665,,-169.88278165488805,-77.83422497055354,-44.13139428739689,,
136,30613.0,Humana Insurance Company,MO,2155537.32,-545487.55,36575.0,8745971.2,9764057.32,,239.12429801777168,266.95987204374575,-14.914218728639783,58.934718250170874,,-27.83557402597407,-42.74979275461385,16.184925495557025,,,Humana Insurance Company,MO,4910519.65,-188325.95,85368.0,26388328.34,32700323.22,,309.1126457220504,383.0512981445038,-2.206048519351514,57.521783923718495,,-73.9386524224534,-76.14470094180491,-18.62291701808642,,,Humana Insurance Company,MO,2133913.47,-10432560.76,208756.0,73674052.39,56146377.61,,352.9194484948936,268.9569526624384,-49.97490256567476,10.222046168732875,,83.96249583245515,33.98759326678039,44.20963943551326,,
137,94506.0,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",DC,316474.04,-751505.85,22353.0,8802394.0,8736406.0,,393.7902742361204,390.8381872679282,-33.619910079184,14.158011899968683,,2.952086968192191,-30.66782311099181,-16.509811211023127,,,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",DC,493299.21,-1625923.79,28987.0,8721639.0,9746356.0,,300.88105012591853,336.23196605374824,-56.09148204367475,17.01794632076448,,-35.3509159278297,-91.44239797150445,-74.42445165073997,,,"Kaiser Foundation Health Plan of the MidAtlantic States, Inc.",DC,152397.44,-1825261.64,28489.0,9015097.0,9548927.0,,316.44132823194917,335.17943767770015,-64.06899645477202,5.349343255291516,,-18.73810944575098,-82.807105900523,-77.45776264523148,,
138,19503.0,Time Insurance Company,KY,2528454.66,1786736.84,44888.0,8834919.0,13511722.0,,196.82139992871146,301.0096685082873,39.80433166993406,56.32807565496347,,-104.18826857957583,-64.38393690964178,-8.055861254678305,,,Time Insurance Company,KY,1692781.9,1187533.23,35805.0,8818172.0,13346144.0,,246.2832565284178,372.74525904203324,33.166687054880605,47.27780756877531,,-126.46200251361543,-93.29531545873482,-46.01750788995951,,,,,,,,,,,,,,,,,,,,
