HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,PremiumPerMemberMonth2014,CostsPerMemberMonth2014,RiskTransfersPerMemberMonth2014,ReinsurancePerMemberMonth2014,RiskCorridorsPerMemberMonth2014,TotalPA_2014,TotalPA_2014_Quintile,TotalPB_2014,TotalPB_2014_Quintile,TotalLossPerMemberMonth2014,TotalPC_2014_Quintile,TotalPC_2014_Quintile1,TotalPC_2014_Quintile2,TotalPC_2014_Quintile3,TotalPC_2014_Quintile4,TotalPC_2014_Quintile5,TotalPD_2014,TotalPD_2014_Quintile,TotalPE_2014,TotalPE_2014_Quintile,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,PremiumPerMemberMonth2015,CostsPerMemberMonth2015,RiskTransfersPerMemberMonth2015,ReinsurancePerMemberMonth2015,RiskCorridorsPerMemberMonth2015,TotalPA_2015,TotalPA_2015_Quintile,TotalPB_2015,TotalPB_2015_Quintile,TotalLossPerMemberMonth2015,TotalPC_2015_Quintile,TotalPC_2015_Quintile1,TotalPC_2015_Quintile2,TotalPC_2015_Quintile3,TotalPC_2015_Quintile4,TotalPC_2015_Quintile5,TotalPD_2015,TotalPD_2015_Quintile,TotalPE_2015,TotalPE_2015_Quintile,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",Transfers16,ChangeTransfers1614,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,LogMM16,LogChangeMM1614,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15,PremiumPerMemberMonth2016,CostsPerMemberMonth2016,RiskTransfersPerMemberMonth2016,ReinsurancePerMemberMonth2016,RiskCorridorsPerMemberMonth2016,TotalPA,TotalPB,TotalPC,TotalPD,TotalPE,ExitedMarketIn2016,TotalPC_2015_Quintile
53135,UnitedHealthcare Life Insurance Company,AR,256733.54,71131.67,2567,870399.72,1047720.59,,339.0727386,408.1498208,27.71003896,100.0130658,,-69.0770822,1,-41.36704324,1,58.64602259,3,0,0,0,1,0,,2,,0,United Healthcare Life Insurance Company,AR,506664.43,-280355.58,7917,2593474.69,3610832.45,,327.58301,456.085948,-35.4118454,63.99702286,,-128.502938,0,-163.9147834,0,-99.91776052,0,1,0,0,0,0,,2,,0,UnitedHealthcare Life Insurance Company,AR,314611.24,-189796.85,-28.15977003,-55.86980899,6740,3.828659897,0.419234028,2596462.56,3918316.96,,385.2318338,581.3526647,-28.15977003,46.67822552,,-196.1208309,-224.2806009,-177.6023754,,,0,0
96384,Cox Health Systems Insurance Company,MO,1265068.01,-173675.23,101891,19336149,18647400,,189.7728847,183.01322,-1.70451983,12.41589552,,6.75966474,3,5.05514491,3,17.47104043,1,0,1,0,0,0,,2,,0,Cox Health Systems Insurance Company,MO,1954932.69,-1884389.93,120726,26708066,24317228.3,,221.2287825,201.4249482,-15.60881608,16.19313727,,19.8038343,3,4.195018223,3,20.38815549,2,0,0,1,0,0,,2,,0,Cox HealthPlans,MO,1399376.4,-3684258.43,-27.85512743,-26.1506076,132265,5.121444936,0.113309112,32195573,32947426,,243.4171776,249.1016217,-27.85512743,10.58009602,,-5.684444108,-33.53957154,-22.95947552,,,0,2
15438,Coventry Health Care of Nebraska Inc.,NE,2189015.61,1102852.31,45293,12389748.67,13137899.13,,273.5466556,290.0646707,24.34928819,48.33010863,,-16.51801515,2,7.831273044,3,56.16138167,3,0,0,0,1,0,,2,,0,Coventry Health Care of Nebraska Inc.,NE,19997409.37,-13630630.99,547175,172505065,190002625.7,,315.2648878,347.2428852,-24.91091696,36.54664298,,-31.97799735,2,-56.88891431,1,-20.34227134,1,0,1,0,0,0,,2,,0,Coventry Health Care of Nebraska Inc.,NE,10568365.68,-14085301,-27.53681467,-51.88610286,511508,5.70885243,1.052821343,193428464.7,199607881.8,,378.1533519,390.2341348,-27.53681467,20.66119333,,-12.0807829,-39.61759757,-18.95640424,,,0,1
23468,Humana Insurance Company,OK,48913.42,-107296.38,6085,1661454.27,1743140.996,,273.0409647,286.4652417,-17.63293016,8.038359901,,-13.42427707,2,-31.05720723,1,-23.01884733,0,1,0,0,0,0,,2,,0,Humana Insurance Company,OK,66173.45,74763.49,2381,841575.83,325591.797,,353.4547795,136.7458198,31.4000378,27.79229315,,216.7089597,4,248.1089975,4,275.9012906,4,0,0,0,0,1,,2,,0,Humana Insurance Company,OK,0,-20589.96,-27.41672437,-9.783794211,751,2.875639937,-0.908620646,302696.34,323644.53,,403.0577097,430.9514381,-27.41672437,0,,-27.89372836,-55.31045273,-55.31045273,,,1,4
65847,Medica Health Plans of Wisconsin,MN,2670519.49,130710.53,32699,10691860.88,11093060,,326.978222,339.2476834,3.997386159,81.66976024,,-12.26946145,2,-8.272075293,2,73.39768494,4,0,0,0,0,1,,2,,0,Medica Health Plans of Wisconsin,MN,6052960.34,7678426.35,76939,25770963.62,40944996.08,,334.9531917,532.1747889,99.79888418,78.67219927,,-197.2215971,0,-97.42271293,0,-18.75051365,1,0,1,0,0,0,,2,,0,Medica Health Plans of Wisconsin,MN,10897237.25,-13675777.86,-27.37301616,-31.37040232,499608,5.698629384,1.184094913,182210405.4,197333022.2,,364.7067409,394.9757054,-27.37301616,21.81157477,,-30.26896447,-57.64198063,-35.83040586,,,0,1
29497,Aetna Life Insurance Company,DE,290104.21,-357373.55,37213,7707729.93,5261689.08,,207.1246589,141.393843,-9.603459812,7.795775939,,65.73081584,4,56.12735603,4,63.92313197,3,0,0,0,1,0,,2,,0,Aetna Life Insurance Company,DE,983961.77,-1832345.1,23387,8127670.65,7114111.22,,347.5294245,304.1908419,-78.34887331,42.07302219,,43.33858255,3,-35.01029076,2,7.062731432,2,0,0,1,0,0,,2,,0,Aetna Life Insurance Company,DE,1002995.37,-617987.08,-27.2733607,-17.66990088,22659,4.355240739,-0.215453944,9954488.68,11091264.04,,439.3172108,489.4860338,-27.2733607,44.26476764,,-50.16882298,-77.44218368,-33.17741604,,,0,2
38166,"Security Health Plan of Wisconsin, Inc.",WI,43113883.54,-4769092.74,291458,136470890,159303095,,468.2351831,546.573074,-16.36288158,147.924859,,-78.33789088,1,-94.70077246,0,53.22408649,3,0,0,0,1,0,,2,,0,"Security Health Plan of Wisconsin, Inc.",WI,31487056.36,-10390482.3,368674,169150496,230112614,,458.8077706,624.1628485,-28.18338776,85.40622979,,-165.3550779,0,-193.5384657,0,-108.1322359,0,1,0,0,0,0,,2,,0,"Security Health Plan of Wisconsin, Inc.",WI,12567946.68,-8972947.64,-27.01620934,-10.65332776,332132,5.521310721,0.05673474,179557227,209916524,,540.6200758,632.0273987,-27.01620934,37.84021618,,-91.40732299,-118.4235323,-80.58331615,,,0,0
67138,"Health Net of California, Inc.",CA,48731305.15,-100186993.9,2002237,653074515,476139478,,326.1724336,237.8037555,-50.03752997,24.33843004,,88.36867813,4,38.33114816,4,62.6695782,3,0,0,0,1,0,,2,,0,"Health Net of California, Inc.",CA,41900195.93,-125635855.9,2736915,895993865,681419303,,327.3736543,248.9734986,-45.90418625,15.30927922,,78.40015565,4,32.4959694,4,47.80524862,3,0,0,0,1,0,,2,,0,"Health Net of California, Inc.",CA,24670172.12,-53862013.99,-25.85326206,24.18426791,2083374,6.31876724,0.017251757,732748701.6,608224981.5,,351.7125113,291.9422924,-25.85326206,11.84145147,,59.77021893,33.91695687,45.75840835,,,0,3
77606,"AmeriHealth HMO, Inc.",NJ,14451039.66,-24464783.28,258158,105618835,86780918.26,2945649,409.1247802,336.1542864,-94.76670597,55.97750083,11.41025651,72.97049381,4,-21.79621216,2,34.18128867,2,0,0,1,0,0,-10.38595566,2,45.59154518,2,"AmeriHealth HMO, Inc.",NJ,8830357.66,-4859744.69,179483,84242801,80346158,4372210,469.3636779,447.6533042,-27.07635091,49.19885259,24.36002295,21.71037368,3,-5.365977223,2,43.83287537,3,0,0,0,1,0,18.99404573,2,68.19289832,3,AmeriHealth HMO,NJ,4743483.65,-4722553.93,-25.62844701,69.13825896,184270,5.265454636,-0.146430952,87727564,79753862,,476.0816411,432.8098008,-25.62844701,25.74202882,,43.27184023,17.64339323,43.38542204,,,0,3
31552,Aetna Life Insurance Company,TN,170438.32,-116538.47,29871,7433918.94,6290052.82,,248.8674279,210.5738951,-3.901391651,5.705812326,,38.29353286,3,34.39214121,3,40.09795353,2,0,0,1,0,0,,2,,0,Aetna Life Insurance Company,TN,76105.04,-112658.65,15249,4098764.87,2798856.85,,268.7890924,183.5436324,-7.387936914,4.990821693,,85.24546003,4,77.85752312,4,82.84834481,4,0,0,0,0,1,,2,,0,Aetna Life Insurance Company,TN,21837.26,-130203.17,-25.48007241,-21.57868076,5110,3.7084209,-0.766828862,1857278.33,1553781.03,,363.4595558,304.0667378,-25.48007241,4.273436399,,59.392818,33.9127456,38.186182,,,0,4
40513,"Kaiser Foundation Health Plan, Inc.",CA,240031290.8,98811448.39,5935591,2273510519,2044153218,-66415400,383.030185,344.3891633,16.64728051,40.43932454,-11.18934913,38.64102176,3,55.28830228,4,95.72762682,4,0,0,0,0,1,44.09895314,4,84.53827769,4,"Kaiser Foundation Health Plan, Inc.",CA,193662847,-82078859.73,7551901,2864002080,2536678058,,379.2425351,335.8992733,-10.86863556,25.6442513,,43.34326178,4,32.47462623,4,58.11887752,3,0,0,0,1,0,,2,,0,"Kaiser Foundation Health Plan, Inc.",CA,99483995.87,-182807948.2,-24.74966065,-41.39694116,7386281,6.868425826,0.094961858,2899936689,2664433592,,392.6112057,360.7273528,-24.74966065,13.4687532,,31.88385292,7.134192268,20.60294547,,,0,3
95865,"Health Plan of Nevada, Inc.",NV,5762413.99,-3030918.47,189134,63247361.96,54264833.96,,334.4050354,286.9121044,-16.02524385,30.46736171,,47.49293094,4,31.46768709,3,61.9350488,3,0,0,0,1,0,,2,,0,"Health Plan of Nevada, Inc.",NV,8222371.58,230274.9,357716,118703087.1,102375682.3,,331.8361133,286.1926285,0.643736651,22.98575289,,45.64348478,4,46.28722143,4,69.27297431,4,0,0,0,0,1,,2,,0,"Health Plan of Nevada, Inc.",NV,5618554.15,-13319421.75,-24.72121858,-8.695974727,538785,5.731415496,0.454645889,183216122.4,154780811.4,,340.0542376,287.2775066,-24.72121858,10.42819334,,52.77673098,28.0555124,38.48370575,,,0,4
83978,Aetna Life Insurance Company,GA,2623982.14,-500123.69,325926,71679839.36,65252933.38,,219.9267299,200.2078183,-1.534470064,8.050852463,,19.71891159,3,18.18444153,3,26.23529399,2,0,0,1,0,0,,2,,0,Aetna Life Insurance Company,GA,6808764.85,-14644018.02,248398,80536607.95,68980935.36,,324.2240596,277.703264,-58.95384834,27.41070721,,46.52079562,4,-12.43305272,2,14.97765449,2,0,0,1,0,0,,2,,0,Aetna Life Insurance Company,GA,7209783.66,-7286899.98,-24.71056998,-23.17609991,294890,5.469660045,-0.043458961,113626086.8,108891922.4,,385.3168531,369.2628519,-24.71056998,24.44906121,,16.05400115,-8.656568822,15.79249239,,,0,2
37651,Health Alliance Plan (HAP),MI,5921541.69,5267035.16,50283,21341078,26220361,-617847,424.4193465,521.4557803,104.7478305,117.7642879,-12.28739335,-97.03643378,1,7.711396695,3,125.4756846,4,0,0,0,0,1,-4.575996659,2,113.1882913,4,Health Alliance Plan (HAP),MI,3485778.72,3869249.1,94081,35127892,33194265,-216498,373.379237,352.8264474,41.12678543,37.05082557,-2.301187275,20.55278962,3,61.67957505,4,98.73040061,4,0,0,0,0,1,59.37838777,3,96.42921334,3,Health Alliance Plan of Michigan,MI,1323374.09,-3617941.82,-24.04874849,-128.796579,150442,5.177369098,0.475947918,47954634,37425734,,318.7582856,248.7718456,-24.04874849,8.796573364,,69.98643996,45.93769147,54.73426483,,,0,4
73751,Medica Health Plans,ND,1073377.89,-807481.69,19468,5948961.29,5644879.94,135903.2917,305.5763967,289.9568492,-41.47738288,55.13549877,6.980855337,15.61954746,3,-25.85783542,2,29.27766334,2,0,0,1,0,0,-18.87698009,2,36.25851868,2,Medica Health Plans,ND,1918693.8,-825246.58,53628,18429287.98,17357765.7,,343.6504807,323.6698311,-15.38835273,35.7778362,,19.98064966,3,4.592296934,3,40.37013314,3,0,0,0,1,0,,2,,0,Medica Health Plans,ND,1374734.61,-1809702.29,-23.80529446,17.67208843,76021,4.880933578,0.591612241,29935799.47,27173036.06,,393.7832897,357.4411815,-23.80529446,18.0836165,,36.34210823,12.53681378,30.62043028,,,0,3
18973,Coventry Health Care of Iowa Inc.,IA,13395052.4,-9236606.28,363736,90284473.3,115208838,8287574.83,248.2142909,316.7375184,-25.39370939,36.82630369,22.78458781,-68.52322756,1,-93.91693695,0,-57.09063326,0,1,0,0,0,0,-71.13234915,1,-34.30604546,0,Coventry Health Care of Iowa Inc.,IA,23503386.5,-10780079.07,616196,201598194.8,218553382.6,,327.1656986,354.681599,-17.49456191,38.1427119,,-27.51590046,2,-45.01046237,1,-6.867750472,1,0,1,0,0,0,,2,,0,Aetna Health Inc. (a IA corp.),IA,8633362.73,-10630845.15,-22.43622677,2.957482622,473825,5.675617971,0.114831685,180042572.3,176259533.9,,379.9769373,371.9928959,-22.43622677,18.22057243,,7.984041365,-14.45218541,3.768387021,,,0,1
38498,LifeWise Health Plan of WA,WA,37535881.13,-32176872.96,974829,320686452,231934471,-1919519,328.9668773,237.9232368,-33.00771003,38.50509282,-1.969082783,91.04364047,4,58.03593045,4,96.54102327,4,0,0,0,0,1,56.06684766,4,94.57194048,4,Life Wise Health Plan of WA,WA,23278792.62,-22413845.18,777909,264335190,220628830,,339.8022005,283.6177882,-28.81293979,29.92482748,,56.18441232,4,27.37147252,3,57.2963,3,0,0,0,1,0,,2,,0,Lifewise Health Plan of Washington,WA,7633787.69,-11353357.47,-21.55895908,11.44875095,526619,5.721496524,-0.267431916,188178972,161015713,,357.3341866,305.75371,-21.55895908,14.49584555,,51.58047659,30.02151751,44.51736307,,,0,3
99308,"Humana Health Insurance Co of FL, Inc.",FL,547055.66,185940.22,332719,74908404.3,58260377.32,,225.1401462,175.1038484,0.558850622,1.644197236,,50.03629784,4,50.59514846,4,52.23934569,3,0,0,0,1,0,,2,,0,"Humana Health Insurance Co of FL, Inc.",FL,1206801.28,-2261208.38,231548,60196665.78,44044679.38,,259.9748898,190.2183538,-9.765613955,5.211883843,,69.75653601,4,59.99092206,4,65.2028059,4,0,0,0,0,1,,2,,0,"Humana Health Insurance Co of FL, Inc.",FL,380796.07,-2944845.74,-21.45857251,-22.01742313,137234,5.137461722,-0.38461588,38957988.65,28694534.48,,283.8800053,209.0920215,-21.45857251,2.774793929,,74.78798381,53.3294113,56.10420523,,,0,4
16204,"Coordinated Health Mutual, Inc.",OH,929483.49,-1262069.95,19320,7108247,6902111,,367.9216874,357.2521222,-65.32453157,48.10991149,,10.66956522,3,-54.65496636,1,-6.545054865,1,0,1,0,0,0,,2,,0,"Coordinated Health Mutual, Inc.",OH,15348555.75,-3985495.69,192418,71644539,117238425,,372.3380297,609.2903211,-20.71269679,79.7667357,,-236.9522914,0,-257.6649882,0,-177.8982525,0,1,0,0,0,0,,2,,0,Coordinated Health Mutual,OH,7441726.47,-2492656.84,-20.97383875,44.35069282,118846,5.074984569,0.788977447,50094649.49,89426654,,421.5089232,752.4582569,-20.97383875,62.61654974,,-330.9493337,-351.9231724,-289.3066227,,,0,0
98704,UnitedHealthcare Life Insurance Company,OK,1369617.06,83712.74,26326,8231807.47,8105793.85,,312.6873612,307.9007008,3.179850338,52.02526248,,4.786660336,3,7.966510674,3,59.99177315,3,0,0,0,1,0,,2,,0,United Healthcare Life Insurance Company,OK,1663019.16,637091.31,24179,8196319.07,14955965.78,,338.9850312,618.5518748,26.34895198,68.77948468,,-279.5668435,0,-253.2178916,0,-184.4384069,0,1,0,0,0,0,,2,,0,UnitedHealthcare Life Insurance Company,OK,515261.49,-666540.06,-20.67945086,-23.85930119,32232,4.508287254,0.087902377,12269610.86,8541960.63,,380.6655144,265.0149116,-20.67945086,15.9860229,,115.6506028,94.97115196,110.9571749,,,0,0
48396,Anthem Health Plans of ME(Anthem BCBS),ME,5456360.21,363457.73,220640,78176738.09,75661991.76,,354.318066,342.9205573,1.647288479,24.72969638,,11.39750875,3,13.04479723,3,37.77449361,2,0,0,1,0,0,,2,,0,Anthem Health Plans of ME(Anthem BCBS),ME,6658488.7,-3917017.08,260198,93504165.99,86563583.55,,359.3577429,332.6835085,-15.05398612,25.59008409,,26.67423439,3,11.62024827,3,37.21033236,3,0,0,0,1,0,,2,,0,Anthem Health Plans of ME(Anthem BCBS),ME,3475090.31,-5023772.82,-19.74318868,-21.39047716,254456,5.405612696,0.061928447,99697787.66,95569087.51,,391.8075725,375.5819769,-19.74318868,13.65693994,,16.22559558,-3.517593101,10.13934684,,,0,3
89106,UnitedHealthcare Life Insurance Company,WI,1343804.49,1384844.33,14670,5908205.32,7068437.39,,402.7406489,481.8294063,94.39974983,91.60221472,,-79.08875733,1,15.3109925,3,106.9132072,4,0,0,0,0,1,,2,,0,United Healthcare Life Insurance Company,WI,2293913.16,-1371221.77,51450,21204925.8,22200055.13,,412.1462741,431.487952,-26.65154072,44.5852898,,-19.34167794,2,-45.99321866,1,-1.407928863,2,0,0,1,0,0,,2,,0,UnitedHealthcare Life Insurance Company,WI,1593125.58,-1255163.33,-18.91559663,-113.3153465,66356,4.821880198,0.655450085,30442418.01,27912439.39,,458.7741577,420.646805,-18.91559663,24.00876454,,38.12735276,19.21175613,43.22052068,,,0,1
63312,Colorado Choice Health Plans,CO,6252605.7,-4578461.04,63856,23273256,29458165,5893514,364.4646705,461.3218022,-71.69977825,97.91727794,92.29381734,-96.85713167,1,-168.5569099,0,-70.63963198,0,1,0,0,0,0,-76.26309258,0,21.65418535,1,Colorado Choice Health Plans,CO,4665826.16,1562462.46,65551,24627126,29021855,,375.6941313,442.7370292,23.83582951,71.1785657,,-67.0428979,1,-43.20706839,1,27.97149731,2,0,0,1,0,0,,2,,0,Colorado Choice Health Plans,CO,3886517.25,-2794252.54,-18.46572875,53.2340495,151321,5.179899203,0.374697492,63697696,58699592,,420.9441915,387.9143807,-18.46572875,25.68392523,,33.0298108,14.56408205,40.24800728,,,0,2
49046,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,34663581.85,-3958982.3,1094274,313627768,267903151,-5737999.858,286.608078,244.8227327,-3.617907672,31.67724158,-5.243659137,41.78534535,3,38.16743768,4,69.84467926,3,0,0,0,1,0,32.92377854,4,64.60102012,3,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,31999615.68,-15389290.74,1329937,388444221.1,358677256.3,,292.0771594,269.6949226,-11.57144341,24.06100115,,22.38223675,3,10.81079334,3,34.87179448,3,0,0,0,1,0,,2,,0,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,31779370.22,-26403372.35,-17.48493597,-13.8670283,1510064,6.178995354,0.139869274,551320906.2,520906806.4,,365.0977086,344.9567743,-17.48493597,21.04504857,,20.14093429,2.655998322,23.70104689,,,0,3
99685,Humana Insurance Company,AR,4723.94,68170.5,13384,2178290.92,1614966.321,,162.7533562,120.6639511,5.093432457,0.352954274,,42.08940519,3,47.18283764,4,47.53579192,3,0,0,0,1,0,,2,,0,Humana Insurance Company,AR,149183.57,-484230.53,8077,1784005.94,1254218.05,,220.8748223,155.2826606,-59.95178036,18.47017086,,65.59216169,4,5.64038133,3,24.11055219,2,0,0,1,0,0,,2,,0,Humana Insurance Company,AR,0,-106659.16,-17.25038978,-22.34382224,6183,3.791199246,-0.335386681,1351592.12,1182334.65,,218.5981109,191.2234595,-17.25038978,0,,27.37465146,10.12426169,10.12426169,,,0,2
50727,Humana Insurance Company,VA,2610901.31,178764.83,22045,6157572.23,8852020.059,,279.3183139,401.5432098,8.109087321,118.4350787,,-122.2248958,1,-114.1158085,0,4.319270175,1,0,1,0,0,0,,2,,0,Humana Insurance Company,VA,1723539.51,43710.21,26924,9158641.07,11430095.72,,340.166434,424.5318571,1.623466424,64.014987,,-84.36542304,1,-82.74195662,1,-18.72696962,1,0,1,0,0,0,,2,,0,Humana Insurance Company,VA,686239.96,-329364.82,-16.66741663,-24.77650395,19761,4.295808918,-0.047501185,7698364.02,10145325.44,,389.5736056,513.401419,-16.66741663,34.72698548,,-123.8278134,-140.49523,-105.7682445,,,0,1
19898,"AvMed, Inc.",FL,1841557.61,1215541.75,114237,28608236,23869035,,250.4288103,208.9431183,10.64052584,16.12050045,,41.48569203,3,52.12621786,4,68.24671831,3,0,0,0,1,0,,2,,0,"AvMed, Inc.",FL,3804584.76,-148477.46,168528,55062372,50135453,,326.7253631,297.4903458,-0.881025468,22.57538664,,29.23501733,3,28.35399186,3,50.9293785,3,0,0,0,1,0,,2,,0,"AvMed, Inc",FL,4504028.34,-5705014.67,-16.49954498,-27.14007082,345768,5.538784798,0.480978008,127267834,123194512,,368.0729102,356.2924042,-16.49954498,13.02615725,,11.780506,-4.71903898,8.30711827,,,0,3
28162,AultCare Insurance Company,OH,3286427.05,-174769.08,96734,27420415,25291402.49,,283.4620196,261.4530826,-1.806697542,33.97385666,,22.00893698,3,20.20223944,3,54.1760961,3,0,0,0,1,0,,2,,0,AultCare Insurance Company,OH,2358684.92,-246739.17,94212,31591227.41,26237396.03,,335.3206323,278.4931434,-2.618978156,25.03592876,,56.82748885,4,54.2085107,4,79.24443946,4,0,0,0,0,1,,2,,0,AultCare Insurance Company,OH,1136982.67,-1545137.86,-16.21374908,-14.40705154,95298,4.979083786,-0.00649536,36399127,29085428,,381.9505866,305.20502,-16.21374908,11.93081355,,76.74556654,60.53181746,72.46263101,,,0,4
55957,"First Priority Life Insurance Company, Inc.",PA,19949105.81,585146.21,335976,105525704,128600880,10383755.52,314.08703,382.7680549,1.74163098,59.3765799,30.90624187,-68.68102484,1,-66.93939386,1,-7.562813951,1,0,1,0,0,0,-36.03315198,1,23.34342792,1,"First Priority Life Insurance Company, Inc.",PA,22715787.15,-3237217.38,470448,168011577,210195605,,357.1310262,446.7988067,-6.881137511,48.28543675,,-89.6677805,1,-96.54891801,1,-48.26348126,1,0,1,0,0,0,,2,,0,First Priority Life Insurance Company,PA,10257016.46,-6653749.71,-15.45805494,-17.19968592,430439,5.633911614,0.107603359,177443910,186950728,,412.2393882,434.3257186,-15.45805494,23.8291987,,-22.08633047,-37.54438541,-13.7151867,,,0,0
60536,"Avera Health Plans, Inc.",SD,10895393.31,-1014430.34,109609,39298032.76,57305594.51,7572478,358.5292518,522.8183316,-9.254991287,99.4023603,69.08627941,-164.2890798,0,-173.5440711,0,-74.14171081,0,1,0,0,0,0,-104.4577917,0,-5.055431397,0,"Avera Health Plans, Inc.",SD,7492141.61,3672370.39,139552,44433569,69065181,1217196,318.4015206,494.906422,26.31542644,53.68709592,8.722168081,-176.5049014,0,-150.189475,0,-96.50237904,0,1,0,0,0,0,-141.4673069,0,-87.78021096,0,"Avera Health Plans, Inc.",SD,5852231.13,-4206700.98,-14.9168504,-5.661859108,282010,5.450264509,0.410418293,102585338,109001581,,363.7648949,386.5167228,-14.9168504,20.75185678,,-22.75182795,-37.66867834,-16.91682157,,,0,0
98905,CommunityCare HMO Inc.,OK,424071.17,823116.3,17942,4191506,4445552,-89579,233.6142013,247.7734924,45.87650764,23.63566882,-4.992698696,-14.15929105,2,31.71721659,3,55.35288541,3,0,0,0,1,0,26.72451789,3,50.36018671,3,Community Care HMO Inc.,OK,919447.27,1755937.92,27269,7749880,9761451,,284.2011075,357.9687924,64.3931908,33.71767465,,-73.76768492,1,-9.374494114,2,24.34318053,2,0,0,1,0,0,,2,,0,CommunityCare HMO Inc.,OK,442540.07,-358787.81,-14.78805581,-60.66456344,24262,4.384926598,0.131055746,6991090,6324078,,288.1497816,260.6577364,-14.78805581,18.24004905,,27.49204517,12.70398937,30.94403841,,,0,2
90169,UnitedHealthcare Life Insurance Company,AZ,1610.82,28226.14,5753,2810864.09,1870467.82,,488.5910116,325.1291187,4.906334087,0.279996524,,163.4618929,4,168.368227,4,168.6482235,4,0,0,0,0,1,,2,,0,United Healthcare Life Insurance Company,AZ,737940.9,784206.91,17049,6337200.43,7551443.03,,371.7051106,442.9258625,45.99723796,43.28352983,,-71.22075195,1,-25.22351399,2,18.06001584,2,0,0,1,0,0,,2,,0,UnitedHealthcare Life Insurance Company,AZ,822635.08,-819920.79,-14.68812995,-19.59446404,55822,4.746805392,0.986911018,19215156.59,18384841.95,,344.2219302,329.347604,-14.68812995,14.73675397,,14.87432625,0.186196303,14.92295027,,,0,2
66105,Humana Insurance Company,AZ,1328793.1,1164384.91,180110,31945882.48,27091713.83,,177.3687329,150.4175994,6.464854311,7.37767531,,26.95113347,3,33.41598779,3,40.79366309,2,0,0,1,0,0,,2,,0,Humana Insurance Company,AZ,1778440.1,689053.89,54591,15798846,12122248.97,,289.4038578,222.0558145,12.62211518,32.57753293,,67.34804327,4,79.97015845,4,112.5476914,4,0,0,0,0,1,,2,,0,Humana Insurance Company,AZ,2656508.48,-1311469.26,-13.38507103,-19.84992535,97980,4.991137435,-0.264400391,28240828.17,30256833.69,,288.2305386,308.8062226,-13.38507103,27.1127626,,-20.57568402,-33.96075505,-6.847992447,,,0,4
16698,Prominence HealthFirst,NV,3231609.73,542628,41120,20905855,20058272,-71742.468,508.4108706,487.7984436,13.19620623,78.58973079,-1.744709825,20.61242704,3,33.80863327,3,112.3983641,4,0,0,0,0,1,32.06392344,4,110.6536542,4,Prominence Health First,NV,2492308.28,3206374.59,40064,17990277,20894048.56,,449.0384635,521.5167871,80.03131465,62.20817392,,-72.47832368,1,7.552990964,3,69.76116489,4,0,0,0,0,1,,2,,0,Prominence HealthFirst,NV,2283593.67,-1517979.46,-13.37344358,-26.5696498,113507,5.055022645,0.440969539,45301684,38199147.38,,399.1091651,336.5356091,-13.37344358,20.11852723,,62.57355599,49.20011242,69.31863964,,,0,4
