,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15
201,60597,PacificSource Health Plans,ID,2266284.66,663249.2,-228325.54,92174.0,72031.0,18851283.0,19724797.9,Pacific Source Health Plans,ID,807479.44,600458.28,-80877.14,34541.0,21577.0,7143434.0,8342078.867000001,PacificSource Health Plans,ID,38751.09,303111.16,-116759.35,26839.0,14107.0,5969401.0,5955373.512999999
202,44648,Regence Blue Shield of Idaho,ID,282450.45,371605.98,1175263.46,359158.0,308078.0,42153596.0,31134872.0,Regence Blue Shield of Idaho,ID,643839.26,1002953.94,-831183.51,126390.0,272370.0,31416377.0,20804518.0,Regence Blue Shield of Idaho,ID,764325.42,-319665.28,-1115977.31,125888.0,284710.0,33429631.0,28925018.0
203,26002,SelectHealth,ID,22446618.57,5450923.74,-1392526.68,205994.0,64205.0,56856522.0,108593032.0,Select Health,ID,19459263.73,9855840.04,-1382800.26,278361.0,116813.0,81043959.0,154031972.0,SelectHealth,ID,12396300.65,2728291.54,-1742435.08,442788.0,167642.0,143125602.0,217509208.0
204,28218,Time Insurance Company,ID,510134.56,192936.56,,11748.0,12822.0,2983605.0,2713434.0,Time Insurance Company,ID,199027.79,137386.95,-45007.5,7920.0,11596.0,2280755.0,1914234.0,,,,,,,,,
205,99129,Aetna Health Inc. (a PA corp.),IL,,,-370976.96,331.0,14005.0,142331.98,205175.22,Aetna Health Inc. (a PA corp.),IL,,,-313297.56,29.0,9173.0,538.16,4345.89,Aetna Health Inc. (a PA corp.),IL,1221767.25,-15976640.99,6614.37,153974.0,5749.0,49256300.55,37855144.19
206,72547,Aetna Life Insurance Company,IL,917024.2,125878.03,-719734.14,91336.0,262696.0,26015250.74,22909464.09,Aetna Life Insurance Company,IL,814606.14,-670691.43,-1111838.73,36698.0,185509.0,12785277.03,10256028.67,Aetna Life Insurance Company,IL,2158123.97,-7044744.34,1102953.11,133414.0,151583.0,51205144.74,44699309.22
207,36096,Blue Cross Blue Shield of Illinois,IL,277754457.9,-10823647.68,4303605.47,5537415.0,4156218.0,1644254990.0,1902696433.0,Blue Cross Blue Shield of Illinois,IL,283514429.0,23056950.67,10877027.26,6478135.0,4030984.0,2068327690.0,2620797653.0,Blue Cross Blue Shield of Illinois,IL,108205116.56,36348043.52,6244224.14,4887859.0,4399041.0,1823781516.0,1870843246.0
208,27833,Celtic Insurance Company,IL,0.0,15156.6,,4359.0,,1074419.0,805083.7729999999,Celtic Insurance Company,IL,0.0,-76.03,,24.0,,31253.3,60705.37639,Celtic Insurance Company,IL,378771.57,-61352776.51,,362407.0,,91945285.89,28330339.32
209,35670,Coventry Health & Life Co.,IL,2168704.98,-2604833.08,-400513.48,64001.0,98945.0,16645122.0,13080518.26,Coventry Health & Life Co.,IL,1886166.5,-644379.33,458501.8,80734.0,83079.0,21936657.94,17308858.94,Coventry Health and Life,IL,2361904.97,2420350.88,359296.65,133442.0,64984.0,48085206.12,43289792.82
210,96601,"Coventry Health Care of Illinois, Inc.",IL,6155110.05,-3262695.3,-1048560.53,111531.0,84585.0,33218247.82,34897693.24,"Coventry Health Care of Illinois, Inc.",IL,6783435.61,-5367684.26,127525.13,168861.0,61975.0,52262152.79,50920827.36,"Coventry Health Care of Illinois, Inc.",IL,14270273.67,35950670.67,728924.09,276448.0,37281.0,125142353.1,156932333.4
211,66143,Federated Mutual Insurance Company,IL,,,-390516.48,12.0,44263.0,14551.92,8568.05,Federated Mutual Insurance Company,IL,,,1306490.38,12.0,47122.0,14551.92,3803.39,Federated Mutual Insurance Company,IL,,,-343024.9,2.0,50532.0,2425.32,1224.8
212,82506,Freedom Life Insurance,IL,57607.05,59844.74,,4321.0,,968052.0,1273399.0,Freedom Life Insurance,IL,38014.98,26867.72,,3229.0,,740957.0,602404.0,Freedom Life Insurance Company of America,IL,0.0,48327.14,,2435.0,,610525.0,558316.0
213,20129,"Health Alliance Medical Plans, Inc.",IL,4523529.04,2597374.35,-998963.73,200255.0,251994.0,61942668.0,64550679.0,"Health Alliance Medical Plans, Inc.",IL,9489886.93,-1326442.96,-1104554.13,275330.0,221076.0,92073345.0,102635610.0,"Health Alliance Medical Plans, Inc.",IL,10389731.85,1925800.26,572733.12,440156.0,184877.0,179542056.0,213806409.0
214,58288,"Humana Health Plan, Inc.",IL,1706900.43,614409.67,-1028302.66,14469.0,58894.0,5807766.545,9015660.135,"Humana Health Plan, Inc.",IL,434826.64,730433.28,-1525019.48,12865.0,44797.0,4870781.62,4513915.877,"Humana Health Plan, Inc.",IL,889216.13,1493121.7,-2268324.01,23925.0,33528.0,9338183.26,10831794.73
215,68303,Humana Insurance Company,IL,8206407.61,8268175.79,4255065.52,337863.0,590776.0,81473162.42,84036077.38,Humana Insurance Company,IL,3778188.26,4859821.84,1632766.92,86198.0,397474.0,30799902.73,25580582.55,Humana Insurance Company,IL,0.0,,2376088.32,46303.0,312274.0,16672494.51,11777595.34
216,57020,John Alden Life Insurance Company,IL,,,183726.24,9135.0,13747.0,2898110.0,2057822.0,John Alden Life Insurance Company,IL,,,-167167.35,5992.0,7613.0,2096598.0,1271982.0,,,,,,,,,
217,79763,Land of Lincoln Mutual Health Insurance Company,IL,4808906.25,816860.44,-390929.05,30733.0,2616.0,11019957.0,19901363.37,Land of Lincoln Mutual Health Insurance Company,IL,18123842.55,-22604098.38,-9219351.96,414794.0,91889.0,127889882.8,183230368.4,Land of Lincoln Mutual Health Insurance Company,IL,9157710.03,-11963347.32,-9752011.63,334517.0,78617.0,123126850.0,161305248.2
218,59311,Madison National Life,IL,,,-3535.77,275.0,8010.0,52150.0,4778.0,Madison National Life,IL,,,-3428.71,,18.0,,,,,,,,,,,
219,24301,Medical Associates Health Plans,IL,,,-131881.33,,3342.0,,,Medical Associates Health Plans,IL,,,-348670.8,,3436.0,,,Medical Associates Health Plans,IL,,,-171931.5,,2769.0,,
220,53586,Nippon Life Insurance Company of America,IL,,,-42724.33,,152.0,,,Nippon Life Insurance Company of America,IL,,,-18665.99,,119.0,,,Nippon Life Insurance Company of America,IL,,,-182.34,,105.0,,
221,18389,Pekin Life Insurance Company,IL,,,-52688.31,114.0,39821.0,2258.0,5045.0,Pekin Life Insurance Company,IL,,,-476618.51,96.0,42936.0,14461.0,,Pekin Life Insurance Company,IL,,,-303027.88,78.0,37109.0,-2218.0,
222,40448,Standard Security Life,IL,,,-28.68,358.0,211.0,110389.0,35600.0,,,,,,,,,,,,,,,,,,
223,67807,Time Insurance Company,IL,6649598.67,4193476.5,20402.52,195256.0,15244.0,50670223.0,53969345.0,Time Insurance Company,IL,3751122.34,5250022.24,-25545.56,117846.0,9287.0,36490055.0,37441924.0,,,,,,,,,
224,92476,UnitedHealthcare Ins Co of Illinois,IL,,,-700664.41,3578.0,863764.0,2297926.08,1470998.13,United Healthcare Ins Co of Illinois,IL,,,4056740.92,3303.0,721188.0,1841854.78,1709451.63,UnitedHealthcare Insurance Company of Illinois,IL,,,2021972.27,4115.0,679217.0,2205124.3,1333436.43
225,34446,UnitedHealthcare Ins Co of River Valley,IL,,,-1540017.03,1800.0,198542.0,747975.75,307176.16,United Healthcare Ins Co of River Valley,IL,,,-2373664.9,2645.0,203050.0,1057632.37,416438.84,UnitedHealthcare Insurance Company of the River Valley,IL,,,632447.67,2780.0,224855.0,1166064.03,782782.61
226,42529,"UnitedHealthcare of Illinois, Inc.",IL,,,-724765.7,21.0,40461.0,7232.25,10151.15,"United Healthcare of Illinois, Inc.",IL,,,-1185146.24,12.0,35480.0,4451.16,19587.4,"UnitedHealthcare of Illinois, Inc.",IL,,,-547051.46,60.0,25446.0,19323.44,11398.47
227,58239,"UnitedHealthcare Plan of the River Valley, Inc.",IL,,,-217997.08,115.0,4096.0,68261.06,24415.27,"United Healthcare Plan of the River Valley, Inc.",IL,,,-586082.45,128.0,5641.0,40386.17,8992.64,"UnitedHealthcare Plan of the River Valley, Inc.",IL,,,-646169.48,84.0,10936.0,38795.55,38713.45
228,32378,Aetna Life Insurance Company,IN,,,-649454.74,962.0,15430.0,364727.03,257350.01,Aetna Life Insurance Company,IN,,,-313624.0,561.0,12914.0,230269.61,60378.7,Aetna Life Insurance Company,IN,,,-325097.82,427.0,4211.0,181872.9,49049.0
229,36373,All Savers Insurance Company,IN,,,-425165.15,,43943.0,,,All Savers Insurance Company,IN,27281709.27,13324209.36,-48636.23,310475.0,25360.0,143149170.8,191255324.2,All Savers Insurance Company,IN,11167169.27,33816665.08,5460.99,182766.0,13567.0,86717709.36,135265407.2
230,17575,Anthem Ins Companies Inc(Anthem BCBS),IN,63611127.93,-35299047.7,5862596.41,1656793.0,2119317.0,586730639.5,473768725.8,Anthem Ins Companies Inc.(Anthem BCBS),IN,57453698.83,-13429318.84,6782799.4,1348881.0,1731779.0,538041022.9,494138475.3,Anthem Ins Companies Inc(Anthem BCBS),IN,24145897.47,23453648.5,11000596.02,936386.0,1118153.0,394474929.9,395473402.1
231,76179,Celtic Insurance Company,IN,0.0,-7885.97,,39.0,,50963.0,16460.11399,Celtic Insurance Company,IN,0.0,-8090.12,,158525.0,,62672128.89,41910124.08,Celtic Insurance Company,IN,2148267.03,3089884.0,,166372.0,,64799800.39,56386610.27
232,35065,Coordinated Care Corporation Indiana,IN,102697.05,-323051.82,,6286.0,,2896018.4869999997,1946143.986,Coordinated Care Corporation Indiana,IN,3089790.64,-8064367.37,,,,,,,,,,,,,,
233,11104,Federated Mutual Insurance Company,IN,,,-22411.92,17.0,109683.0,10833.64,1163.2,Federated Mutual Insurance Company,IN,,,-542240.33,,124892.0,,,Federated Mutual Insurance Company,IN,,,505888.05,,117933.0,,
234,43442,Humana Health Plan,IN,,,-19667.22,,6121.0,,,Humana Health Plan,IN,,,-102658.68,,5118.0,,,Humana Health Plan,IN,,,63336.28,,3527.0,,
235,99791,Humana Insurance Company,IN,15014843.87,12712802.22,28264.72,117992.0,143300.0,35065382.65,52271674.78,Humana Insurance Company,IN,9599228.21,8411678.81,-627510.77,105258.0,150375.0,36172211.59,57228856.87,Humana Insurance Company,IN,6361.47,122433.72,1168984.38,28330.0,115374.0,5643355.52,4911117.86
236,95074,John Alden Life Insurance Company,IN,,,-124424.43,9516.0,10937.0,2263435.0,2807514.0,John Alden Life Insurance Company,IN,,,-241241.52,6522.0,5735.0,1705257.0,1170953.0,,,,,,,,,
237,85320,"MDwise, Inc.",IN,17158478.6,18423632.06,,269970.0,,128950539.0,125305182.5,,,,,,,,,,,,,,,,,,
238,43499,Medical Mutual of Ohio,IN,,,-265136.19,,15339.0,-22130.0,,,,,,,,,,,,,,,,,,,
239,98761,Nippon Life Insurance Company of America,IN,,,-117653.72,,11926.0,,,Nippon Life Insurance Company of America,IN,,,-153115.64,,4215.0,,,Nippon Life Insurance Company of America,IN,,,-107606.64,,611.0,,
240,79828,Pekin Life Insurance Company,IN,,,-71406.41,12.0,14735.0,-23465.0,4154.0,Pekin Life Insurance Company,IN,,,-183612.65,12.0,13950.0,22.0,,Pekin Life Insurance Company,IN,,,-285888.78,6.0,11206.0,,
241,50816,"Physicians Health Plan of Northern Indiana, Inc.",IN,10350382.87,-4011882.59,115029.27,140344.0,312530.0,43942528.0,47020160.0,"Physicians Health Plan of Northern Indiana, Inc.",IN,7080052.99,-7085738.88,2912178.01,111408.0,267643.0,40754310.0,43521941.03,"Physicians Health Plan of Northern Indiana, Inc.",IN,2286473.37,-2126520.47,-124000.57,73278.0,158896.0,28482808.38,32281883.0
242,67920,Southeastern Indiana Health Organization,IN,,,-840621.54,,80965.0,,,Southeastern Indiana Health Organization,IN,216799.07,-233538.83,-852678.23,5900.0,66436.0,2624740.62,2069099.3,Southeastern Indiana Health Organization,IN,40069.71,-583807.56,-633214.19,3535.0,52458.0,1406937.0,1111295.2
243,50442,Standard Security Life,IN,,,-17085.65,50.0,6764.0,1397.0,1208.0,Standard Security Life,IN,,,-27473.51,,591.0,,,,,,,,,,,
244,91842,Time Insurance Company,IN,15491452.97,8505433.96,-90416.73,176875.0,36418.0,51102791.0,69262776.0,Time Insurance Company,IN,12099166.58,15394607.15,472972.29,150303.0,20912.0,55542965.0,84176799.0,,,,,,,,,
245,62052,Trustmark Life Insurance Company,IN,,,39262.67,,12726.0,,,,,,,,,,,,,,,,,,,,
246,72850,UnitedHealthcare Insurance Company,IN,,,-3241006.75,1149.0,629735.0,694697.79,469168.13,United Healthcare Insurance Company,IN,,,-6771739.27,2194.0,761207.0,1022172.57,749367.48,UnitedHealthcare Insurance Company,IN,,,-10746407.83,4549.0,590464.0,2085892.22,1906880.46
247,35755,US Health and Life Insurance Company,IN,,,-160702.61,,18115.0,,,US Health and Life Insurance Company,IN,,,-150173.33,,10466.0,,,,,,,,,,,
248,84600,Aetna Life Insurance Company,KS,,,-266018.93,4206.0,3739.0,973126.74,433125.62,Aetna Life Insurance Company,KS,,,745826.49,2813.0,6579.0,690716.26,398728.39,Aetna Life Insurance Company,KS,,,190344.76,2217.0,28674.0,578805.78,419864.08
249,94248,Blue Cross and Blue Shield of Kansas City,KS,11523299.72,8092802.17,1450193.47,332440.0,167621.0,80534884.03,87930153.72,Blue Cross and Blue Shield of Kansas City,KS,10237463.22,12904886.1,827921.82,309590.0,114221.0,86715627.11,103606226.8,Blue Cross and Blue Shield of Kansas City,KS,10536962.27,14625747.47,1720681.91,474810.0,102731.0,155071646.7,176573466.6
250,18558,"Blue Cross and Blue Shield of Kansas, Inc.",KS,25958565.69,7698173.07,1056774.58,650169.0,1305258.0,208136266.0,235999821.0,"Blue Cross and Blue Shield of Kansas, Inc.",KS,22071027.01,17980150.06,1209308.94,692644.0,1169721.0,220132355.0,284277498.0,"Blue Cross and Blue Shield of Kansas, Inc",KS,11808950.32,31581487.09,-649337.25,574755.0,1056686.0,215666455.0,273525098.0
251,34368,Celtic Insurance Company,KS,0.0,3792.7,,75.0,,24456.0,13235.1784,Celtic Insurance Company,KS,0.0,4300.78,,36.0,,26610.16,80378.0794,Celtic Insurance Company,KS,0.0,9128.22,,24.0,,17916.91,67294.40587
252,61430,Coventry Health and Life,KS,18150600.47,-10156545.5,-84693.06,604296.0,102777.0,120717982.0,136996020.5,Coventry Health and Life,KS,19219397.06,-18755986.82,-684315.4,641288.0,66865.0,163491388.5,187931271.1,Coventry Health and Life,KS,3045695.42,-11830329.41,-14621.47,182842.0,35293.0,56178091.43,49763626.23
253,65598,Coventry Health Care Of Kansas Inc,KS,6787834.35,-5910292.03,-713955.94,124536.0,142891.0,29541695.56,37457719.59,Coventry Health Care Of Kansas Inc.,KS,6205764.17,-1458451.11,-413025.79,165451.0,80281.0,45094200.14,55453253.69,Coventry Health Care,KS,525206.15,-2303279.85,-618249.46,34703.0,42190.0,9963149.44,10049247.84
254,96352,Federated Mutual Insurance Company,KS,,,-171528.97,,20453.0,,,Federated Mutual Insurance Company,KS,,,-229788.82,,22811.0,,,Federated Mutual Insurance Company,KS,,,-606141.63,,22974.0,,
255,54822,Freedom Life Insurance,KS,0.0,-230.08,,1062.0,,193454.0,302598.0,Freedom Life Insurance,KS,0.0,12212.08,,857.0,,175437.0,148699.0,Freedom Life Insurance Company of America,KS,0.0,-334.95,,672.0,,153692.0,46148.0
256,49857,"Humana Health Plan, Inc.",KS,,,-125193.09,,2489.0,,,"Humana Health Plan, Inc.",KS,0.0,,37672.29,,2181.0,,,"Humana Health Plan, Inc.",KS,,,-32854.53,,1635.0,,
257,19968,Humana Insurance Company,KS,385045.35,97760.97,-291686.41,65146.0,183283.0,11305627.63,9476517.522,Humana Insurance Company,KS,639450.47,129998.03,453059.45,52893.0,210867.0,10922316.9,11120538.07,Humana Insurance Company,KS,0.0,1652.45,2126319.62,24433.0,214049.0,4799724.78,2746896.52
258,98618,John Alden Life Insurance Company,KS,,,-75807.36,1014.0,3222.0,347233.0,181637.0,John Alden Life Insurance Company,KS,,,109791.51,427.0,1226.0,175461.0,184816.0,,,,,,,,,
259,71122,Time Insurance Company,KS,2664586.18,174538.76,-9478.41,52020.0,6526.0,13997862.0,17997167.0,Time Insurance Company,KS,1368746.67,838285.82,-22779.35,29203.0,655.0,10792425.0,11634598.0,,,,,,,,,
260,94968,UnitedHealthcare Insurance Company,KS,,,-768605.82,262.0,152843.0,154699.26,74288.04,United Healthcare Insurance Company,KS,,,-1525779.62,401.0,156743.0,197729.86,44840.81,UnitedHealthcare Insurance Company,KS,,,-164494.8,575.0,155786.0,238592.18,92732.39
261,77029,All Savers Insurance Company,KY,,,-3311.9,,2453.0,,4490.35,All Savers Insurance Company,KY,,,-49.32,,4.0,,,,,,,,,,,
262,36239,Anthem Health Plans of KY(Anthem BCBS),KY,10851899.04,4889935.19,2798476.94,1016969.0,990852.0,276713823.7,219708615.8,Anthem Health Plans of KY(Anthem BCBS),KY,15230315.39,3129303.34,4368115.21,1020298.0,809561.0,297745092.3,253014028.1,Anthem Health Plans of KY(Anthem BCBS),KY,18494891.83,6598201.98,7952464.11,1383489.0,745083.0,478743071.9,425408047.3
263,40586,"Bluegrass Family Health, Inc.",KY,,,-1254224.27,82.0,71709.0,28409.0,53958.0,"Bluegrass Family Health, Inc.",KY,,,-1208814.63,51.0,57606.0,18184.0,123278.5283,Bluegrass Family Health,KY,945747.27,-9882852.36,-1696866.11,85598.0,54787.0,24338285.0,23590509.0
264,15411,"Humana Health Plan, Inc.",KY,7877805.71,1152387.48,-1929958.7,301919.0,547482.0,59580665.13,64919042.08,"Humana Health Plan, Inc.",KY,6821351.04,3404519.29,-1964729.71,189064.0,624026.0,51957088.49,55892517.14,"Humana Health Plan, Inc.",KY,3650974.52,4158571.2,-2971979.56,144065.0,575713.0,46009746.68,56155044.47
265,33734,John Alden Life Insurance Company,KY,,,-22525.81,1094.0,925.0,240116.0,957758.0,John Alden Life Insurance Company,KY,,,39912.04,916.0,474.0,180760.0,94276.0,,,,,,,,,
266,77894,Kentucky Health Cooperative,KY,58086349.7,-7829059.51,-49429.47,586561.0,1983.0,177167712.0,293489348.0,Kentucky Health Cooperative,KY,35150774.64,-2353554.57,-471751.15,623708.0,3394.0,221493442.3,324284775.7,,,,,,,,,
267,19503,Time Insurance Company,KY,2528454.66,1786736.84,196961.32,44888.0,7273.0,8834919.0,13511722.0,Time Insurance Company,KY,1692781.9,1187533.23,-16224.72,35805.0,6190.0,8818172.0,13346144.0,,,,,,,,,
268,23671,"UnitedHealthcare of Kentucky, Ltd.",KY,,,312802.38,608.0,77434.0,198645.88,126464.84,"United Healthcare of Kentucky, Ltd.",KY,,,-331779.58,216.0,65556.0,117157.12,104418.16,"UnitedHealthcare of Kentucky, Ltd.",KY,925945.86,3445308.96,-2631108.88,25688.0,96730.0,11788231.83,16251510.63
269,45920,"UnitedHealthcare of Ohio, Inc.",KY,,,-48790.45,350.0,25773.0,129781.03,80792.11,"United Healthcare of Ohio, Inc.",KY,,,-293318.64,314.0,23206.0,88014.12,25073.73,"UnitedHealthcare of Ohio, Inc.",KY,,,-430179.98,359.0,26368.0,157221.8,121102.88
270,81941,Aetna Health Inc. (a LA corp.),LA,1125984.52,-2764603.7,-120226.85,149620.0,85123.0,27002700.0,25513962.18,"Coventry Health Care of Louisiana, Inc.",LA,1301311.45,-9447131.62,-727200.2,78262.0,53216.0,19409194.68,12798652.92,Aetna Health Inc. (a LA corp.),LA,664684.81,-6121430.71,-644489.03,51289.0,29833.0,17194438.38,9795494.66
271,14030,Aetna Life Insurance Company,LA,,,-11121.47,1243.0,16983.0,566848.84,503613.04,Aetna Life Insurance Company,LA,,,20110.13,778.0,15659.0,423520.1,166012.12,Aetna Life Insurance Company,LA,,,123351.62,576.0,2261.0,355903.57,263041.09
272,93653,All Savers Insurance Company,LA,,,-6296.82,,1840.0,,,All Savers Insurance Company,LA,,,-20620.65,,177.0,,,All Savers Insurance Company,LA,,,-1098.79,,20.0,,
273,22381,Coventry Health and Life,LA,,,-37335.05,,2852.0,,,Coventry Health and Life,LA,,,-65433.61,,2099.0,,,Coventry Health and Life,LA,,,-113751.9,,907.0,,
274,19913,Freedom Life Insurance,LA,0.0,72093.27,,208.0,,71333.0,249639.0,Freedom Life Insurance,LA,215088.93,235529.13,,322.0,,180964.0,1301182.0,Freedom Life Insurance Company of America,LA,84736.66,107216.79,,83.0,,21969.0,578338.0
275,19636,"HMO Louisiana, Inc.",LA,11532268.15,-12245987.34,-674763.59,337975.0,562886.0,124336446.0,107922906.0,"HMO Louisiana, Inc.",LA,18992557.99,-30654005.69,-1581186.14,599791.0,532442.0,224819726.0,202707594.0,"HMO Louisiana, Inc.",LA,11110876.79,-46288576.05,-1630163.09,830256.0,454954.0,337103824.0,287937814.0
276,44965,"Humana Health Benefit Plan of Louisiana, Inc.",LA,7813491.4,482642.43,-119935.54,264141.0,363156.0,66514201.37,61711537.45,"Humana Health Benefit Plan of Louisiana, Inc.",LA,6599758.13,-2526804.46,-4759020.22,248033.0,434330.0,72076866.85,70634494.88,"Humana Health Benefit Plan of Louisiana, Inc.",LA,4491146.79,-32450558.97,-6832225.23,421778.0,255681.0,143009162.6,102535993.5
277,89219,John Alden Life Insurance Company,LA,,,-23667.98,594.0,1183.0,282374.0,340356.0,John Alden Life Insurance Company,LA,,,-30629.8,226.0,739.0,138756.0,115687.0,,,,,,,,,
278,67202,"Louisiana Health Cooperative, Inc.",LA,9878052.34,-7456986.26,-36621.89,110861.0,1194.0,5190257.0,56988875.59,"Louisiana Health Cooperative, Inc.",LA,6806873.05,-8658833.22,-177962.62,287238.0,2901.0,74287655.86,119232310.9,,,,,,,,,
279,97176,Louisiana Health Service & Indemnity Company,LA,59187419.01,22005546.46,803668.2,1596020.0,2115029.0,498116444.0,526706837.0,Louisiana Health Service & Indemnity Company,LA,59752232.01,67544981.11,7830648.73,1471589.0,1880339.0,545121264.0,646659307.0,Louisiana Health Service & Indemnity Company,LA,27115074.86,102587361.66,9158699.82,1035653.0,1318564.0,461204220.0,554404207.0
280,31434,Time Insurance Company,LA,1428188.05,323444.34,8246.81,26302.0,3599.0,8515155.0,7871239.0,Time Insurance Company,LA,1118095.05,-317760.3,-14565.43,20764.0,2758.0,8172343.0,7963945.0,,,,,,,,,
281,69842,UnitedHealthcare Insurance Company,LA,,,511621.86,10105.0,205255.0,3714685.67,2746353.57,United Healthcare Insurance Company,LA,,,-301664.16,7895.0,204666.0,3230043.86,2202185.69,UnitedHealthcare Insurance Company,LA,,,-1019726.31,6772.0,225268.0,2904954.25,1660442.12
282,38499,"UnitedHealthcare of Louisiana, Inc.",LA,,,-97687.22,28.0,12949.0,13644.49,6788.66,"United Healthcare of Louisiana, Inc.",LA,12768745.19,-16112496.42,-139379.33,348378.0,11302.0,141085363.9,139128345.9,"UnitedHealthcare of Louisiana, Inc.",LA,9458361.87,-6169146.2,847159.64,459815.0,25041.0,211229814.7,201520425.3
283,67243,"Vantage Health Plan, Inc.",LA,5014154.17,-416149.3,-195880.47,80242.0,14426.0,33314451.0,29302045.98,"Vantage Health Plan, Inc.",LA,2858301.9,-261974.85,-33096.77,84352.0,15385.0,36491283.0,35727199.9,Vantage Health Plan,LA,3635462.07,-9974637.2,206362.72,216688.0,12090.0,97491963.0,88410665.0
284,42690,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc. ***",MA,37222783.0,,,335415.0,2824026.0,174084594.0,205754758.0,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc.",MA,35245952.75,,,592588.0,2375271.0,304248807.0,331241353.0,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc.",MA,17178148.51,,,539291.0,2416357.0,290846328.0,339128386.0
285,24675,"Blue Cross and Blue Shield of Massachusetts, Inc. ***",MA,78976.66,,,3430.0,49377.0,3059745.0,4057978.0,"Blue Cross and Blue Shield of Massachusetts, Inc.",MA,96895.37,,,2558.0,37764.0,2307543.0,2184281.0,"Blue Cross and Blue Shield of Massachusetts, Inc.",MA,82290.16,,,2994.0,37528.0,2164115.0,2138372.0
286,82569,"Boston Medical Center Health Plan, Inc. ***",MA,130830.24,,,24050.0,,6284033.0,2332226.708,"Boston Medical Center Health Plan, Inc.",MA,1947450.1,,,282386.0,,83798266.0,61347073.43,"Boston Medical Center Health Plan, Inc.",MA,1568492.99,,,430308.0,1829.0,123207107.1,110084940.9
287,31234,CeltiCare Health Plan of MA***,MA,0.0,,,2472.0,78.0,1090739.163,264952.4377,CeltiCare Health Plan of MA,MA,87686.69,,,15810.0,,6049869.112000001,2862510.953,CeltiCare Health Plan of Massachusetts,MA,1877.17,,,15471.0,74.0,6035656.62,3246383.453
288,88950,"ConnectiCare of Massachusetts, Inc. ***",MA,0.0,,,,27330.0,,,"ConnectiCare of Massachusetts, Inc.",MA,0.0,,,,16520.0,,,ConnectiCare of Massachusetts Inc.,MA,0.0,,,,10199.0,,
289,88806,"Fallon Community Health Plan, Inc. ***",MA,2543005.0,,,73650.0,456555.0,30270667.51,25925156.83,"Fallon Community Health Plan, Inc.",MA,2396568.39,,,83136.0,297977.0,36503435.74,32574554.69,Fallon Community Health Plan,MA,915565.55,,,90527.0,191243.0,35018393.48,34312397.12
290,52710,Fallon Health & Life Assurance Company***,MA,51087.41,,,367.0,48213.0,235029.5205,346141.0,Fallon Health & Life Assurance Company,MA,14000.29,,,200.0,27677.0,138890.0635,195992.1,Fallon Life and Health Assurance Co,MA,62239.08,,,109.0,8867.0,84725.19,226181.53100000002
291,36046,Harvard Pilgrim Health Care Inc. ***,MA,9694228.25,,,115286.0,1292301.0,60568181.0,59975447.18,Harvard Pilgrim Health Care Inc.,MA,8132224.47,,,135389.0,1323837.0,63734606.67,72589175.31,Harvard Pilgrim Health Care Inc.,MA,4809705.87,,,139056.0,1219192.0,67756337.21,77814790.83
