HIOS ID	HIOS INPUTTED INSURANCE COMPANY NAME_2014	STATE_2014	REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014	"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014"	HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014	7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014	7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014	1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014	2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014	IndPremiumPMM_2014	IndCostsPMM_2014	IndRTPMM_2014	TotalP2014	IndPremiumMinusCostsPMM_2014	HIOS INPUTTED INSURANCE COMPANY NAME_2015	STATE_2015	REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015	"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015"	HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015	7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015	7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015	1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015	2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015	IndPremiumPMM_2015	IndCostsPMM_2015	IndRTPMM_2015	IndPremiumMinusCostsPMM_2015	HIOS INPUTTED INSURANCE COMPANY NAME	STATE	REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)	"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)"	HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)	7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15	7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15	1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15	2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15	IndPremiumPMM	IndCostsPMM	IndRTPMM	IndPremiumMinusCostsPMM	ExitedMarketIn2016
98905	CommunityCare HMO Inc.	OK	424071.17	823116.3	-1245374.77	17942	141504	4191506	4445552	233.6142013	247.7734924	45.87650764	31.71721659	-14.15929105	Community Care HMO Inc.	OK	919447.27	1755937.92	-1588829.22	27269	154716	7749880	9761451	284.2011075	357.9687924	64.3931908	-73.76768492	CommunityCare HMO Inc.	OK	442540.07	-358787.81	-6934924.82	24262	194283	6991090	6324078	288.1497816	260.6577364	-14.78805581	27.49204517	0
10091	PacificSource Health Plans	OR	10259771.48	3133280.74	359543.94	127744	427433	29970266	49756526.96	234.611927	389.5018706	24.5278114	-130.3621322	-154.8899436	Pacific Source Health Plans	OR	8483371.78	6385295.65	-263011.36	94382	289647	35834863	54917003.46	379.678996	581.8588657	67.65374383	-202.1798697	PacificSource Health Plans	OR	2561569.74	9211343.15	2650866.63	46575	217910	19072646.02	34439156.23	409.5039403	739.4343796	197.7744101	-329.9304393	0
80863	Time Insurance Company	AZ	13874351.63	5883719.72	784218.43	147996	44258	34843805	56760689	235.437478	383.5285346	39.75593746	-108.335119	-148.0910565	Time Insurance Company	AZ	12354851.1	11878587.57	355617.92	137808	32712	40988927	76820522	297.4350328	557.4460264	86.19664729	-260.0109936														1
20393	McLaren Health Plan	MI	1865110.37	-275686.71	480378.3	80642	123749	19128950	19770500.93	237.2082786	245.163822	-3.418649215	-11.3741926	-7.955543389	McLaren Health Plan	MI	1279803.45	3123625.29	-1125261.52	36196	44208	17867425	17796813.96	493.629821	491.6790242	86.29752707	1.950796773	McLaren Health Plan	MI			-305892.99		15247							1
65598	Coventry Health Care Of Kansas Inc	KS	6787834.35	-5910292.03	-713955.94	124536	142891	29541695.56	37457719.59	237.2141032	300.7782456	-47.4585022	-111.0226445	-63.56414234	Coventry Health Care Of Kansas Inc.	KS	6205764.17	-1458451.11	-413025.79	165451	80281	45094200.14	55453253.69	272.5532039	335.1642099	-8.815003294	-62.61100598	Coventry Health Care	KS	525206.15	-2303279.85	-618249.46	34703	42190	9963149.44	10049247.84	287.0976411	289.5786485	-66.37120278	-2.481007406	0
27439	Time Insurance Company	MN	3434347.41	388993.92	-38513.1	133134	1427	31599168	30816363	237.3485962	231.4687683	2.921822525	8.801650368	5.879827843	Time Insurance Company	MN	3319642.29	1018837.12	-74883.14	87919	538	26449251	29740330	300.8365768	338.2696573	11.58836111	-37.43308045														1
45404	UnitedHealthcare Life Insurance Company	PA	1124049.95	798351.41		27177		6453709.23	9246442.03	237.4695231	340.2304165	29.37599477	-73.38489863	-102.7608934	United Healthcare Life Insurance Company	PA	1102044.68	1720000.53		33447		10045141.52	15860896.66	300.3301199	474.2098442	51.42465782	-173.8797243	UnitedHealthcare Life Insurance Company	PA	264047.29	-300893.24		29116		9133722.57	10832316.79	313.7011461	372.0400052	-10.3342918	-58.33885905	0
30613	Humana Insurance Company	MO	2155537.32	-545487.55	1697620.38	36575	163714	8745971.2	9764057.32	239.124298	266.959872	-14.91421873	-42.74979276	-27.83557403	Humana Insurance Company	MO	4910519.65	-188325.95	-3938829.87	85368	182866	26388328.34	32700323.22	309.1126457	383.0512981	-2.206048519	-73.93865242	Humana Insurance Company	MO	2133913.47	-10432560.76	-6322781.87	208756	180124	73674052.39	56146377.61	352.9194485	268.9569527	-49.97490257	83.96249583	0
20895	Humana Insurance Company	NV	2142999.48	1873080.72	-358637.74	30780	51544	7371670.17	12724866.64	239.4954571	413.4134711	60.85382456	-113.0641894	-173.918014	Humana Insurance Company	NV	2037936.77	1431529.89	-1141023.21	17260	31901	5939058.05	13692385.66	344.0937457	793.3016025	82.93915933	-449.2078569	Humana Insurance Company	NV			534684.37	5603	12714	1499865.65	3624000.93	267.6897466	646.7965251		-379.1067785	1
20544	Time Insurance Company	GA	8301134.79	4104599.26	462396.82	165411	31215	39635958	44495926	239.621053	269.0022187	24.81454837	-4.56661733	-29.3811657	Time Insurance Company	GA	12630285.95	10590785.72	-237705.68	176902	23198	59247314	86145427	334.9160213	486.9669478	59.86809488	-152.0509265														1
42277	Time Insurance Company	WA	4376501.63	789160.16		77117		18539402	22075328	240.4061621	286.2576086	10.23328397	-35.61816253	-45.8514465	Time Insurance Company	WA	2762865.63	1137459.68		33244		12030222	16359630	361.876489	492.1077488	34.21548791	-130.2312598														1
34541	BridgeSpan Health Company	UT	1994102.22	-938474.23		27049		6509773	11549848	240.6659396	426.9972273	-34.6953392	-221.0266269	-186.3312877	Bridge Span Health Company	UT	3262555.12	-2946127.55		91739		21116576	33499438	230.1810135	365.1602699	-32.11423222	-134.9792564	BridgeSpan Health Company (UT)	UT	84736.66	90156.55		748		253479	468218	338.8756684	625.959893	120.5301471	-287.0842246	1
68303	Humana Insurance Company	IL	8206407.61	8268175.79	4255065.52	337863	590776	81473162.42	84036077.38	241.1426005	248.7282638	24.47197767	16.88631437	-7.585663301	Humana Insurance Company	IL	3778188.26	4859821.84	1632766.92	86198	397474	30799902.73	25580582.55	357.3157467	296.7653838	56.37975173	60.55036289	Humana Insurance Company	IL	0		2376088.32	46303	312274	16672494.51	11777595.34	360.0737427	254.3592281		105.7145146	1
19068	Time Insurance Company	PA	4662824.37	1461479.59	-220045.83	98176	10071	23727543	27582910	241.6837414	280.9536954	14.88632242	-24.38363154	-39.26995396	Time Insurance Company	PA	3985277.18	3948940.01	-394254.42	77397	2380	24251992	30705750	313.3453751	396.7304934	51.02187436	-83.38511829														1
81068	Aetna Life Insurance Company	MI	379492.96	-299479.55		72567	4575	17555621.12	13181088.99	241.9229281	181.6402633	-4.126938553	56.15572616	60.28266471	Aetna Life Insurance Company	MI	613608.61	-1395523.24		29548	5359	9219535.85	7865754.38	312.0189471	266.2025985	-47.22902531	45.81634865	Aetna Life Insurance Company	MI	526251.2	-1407174.88		24391	4760	8459027.85	7486055.48	346.8093908	306.9187602	-57.69238162	39.89063056	0
94248	Blue Cross and Blue Shield of Kansas City	KS	11523299.72	8092802.17	1450193.47	332440	167621	80534884.03	87930153.72	242.2538925	264.4993193	24.34364749	2.09822068	-22.24542681	Blue Cross and Blue Shield of Kansas City	KS	10237463.22	12904886.1	827921.82	309590	114221	86715627.11	103606226.8	280.098282	334.6562447	41.68379502	-54.55796276	Blue Cross and Blue Shield of Kansas City	KS	10536962.27	14625747.47	1720681.91	474810	102731	155071646.7	176573466.6	326.5972635	371.8823668	30.80336865	-45.2851033	0
53799	Freedom Life Insurance	TX	763968.78	212352.03		9495		2302145	3971315	242.4586625	418.2532912	22.36461611	-153.4300127	-175.7946288	Freedom Life Insurance	TX	939694.86	808134.93		6793		2037537	6603686	299.9465626	972.1310172	118.9658369	-672.1844546	Freedom Life Insurance Company of America	TX	230293.45	306657.04		4057		1327125	2016748	327.119793	497.1032783	75.58714321	-169.9834853	0
87571	Blue Cross Blue Shield of Oklahoma	OK	58988045.78	-912836.76	5538080.47	1530042	1415200	373873715	447090987.7	244.3551974	292.2083104	-0.596608956	-48.44972195	-47.85311299	Blue Cross Blue Shield of Oklahoma	OK	84233897.4	-4417436.82	4443491.14	2028437	1475972	563366273	783660741	277.7341732	386.3372345	-2.177754015	-108.6030614	Blue Cross Blue Shield of Oklahoma	OK	34729150.38	-3948818.13	9258058.89	2028674	1565060	710450871	793783820.4	350.2045528	391.2820988	-1.946502065	-41.07754592	0
14650	Time Insurance Company	OH	4474174.84	2104210.85	66259.04	102450	78577	25170821	29893962	245.6888336	291.7907467	20.53890532	-25.56300781	-46.10191313	Time Insurance Company	OH	2839186.95	2988966.3	472321.42	69063	49025	22893677	24954747	331.4897557	361.3330872	43.27883671	-29.84333145														1
33709	Highmark Inc.	PA	97340297.04	-44238595.47	-4503418.41	2556433	74636	629234955.1	808307387	246.1378628	316.1856333	-17.30481318	-87.35258361	-70.04777043	Highmark Inc.	PA	106807043.5	-46784130.23	-7096865.07	2659756	286085	792882593	1082562250	298.1035076	407.0156247	-17.58963237	-108.9121171	Highmark Inc.	PA	8120535.88	-3929579.78	-2657961.99	552745	247667	167251940	185011072	302.5842658	334.7132439	-7.109209093	-32.1289781	0
34102	"Group Health Plan, Inc."	MN	2695282.74	-2650.5		51252		12629000	15951000	246.4098962	311.226879	-0.051715055	-64.86869781	-64.81698275	"Group Health Plan, Inc."	MN	4673126.71	-4257609.45		145243		34215000	40862000	235.5707332	281.3354172	-29.31369808	-45.76468401	Group Health Plan Inc	MN	3025814.22	-17682308.21		228405		66448788	61361000	290.9252775	268.6499858	-77.41646728	22.2752917	0
61589	"Blue Cross of Idaho Health Service, Inc."	ID	46067383.55	-7228265.36	557788.36	1042265	476090	257383419	301202622.5	246.9462363	288.9885226	-6.935151195	-48.97743747	-42.04228627	"Blue Cross of Idaho Health Service, Inc."	ID	38715261.37	-5152221.99	2750572.03	1019070	499500	290413107	366301108.4	284.9785658	359.4464643	-5.055807736	-74.46789857	Blue Cross of Idaho	ID	14007899.33	11963363.34	3125581.67	849414	431058	286519235.8	305279675.4	337.3140021	359.4003341	14.08425496	-22.08633199	0
50102	Time Insurance Company	VA	4854252.39	3281469.92	186843.57	72327	2600	17863786	23497534	246.9864089	324.8791461	45.36991608	-32.52282107	-77.89273715	Time Insurance Company	VA	4361533.95	4298069.65	143381.55	54075	454	21007566	27921423	388.4894313	516.3462413	79.48348867	-127.85681														1
27990	Aetna Life Insurance Company	NV	626982.29	-401883.36	-1140094.88	54879	154116	13597160.88	10124188.23	247.7661925	184.4820101	-7.32308096	55.96110151	63.28418247	Aetna Life Insurance Company	NV	1532987.48	-7118682.16	672487.49	69307	110659	21101584.96	14683496.19	304.4654214	211.8616617	-102.7123113	92.60375965	Aetna Life Insurance Company	NV	1381959.06	-4923899.31	2003327.8	75300	105348	27246865.02	22211052.61	361.844157	294.9674981	-65.39042908	66.87665883	0
29176	Time Insurance Company	OK	3742479.01	847618.04	29114.13	80503	5516	19947901	20888391	247.790778	259.4734482	10.52902426	-1.15364595	-11.68267021	Time Insurance Company	OK	2438106.47	2221935.85	-149749.38	55501	2262	15835716	19997887	285.3230753	360.3157961	40.03415884	-74.99272085														1
18973	Coventry Health Care of Iowa Inc.	IA	13395052.4	-9236606.28	-142786.86	363736	73989	90284473.3	115208838	248.2142909	316.7375184	-25.39370939	-93.91693695	-68.52322756	Coventry Health Care of Iowa Inc.	IA	23503386.5	-10780079.07	459305.01	616196	44953	201598194.8	218553382.6	327.1656986	354.681599	-17.49456191	-27.51590046	Aetna Health Inc. (a IA corp.)	IA	8633362.73	-10630845.15	-547628.54	473825	38670	180042572.3	176259533.9	379.9769373	371.9928959	-22.43622677	7.984041365	0
31552	Aetna Life Insurance Company	TN	170438.32	-116538.47	-866977.39	29871	80172	7433918.94	6290052.82	248.8674279	210.5738951	-3.901391651	34.39214121	38.29353286	Aetna Life Insurance Company	TN	76105.04	-112658.65	256967.28	15249	64634	4098764.87	2798856.85	268.7890924	183.5436324	-7.387936914	85.24546003	Aetna Life Insurance Company	TN	21837.26	-130203.17	-113561.26	5110	24444	1857278.33	1553781.03	363.4595558	304.0667378	-25.48007241	59.392818	0
39159	Aetna Life Insurance Company	CT	5454083.6	2822391.74	2719970.89	394978	430042	98469600.06	92307381.1	249.304012	233.7025888	7.145693532	22.7471168	15.60142327	Aetna Life Insurance Company	CT	4544078.36	-621770.44	-610884.79	93291	433610	35918919.04	31853805.4	385.0201953	341.4456421	-6.664849128	43.57455317	Aetna Life Insurance Company	CT	1447448.75	789659.17	5293151.42	56861	402628	24941307.12	22355443.86	438.6364489	393.1595269	13.88753575	45.47692197	0
58564	Physicians Plus Insurance Corporation	WI	140156.72	556347.7	-104807.25	41406	179478	10327768	11704591	249.4268464	282.6786215	13.43640294	-19.81537217	-33.25177511	Physicians Plus Insurance Corporation	WI	166156.71	175983.58	-629677.53	31587	188864	9953281	9656285	315.1068794	305.7044037	5.571392662	9.402475702	Physicians Plus	WI	86662.36	66070.22	109919.09	28030	112734	9684500.24	8602133.78	345.5048248	306.8902526	2.357125223	38.61457224	0
11721	Blue Cross & Blue Shield of Mississippi	MS	6452872.9	4539847.85	356245.91	764940	807922	190851063	177216259	249.4980822	231.673411	5.934907117	23.75957834	17.82467122	Blue Cross & Blue Shield of Mississippi	MS	8234968.46	2213375.4	27685.38	793293	816408	227165202	207890018	286.3572501	262.0595644	2.790110842	24.29768572	Blue Cross Blue Shield of Mississippi	MS	4413878.6	-14760.32	-241806.75	718574	871515	225227066	198347078	313.4361471	276.028743	-0.020541127	37.40740411	0
97596	Humana Insurance Company	OH	1360718.31	976968.6	-210554.64	45174	6861	11312075.87	10653083.42	250.4112071	235.8233369	21.62678975	36.21465999	14.58787024	Humana Insurance Company	OH	2367594.63	1602746.25	-114966.92	50883	6566	15292961.66	20542930.91	300.5514938	403.7287682	31.49865869	-103.1772743	Humana Insurance Company	OH			-384160.46	9151	4216	2323436	762431.4	253.8996831	83.31673041		170.5829527	1
19898	"AvMed, Inc."	FL	1841557.61	1215541.75	-3118661.5	114237	380802	28608236	23869035	250.4288103	208.9431183	10.64052584	52.12621787	41.48569203	"AvMed, Inc."	FL	3804584.76	-148477.46	-3997943.28	168528	434149	55062372	50135453	326.7253631	297.4903458	-0.881025468	29.23501733	"AvMed, Inc"	FL	4504028.34	-5705014.67	-7819786.24	345768	568661	127267834	123194512	368.0729102	356.2924042	-16.49954498	11.780506	0
44965	"Humana Health Benefit Plan of Louisiana, Inc."	LA	7813491.4	482642.43	-119935.54	264141	363156	66514201.37	61711537.45	251.8132413	233.6310435	1.827215124	20.00941296	18.18219784	"Humana Health Benefit Plan of Louisiana, Inc."	LA	6599758.13	-2526804.46	-4759020.22	248033	434330	72076866.85	70634494.88	290.5938599	284.7786177	-10.18737208	5.815242206	"Humana Health Benefit Plan of Louisiana, Inc."	LA	4491146.79	-32450558.97	-6832225.23	421778	255681	143009162.6	102535993.5	339.062641	243.1041768	-76.93753342	95.95846417	0
60761	Meritus Health Partners	AZ	1958734.84	2073821.34	-29408.53	26839	355	6768244	14641929	252.1794404	545.5467417	77.26894966	-216.0983516	-293.3673013	Meritus Health Partners	AZ	7175051.81	-48452998.55	-788993.84	525565	6774	110954506	113931264	211.1147165	216.7786363	-92.19220943	-5.663919782														1
46275	"Humana Medical Plan of Michigan, Inc."	MI	6808276.09	-25129449.51		269299		68045829.77	54511335.35	252.6776177	202.4193753	-93.31430681	-43.05606441	50.2582424	"Humana Medical Plan of Michigan, Inc."	MI	5237342.47	-10842830.41		210962		60800064	49356249	288.2038661	233.9580067	-51.39707819	54.24585944	"Humana Medical Plan of Michigan, Inc."	MI	3265248.4	-19477061.31		344406		92558175.44	75357602.94	268.7472792	218.804559	-56.55261903	49.94272022	0
34762	Blue Cross and Blue Shield of Kansas City	MO	25923279.05	18053572.29	2682326.2	630607	442946	159451717.6	191337992.4	252.8543413	303.4187575	28.62888025	-21.93553594	-50.56441619	Blue Cross and Blue Shield of Kansas City	MO	22865750.61	20705929.36	-325653.6	659275	349948	197237281.5	232319618.5	299.1730029	352.3865132	31.40712049	-53.2135103	Blue Cross and Blue Shield of Kansas City	MO	15688168.11	16722536.07	1407580.23	723050	401885	254149725.1	284157223.9	351.49675	392.9980277	23.12777273	-41.50127764	0
28137	"CareFirst BlueChoice, Inc."	MD	33674052.57	-12598519.03	-4834145.8	1045638	1947671	264744175.9	273475415	253.1891304	261.5392851	-12.04864306	-20.3987978	-8.350154738	"CareFirst Blue Choice, Inc."	MD	59885149.52	-16434375.57	6517475.95	1994245	1797148	542184203.8	550886744.5	271.8744205	276.2382478	-8.240900978	-4.363827263	CareFirst BlueChoice	MD	30916285.31	-9848840.41	-6824378.98	1953448	1772790	595957605.8	620150404.6	305.0798413	317.4645061	-5.041772502	-12.38466486	0
14002	BlueCross BlueShield of Tennessee	TN	116386840.7	-1824896.38	6557826.76	2515002	2621780	638213294	816101770	253.7625394	324.4934875	-0.725604345	-71.45655248	-70.73094813	BlueCross BlueShield of Tennessee	TN	125248680	22571330.93	5242633.55	2916902	2375943	856845692	1134323885	293.7519642	388.8796693	7.738117678	-95.12770501	BlueCross BlueShield of Tennessee	TN	67460123.57	40053163.35	6915643.83	2648394	2184913	983115944	1143858370	371.2121172	431.9064195	15.12356672	-60.69430228	0
28218	Time Insurance Company	ID	510134.56	192936.56		11748	12822	2983605	2713434	253.9670582	230.9698672	16.42292816	39.42011917	22.99719101	Time Insurance Company	ID	199027.79	137386.95	-45007.5	7920	11596	2280755	1914234	287.9741162	241.6962121	17.34683712	46.27790404														1
85804	LifeWise Health Plan of Oregon	OR	8722377.76	2582812.5	550216.1	200231	124411	50863793	58185588	254.0255655	290.5923059	12.89916397	-23.66757644	-36.56674041	Life Wise Health Plan of Oregon	OR	17015844.5	-19940058.64	-1675210.84	491563	112496	129662987	153472918	263.7769462	312.2141374	-40.56460441	-48.43719116	Lifewise Health Plan of Oregon	OR	4373110.76	-7611069.39	-756294.72	202446	92253	72185965	75936508	356.5689863	375.0951266	-37.59555333	-18.5261403	0
19524	Time Insurance Company	NE	2775559.37	654497.47	128514.67	80452	33556	20516492	20058502	255.0153135	249.3226023	8.135254189	13.82796537	5.692711182	Time Insurance Company	NE	4734632.44	6667658.89	883774.73	80376	23547	29893734	40852504	371.9236339	508.267443	82.95584366	-136.3438091														1
45532	"CareFirst of Maryland, Inc."	MD	21694659.41	9718734.15	3249730.99	844338	74785	215321625.9	218132668.9	255.0182817	258.347568	11.51047821	8.181191834	-3.329286376	"CareFirst of Maryland, Inc."	MD	23361093.08	22545287.16	7207643.04	670981	51225	214100821.7	226180077.9	319.0862658	337.0886477	33.6004852	-18.00238189	CareFirst of Maryland	MD	9220852.27	21010173.45	9161612.58	527754	69885	189994704.6	195001710.1	360.0061858	369.4935711	39.81054326	-9.487385221	0
84251	Aetna Life Insurance Company	AZ	3503089.05	-437141.1	-3375392.32	146265	456985	37434147.38	32381578.1	255.9337325	221.3897932	-2.988692442	31.55524685	34.54393929	Aetna Life Insurance Company	AZ	1614307.95	-3663100.18	-4599781.33	127740	421935	33153017.92	25205733.12	259.5351332	197.3205975	-28.67621873	62.21453578	Aetna Life Insurance Company	AZ	0	41466.11	1799959.4	191	375212	39627.09	4340745.04	207.4716754	22726.41382	217.1000524	-22518.94215	1
75729	Geisinger Quality Options	PA	2772466.89	490533.38	-2827499	136674	412989	34989246.05	37581147.08	256.0051367	274.9692486	3.58907605	-15.37503585	-18.9641119	Geisinger Quality Options	PA	1529545.49	1142253.34	-1613339.93	96868	280427	30600743.92	28845822.95	315.9014733	297.784851	11.79185428	18.11662231	Geisinger Quality Options	PA	2364122.23	7409434.09	-584164.12	115368	216806	44235179.47	57912751.19	383.4267689	501.9827958	64.22434375	-118.556027	0
74571	Time Insurance Company	OR	2747472.78	855887.67		71109		18256208	20481654	256.7355468	288.0318103	12.03627769	-19.25998579	-31.29626348	Time Insurance Company	OR	2406023.93	2081868.31		47345		14552037	20087300	307.3616433	424.2750026	43.97229507	-116.9133594														1
94084	GHMSI	MD	9970292.23	5177916.02	5641971.56	330002	350560	85024757.75	88465811.04	257.6492196	268.0765906	15.69055951	5.26318849	-10.42737102	GHMSI	MD	14153350.5	14549412.84	16049564.6	306744	244332	99853831.58	114469208.1	325.5282306	373.1750518	47.43177647	-47.64682119	Group Hospitalization and Medical Services	MD	7161965.94	18670711.32	18607732.84	248712	234935	97591741.46	113987929.2	392.3885517	458.3129451	75.06960388	-65.92439343	0
60612	"Kaiser Foundation Health Plan, Inc."	HI	4687278.77	-10430372.26	-4366914.44	185604	321645	47878943	49630666	257.9628833	267.4008427	-56.19691526	-65.63487457	-9.437959311	"Kaiser Foundation Health Plan, Inc."	HI	5420682.06	-15467100.5	-6719908.37	226746	325505	61802512	67622713	272.5627442	298.2311176	-68.21333342	-25.66837342	"Kaiser Foundation Health Plan, Inc."	HI	2908866.08	-16511893.77	-7404335.42	192607	337455	67825946	69226372	352.1468379	359.4177366	-85.72841989	-7.270898773	0
53901	"Blue Cross Blue Shield of Arizona, Inc."	AZ	43210443.35	14331092.97	1494667.03	1649769	518338	425888273	447234457.3	258.1502459	271.0891387	8.686727033	-4.252165807	-12.93889284	"Blue Cross Blue Shield of Arizona, Inc."	AZ	51821293.19	20131634.31	-837227.17	1857597	534916	542138872.7	597086526.7	291.849563	321.4295279	10.83746061	-29.57996487	Blue Cross Blue Shield of Arizona	AZ	27506938.31	29716531.05	-1968495.77	1672386	566367	566217459.2	551785277.1	338.5686434	329.9389478	17.76894273	8.629695597	0
67807	Time Insurance Company	IL	6649598.67	4193476.5	20402.52	195256	15244	50670223	53969345	259.5066118	276.4030043	21.47681249	4.58042006	-16.89639243	Time Insurance Company	IL	3751122.34	5250022.24	-25545.56	117846	9287	36490055	37441924	309.6418631	317.719091	44.54985523	-8.077227908														1
60299	Time Insurance Company	TN	3193778.58	191793.01		87553		22731865	24601539	259.6354779	280.9902459	2.190593241	-19.16417473	-21.35476797	Time Insurance Company	TN	2195845.5	746097.06		59553		21297500	20491491	357.6226219	344.0883079	12.52828674	13.53431397														1
35670	Coventry Health & Life Co.	IL	2168704.98	-2604833.08	-400513.48	64001	98945	16645122	13080518.26	260.0759676	204.3799044	-40.69988094	14.99618225	55.69606319	Coventry Health & Life Co.	IL	1886166.5	-644379.33	458501.8	80734	83079	21936657.94	17308858.94	271.715237	214.3936748	-7.981511259	57.32156217	Coventry Health and Life	IL	2361904.97	2420350.88	359296.65	133442	64984	48085206.12	43289792.82	360.3453644	324.4090528	18.13784925	35.93631166	0
18167	Molina Healthcare of Utah	UT	96992.14	311802.19		2085		544533	907059	261.1669065	435.0402878	149.5454149	-24.3279664	-173.8733813	Molina Healthcare of Utah	UT	1295181.45	-2854734.71		72932		16190660	18398259	221.9966544	252.2659326	-39.14241636	-30.26927823	"Molina Healthcare of Utah, Inc."	UT	4248954.73	-31798539.87		622659		135621047	141993410	217.8095025	228.0436162	-51.06894764	-10.2341137	0
89364	Sanford Health Plan	ND	300927.77	128336.66	871040.84	12835	27498	3365375	2795365.75	262.2029607	217.7924231	9.998960654	54.40949824	44.41053759	Sanford Health Plan	ND	935693.69	-728919.89	-429914.25	28955	59864	9384377	9045705.67	324.102124	312.4056526	-25.17423208	11.69647142	Sanford Health Plan	ND	824355.88	-3640352.33	-1552877.7	66684	61234	22471555	21669276.86	336.9857087	324.9546647	-54.59109127	12.03104403	0
28020	Time Insurance Company	TX	22207363.63	8299930.29	262942.05	400601	147385	105435637	127581498	263.193644	318.475236	20.71869588	-34.56289603	-55.28159191	Time Insurance Company	TX	17972249.76	13466856.6	298871.94	312094	79474	98748890	137450043	316.4075247	440.4123213	43.1500016	-124.0047966														1
27619	Arches Mutual Insurance Company	UT	10242701.48	-3623028.92	-521777.35	149879	9108	39571614	56233518.96	264.0237391	375.1927819	-24.17302571	-135.3420685	-111.1690428	Arches Mutual Insurance Company	UT	13281090.66	-13206183.16	250109	385348	44464	88767594	135527522	230.3569605	351.7016359	-34.2707972	-121.3446755														1
86052	"CareFirst BlueChoice, Inc."	DC	1900356.26	-1007058.65	-6732251.48	85443	411734	22644314.97	22846546.22	265.0224708	267.3893265	-11.78632129	-14.15317697	-2.366855682	"CareFirst Blue Choice, Inc."	DC	3021555.65	-1630614.05	-10757047.29	110036	440289	33188114.25	30505235.97	301.6114204	277.2295973	-14.81891426	24.38182304	CareFirst BlueChoice	DC	1167287.99	-7984910.32	-12225393.95	110621	447410	27910624.1	26359366.05	252.3085499	238.2853712	-72.18259029	14.02317869	0
94073	Time Insurance Company	WI	9155177.35	5745648.38	-145802.24	174728	39192	46309458	55624624	265.0374182	318.3498008	32.88338664	-20.42899603	-53.31238267	Time Insurance Company	WI	3360528.96	2979855.24	405231.13	120758	2971	35272430	40672616	292.0918697	336.8109442	24.67625532	-44.71907451														1
44580	Humana Insurance Company	AL	3343273.21	-983926.61		71319	21	18905173.34	20499199.8	265.079058	287.4297144	-13.79613581	-36.14679216	-22.35065635	Humana Insurance Company	AL	4108536.1	-3473430.83		80011		26352276.29	29268855.53	329.3581669	365.8103952	-43.41191624	-36.45222832	Humana Insurance Company	AL	2298478.1	-13518890.18		174907		63005698.43	59951019.03	360.2239958	342.7594037	-77.29187614	17.46459204	0
85266	Hometown Health Providers Ins. Co. Inc.	NV	234356.21	248604.41	-318074.62	6053	32964	1609053	2230101	265.8273583	368.4290434	41.0712721	-61.530413	-102.6016851	Hometown Health Providers Ins. Co. Inc.	NV	217980.45	397248.75	-1757923.69	3534	60181	1423220	2103218	402.7221279	595.1380872	112.4076825	-192.4159593	"Hometown Health Providers Insurance Company, Inc"	NV	57350.9	-674631.16	-1995391.69	11181	99773	4537475	3729342	405.8201413	333.5427958	-60.33728289	72.2773455	0
39060	Time Insurance Company	CO	16138881.92	9288648.71		251449		67039154	85312278	266.6113367	339.2826299	36.94048777	-35.73080541	-72.67129318	Time Insurance Company	CO	5903506.26	6541514.95		135223		44349854	54965967	327.9756698	406.48386	48.37575671	-78.50819017														1
55105	Time Insurance Company	ND	376302.04	-409032.49	-78452.51	35604	6332	9507912	7578242	267.0461746	212.8480508	-11.48838586	42.70973795	54.19812381	Time Insurance Company	ND	1949251.42	-162737.22	155951.59	46779	1307	19001114	15054750	406.1889737	321.8271019	-3.478852049	84.36187178														1
