,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndPremiumMinusCostsPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndPremiumMinusCostsPMM_2015
256,57637.0,Medica Insurance Company,WI,,,-890267.24,12941.0,87023.0,2668847.69,1645106.38,206.2319519357082,127.12359013986554,,79.10836179584265,Medica Insurance Company,WI,,,355871.33,9384.0,84479.0,2131433.75,1542374.93,227.13488384484228,164.3622048167093,,62.772679028132984
257,75091.0,"ConnectiCare, Inc. **",CT,9490.2,-115248.13,72069.21,6108.0,56182.0,2748338.0,2504000.0,449.95710543549444,409.9541584806811,-18.868390635232483,40.00294695481335,"ConnectiCare, Inc.",CT,26569.95,-1899004.88,-6351.77,11204.0,1041.0,4087279.69,2760050.122,364.80539896465547,246.34506622634774,-169.49347375937165,118.46033273830773
258,90169.0,UnitedHealthcare Life Insurance Company,AZ,1610.82,28226.14,,5753.0,,2810864.09,1870467.82,488.5910116460977,325.12911872066746,4.906334086563532,163.46189292543022,United Healthcare Life Insurance Company,AZ,737940.9,784206.91,,17049.0,,6337200.43,7551443.03,371.7051105636694,442.92586251393044,45.99723796117075,-71.22075195026105
259,49116.0,UHC of California,CA,,,-2215283.01,5622.0,407230.0,2881887.45,3398138.4,512.6089381003202,604.4358591248666,,-91.82692102454644,UHC of California,CA,,,-1290603.41,3275.0,403312.0,1498719.36,2149910.87,457.6242320610687,656.4613343511451,,-198.83710229007636
260,35065.0,Coordinated Care Corporation Indiana,IN,102697.05,-323051.82,,6286.0,,2896018.4869999997,1946143.986,460.7092725103404,309.5997432389437,-51.39227171492205,151.1095292713967,Coordinated Care Corporation Indiana,IN,3089790.64,-8064367.37,,,,,,,,,
261,57020.0,John Alden Life Insurance Company,IL,,,183726.24,9135.0,13747.0,2898110.0,2057822.0,317.25342090859334,225.2678708264915,,91.98555008210184,John Alden Life Insurance Company,IL,,,-167167.35,5992.0,7613.0,2096598.0,1271982.0,349.89953271028037,212.28004005340455,,137.61949265687582
262,66663.0,United Healthcare Life Insurance Company,VA,726662.22,428044.47,,8062.0,,2907863.63,4495865.09,360.6876246588936,557.6612614735798,53.09407963284544,-196.9736368146862,United Healthcare Life Insurance Company,VA,2604337.93,2658704.33,,37231.0,,14784988.32,18449770.37,397.1149934194623,495.54861190943035,71.41103730761999,-98.43361848996807
263,35992.0,Time Insurance Company,WV,48505.44,-57844.83,-59979.36,10232.0,2207.0,2979189.0,1941942.0,291.1638975762314,189.79104769351056,-5.653325840500391,101.37284988272086,Time Insurance Company,WV,431491.97,382756.67,-39194.65,5818.0,345.0,2422025.0,2676648.0,416.2985562048814,460.06325197662426,65.78835854245445,-43.76469577174288
264,28218.0,Time Insurance Company,ID,510134.56,192936.56,,11748.0,12822.0,2983605.0,2713434.0,253.9670582226762,230.96986721144023,16.422928157984337,22.99719101123597,Time Insurance Company,ID,199027.79,137386.95,-45007.5,7920.0,11596.0,2280755.0,1914234.0,287.97411616161617,241.6962121212121,17.346837121212122,46.27790404040405
265,81413.0,Network Health Plan,WI,0.0,17211.06,-5824.29,18001.0,171588.0,3010754.0,1918512.4319999998,167.2548191767124,106.57810299427808,0.9561168823954226,60.67671618243432,Network Health Plan,WI,24525.62,294393.41,-54663.83,14440.0,129581.0,2243847.0,1580270.0,155.39106648199447,109.43698060941828,20.387355263157893,45.95408587257619
266,77144.0,Time Insurance Company,SD,365627.96,215435.96,-4464.28,8018.0,1744.0,3014587.0,3532897.0,375.9774257919681,440.62072836118733,26.86903966076328,-64.64330256921926,Time Insurance Company,SD,381824.21,-21716.99,-8782.86,5498.0,1181.0,2567338.0,3053213.0,466.9585303746817,555.3315751182248,-3.9499799927246273,-88.37304474354312
267,56726.0,UnitedHealthcare Insurance Company,OH,,,2231396.77,5787.0,552184.0,3022644.73,2752242.21,522.3163521686539,475.59049766718505,,46.72585450146886,United Healthcare Insurance Company,OH,,,1775202.4,4768.0,402846.0,2305123.88,2296010.41,483.4571895973154,481.54580746644297,,1.9113821308724255
268,87354.0,Cigna Health and Life Insurance Company**,CT,1443523.59,-45977.45,,7558.0,5600.0,3024212.0,4941316.0,400.1338978565758,653.7861868219105,-6.083282614448266,-253.65228896533472,Cigna Health and Life Insurance Company,CT,949866.36,1551767.81,,7637.0,7581.0,3105679.0,5626276.0,406.66217100955873,736.7128453581249,203.19075684169178,-330.0506743485662
269,24675.0,"Blue Cross and Blue Shield of Massachusetts, Inc. ***",MA,78976.66,,,3430.0,49377.0,3059745.0,4057978.0,892.0539358600583,1183.0839650145772,,-291.03002915451884,"Blue Cross and Blue Shield of Massachusetts, Inc.",MA,96895.37,,,2558.0,37764.0,2307543.0,2184281.0,902.0887412040656,853.9018764659891,,48.186864738076565
270,44526.0,Time Insurance Company,UT,169562.38,105136.13,,17950.0,,3083177.0,3013031.0,171.76473537604457,167.85688022284123,5.857166016713093,3.907855153203343,Time Insurance Company,UT,157807.06,214883.2,,11169.0,,2375538.0,2326739.0,212.69030351866775,208.32115677321156,19.239251499686635,4.369146745456192
271,99248.0,Cigna Health and Life Insurance Company,TN,1040048.02,1134427.73,,9483.0,482.0,3131695.0,5082545.0,330.24306654012446,535.9638300115997,119.62751555414953,-205.72076347147527,Cigna Health and Life Insurance Company,TN,962071.92,1397613.95,,15616.0,741.0,5229779.0,7147753.0,334.89875768442624,457.71983862704917,89.49884413422132,-122.82108094262293
272,66837.0,Coventry Health and Life Insurance Co.,SD,258935.6,-331736.57,29000.9,21300.0,6959.0,3233903.0,5499257.76,151.82643192488263,258.18111549295776,-15.574486854460094,-106.35468356807513,Coventry Health and Life Insurance Co.,SD,0.0,,-180679.77,,621.0,,601.64,,,,
273,13939.0,Time Insurance Company,AL,661562.99,-35409.21,11262.04,11799.0,1236.0,3245622.0,4465455.0,275.07602339181284,378.4604627510806,-3.0010348334604626,-103.38443935926779,Time Insurance Company,AL,452110.79,-223260.2,-18832.66,8015.0,352.0,2778694.0,2867433.0,346.68671241422334,357.75832813474733,-27.855296319401123,-11.071615720523994
274,11082.0,Aetna Life Insurance Company,AK,120363.61,-52362.57,22831.39,10131.0,33718.0,3278758.81,2492398.44,323.6362461751061,246.017021024578,-5.168549007995262,77.61922515052811,Aetna Life Insurance Company,AK,0.0,-34550.55,557129.08,2906.0,21271.0,958431.34,462786.99,329.8111975223675,159.25223331039228,-11.889384033035101,170.5589642119752
275,89364.0,Sanford Health Plan,ND,300927.77,128336.66,871040.84,12835.0,27498.0,3365375.0,2795365.75,262.20296065446047,217.79242306194,9.99896065446046,44.410537592520456,Sanford Health Plan,ND,935693.69,-728919.89,-429914.25,28955.0,59864.0,9384377.0,9045705.67,324.10212398549476,312.40565256432393,-25.17423208426869,11.696471421170827
276,73331.0,"Minuteman Health, Inc.***",MA,1167.6,,,13931.0,3029.0,3466522.18,1202727.288,248.83512884932884,86.33459823415404,,162.5005306151748,"Minuteman Health, Inc.",MA,349712.48,,,56185.0,6684.0,13457110.0,7964463.0,239.51428317166503,141.75425825398239,,97.76002491768264
277,58326.0,"MercyCare HMO, Inc.",WI,1158384.25,553470.57,176359.16,7914.0,40296.0,3483939.53,5994594.09,440.2248584786454,757.4670318423048,69.93562926459438,-317.2421733636594,"Mercy Care HMO, Inc.",WI,1039637.7,686857.72,224237.16,10511.0,17819.0,5800173.0,8315467.52,551.8193321282466,791.1204947198173,65.34656264865379,-239.3011625915707
278,38712.0,Tufts Insurance Company***,MA,1677442.23,,,5487.0,24883.0,3550449.0,6839015.0,647.0656096227447,1246.4033169309278,,-599.3377073081831,Tufts Insurance Company,MA,1002595.01,,,5867.0,25535.0,3904718.0,7432948.0,665.5391170956195,1266.9077893301517,,-601.3686722345321
279,81914.0,"Coventry Health Care of Delaware, Inc.",DE,628973.12,-427183.66,235718.45,10111.0,92287.0,3606911.0,2716606.48,356.73138166353476,268.67831866284246,-42.24939768568885,88.0530630006923,"Coventry Health Care of Delaware, Inc.",DE,0.0,,-1468781.32,814.0,58896.0,412018.92,430624.65,506.1657493857494,529.0229115479116,,-22.857162162162183
280,61724.0,UnitedHealthcare Life Insurance Company,OH,907441.89,1149383.33,-975536.98,8881.0,246629.0,3625969.39,5007633.02,408.283908343655,563.8591397365161,129.42048530570884,-155.5752313928611,United Healthcare Life Insurance Company,OH,2327012.2,2965356.57,-4212359.07,39475.0,467432.0,14906016.34,19732630.09,377.60649373020897,499.87663305889805,75.11986244458518,-122.27013932868908
281,90117.0,UnitedHealthcare Insurance Company,RI,,,-1740424.21,9037.0,145710.0,3654330.77,4467752.79,404.3743244439526,494.38450702666813,,-90.01018258271552,United Healthcare Insurance Company,RI,,,-1255163.31,6049.0,88977.0,2884114.13,3251346.46,476.7918879153579,537.501481236568,,-60.70959332121009
282,13537.0,Coventry Health and Life,DE,437178.28,3410.6,,16121.0,484.0,3677153.0,2861580.77,228.09707834501583,177.50640593015322,0.21156255815396066,50.59067241486261,,,,,,,,,,,,,
283,69842.0,UnitedHealthcare Insurance Company,LA,,,511621.86,10105.0,205255.0,3714685.67,2746353.57,367.6086759030183,271.78164967837705,,95.82702622464126,United Healthcare Insurance Company,LA,,,-301664.16,7895.0,204666.0,3230043.86,2202185.69,409.12525142495247,278.9342229259025,,130.19102849905
284,77422.0,Aetna Life Insurance Company,DC,0.0,-45424.71,400712.47,19134.0,12722.0,3784199.41,2750090.09,197.77356590362706,143.72792359151248,-2.374031044214487,54.04564231211458,Aetna Life Insurance Company,DC,26078.14,-254043.25,-335906.75,7547.0,8048.0,2045560.4,1150528.64,271.04285146415793,152.44847489068502,-33.66148800848019,118.59437657347291
285,39364.0,Medica Insurance Company,ND,,,-987988.94,18289.0,80761.0,3887599.05,2289058.85,212.56487779539614,125.16041609710756,,87.40446169828859,Medica Insurance Company,ND,,,-79596.59,13459.0,64618.0,3338127.27,2110928.25,248.02193847982764,156.84138866186194,,91.1805498179657
286,26661.0,Coventry Health & Life Insurance Co.,WV,,,805014.72,23174.0,46745.0,3895195.0,3205857.43,168.08470699922327,138.3385444895141,,29.746162509709166,Coventry Health & Life Insurance Co.,WV,,,-516628.21,141.0,36881.0,5069.43,1735.66627,35.95340425531915,12.309689858156029,,23.643714397163123
287,53789.0,Keystone Health Plan Central,PA,1122656.96,238390.33,-78244.77,12894.0,39670.0,3961366.0,4682943.0,307.2255312548472,363.187761749651,18.488469830929112,-55.96223049480375,Keystone Health Plan Central,PA,1234878.34,298016.86,5269.47,30665.0,17939.0,8559182.0,9790442.0,279.1189303766509,319.27089515734554,9.718469264633947,-40.15196478069464
288,40442.0,Freedom Life Insurance,FL,197590.16,34088.7,,14676.0,,3968126.0,3457885.0,270.3819841918779,235.61494957754155,2.322751430907604,34.76703461433635,Freedom Life Insurance,FL,441431.46,544782.95,,10292.0,,3189781.0,4324035.0,309.9281966575981,420.1355421686747,52.93266129032258,-110.2073455110766
289,17808.0,Humana Insurance Company,SC,2760.15,24910.64,-3229.79,14566.0,109.0,3970049.62,4017044.401,272.5559261293423,275.7822601263216,1.7101908554167238,-3.2263339969792924,Humana Insurance Company,SC,0.0,16975.57,,8505.0,,2661666.91,2139771.392,312.9531934156379,251.58981681363903,1.995951793062904,61.36337660199885
290,77514.0,Neighborhood Health Plan of Rhode Island,RI,22152.3,-570729.75,-28800.7,11408.0,409.0,4044489.86,1975782.139,354.5310185834502,173.19268399368863,-50.0289051542777,181.33833458976156,Neighborhood Health Plan of Rhode Island,RI,1435292.63,-8608201.54,-343863.12,187810.0,3128.0,58621412.0,25640382.0,312.1314732974815,136.5229859964858,-45.834628294553,175.60848730099568
291,98905.0,CommunityCare HMO Inc.,OK,424071.17,823116.3,-1245374.77,17942.0,141504.0,4191506.0,4445552.0,233.61420131534945,247.77349236428492,45.876507635715086,-14.159291048935472,Community Care HMO Inc.,OK,919447.27,1755937.92,-1588829.22,27269.0,154716.0,7749880.0,9761451.0,284.2011074846896,357.9687924016282,64.39319080274304,-73.7676849169386
292,87226.0,Superior Health Plan,TX,280267.01,-933830.98,,14103.0,,4397780.869,2962415.3660000004,311.83300496348295,210.05568786782956,-66.21505920726086,101.77731709565339,Superior Health Plan,TX,1216649.13,-5580967.25,,102284.0,,29012527.38,23280657.02,283.64678131477064,227.60800340229164,-54.56344345156623,56.03877791247899
293,68541.0,Coventry Health and Life,MD,,,-1991429.33,39643.0,156529.0,4557931.0,3778298.23,114.97442171379562,95.30808036727795,,19.66634134651767,Coventry Health and Life,MD,,,-1649007.49,1657.0,98885.0,150911.86,125088.95,91.07535304767651,75.49121907060953,,15.584133977066983
294,45786.0,Molina Healthcare of Texas,TX,973697.67,722999.82,,12642.0,,4804046.0,4692447.0,380.00680272108843,371.1791646891315,57.19030374940674,8.827638031956951,Molina Healthcare of Texas,TX,2013053.67,-4116190.69,,154159.0,,53436933.0,33378968.0,346.6351818576924,216.5229924947619,-26.70094311717123,130.11218936293048
295,58483.0,John Alden Life Insurance Company,TX,,,-684147.34,13294.0,56294.0,4920462.0,2632535.0,370.1265232435685,198.0242966751918,,172.1022265683767,John Alden Life Insurance Company,TX,,,-588168.1,8627.0,29137.0,3390637.0,1661624.0,393.02619682392486,192.60739538657702,,200.41880143734784
296,86830.0,Cigna Health and Life Insurance Company,AZ,4060861.27,1978320.29,-24005.57,16576.0,1883.0,5021387.0,11070817.0,302.9311655405405,667.8822997104247,119.34847309362935,-364.9511341698842,Cigna Health and Life Insurance Company,AZ,1431522.46,2978136.23,-35.55,11908.0,1943.0,4425413.0,6759424.0,371.6336076587168,567.63721867652,250.0954173664763,-196.00361101780317
297,82011.0,UnitedHealthcare Insurance Company,AZ,,,2961325.69,10904.0,486523.0,5036335.1,4047839.0,461.87959464416724,371.2251467351431,,90.65444790902416,United Healthcare Insurance Company,AZ,,,4970157.33,7959.0,455517.0,3526468.74,2392772.56,443.07937429325295,300.6373363487875,,142.44203794446543
298,22369.0,Aetna Life Insurance Company,SC,,,-18182.04,21234.0,552.0,5094293.65,4037360.15,239.91210558538197,190.1365804841292,,49.775525101252754,Aetna Life Insurance Company,SC,,,-183730.56,3120.0,1177.0,999909.67,1046345.73,320.4838685897436,335.3672211538462,,-14.883352564102552
299,99483.0,Contra Costa Health Plan,CA,2293366.91,1753287.86,,9787.0,2088.0,5141306.0,8923224.0,525.3199141718607,911.7425155818944,179.14456523960357,-386.42260141003374,,,,,,,,,,,,,
300,67202.0,"Louisiana Health Cooperative, Inc.",LA,9878052.34,-7456986.26,-36621.89,110861.0,1194.0,5190257.0,56988875.59,46.8176996418939,514.0570226680258,-67.26428825285718,-467.23932302613184,"Louisiana Health Cooperative, Inc.",LA,6806873.05,-8658833.22,-177962.62,287238.0,2901.0,74287655.86,119232310.9,258.62753486655663,415.09936324581014,-30.145152173458946,-156.4718283792535
301,48161.0,Aetna Life Insurance Company,MO,,,228766.81,21388.0,31802.0,5272812.84,4227374.61,246.53136525154292,197.65170235646158,,48.87966289508134,Aetna Life Insurance Company,MO,,,258345.46,7897.0,21933.0,2054294.03,2303668.84,260.1360048119539,291.7144282638977,,-31.578423451943763
302,68398.0,"UnitedHealthcare of Florida, Inc.",FL,,,1650597.6,8953.0,709422.0,5326480.94,6733998.3,594.9381145984587,752.1499273986373,,-157.21181280017856,"United Healthcare of Florida, Inc.",FL,75479361.88,14572435.15,-4380861.24,1434483.0,753362.0,550885456.1,697124928.4,384.030661987629,485.97643081165825,10.158667024983915,-101.94576882402924
303,19722.0,"Molina Health Care of New Mexico, Inc.",NM,325293.64,685619.88,,18034.0,,5506419.0,4244028.0,305.33542198070313,235.33481202173672,38.01818121326384,70.00060995896641,"Molina Health Care of New Mexico, Inc.",NM,300867.77,-265619.48,,48422.0,,13765542.0,8974418.0,284.2828053364173,185.33761513361696,-5.485512370410143,98.94519020280035
304,66946.0,Aetna Life Insurance Company,OK,146161.64,178252.53,-174947.03,19077.0,123106.0,5513790.47,7573350.23,289.02817371704145,396.98853226398285,9.343844944173613,-107.96035854694139,Aetna Life Insurance Company,OK,0.0,-37821.69,65348.5,4047.0,75066.0,1238526.13,903335.91,306.0356140350877,223.21124536693847,-9.345611564121572,82.82436866814922
305,58288.0,"Humana Health Plan, Inc.",IL,1706900.43,614409.67,-1028302.66,14469.0,58894.0,5807766.545,9015660.135,401.39377600387036,623.1018131868132,42.463865505563625,-221.7080371829428,"Humana Health Plan, Inc.",IL,434826.64,730433.28,-1525019.48,12865.0,44797.0,4870781.62,4513915.877,378.6071993781578,350.8679267003498,56.77678041197046,27.739272677808003
306,89106.0,UnitedHealthcare Life Insurance Company,WI,1343804.49,1384844.33,,14670.0,,5908205.32,7068437.39,402.74064894342195,481.82940627130193,94.3997498295842,-79.08875732787999,United Healthcare Life Insurance Company,WI,2293913.16,-1371221.77,,51450.0,,21204925.8,22200055.13,412.14627405247813,431.4879519922254,-26.6515407191448,-19.341677939747285
307,73751.0,Medica Health Plans,ND,1073377.89,-807481.69,-105459.46,19468.0,1056.0,5948961.29,5644879.94,305.5763966509143,289.95684918841175,-41.47738288473392,15.619547462502567,Medica Health Plans,ND,1918693.8,-825246.58,389024.19,53628.0,2437.0,18429287.98,17357765.7,343.65048071902737,323.66983105840234,-15.388352726187811,19.980649660625033
308,95677.0,UnitedHealthcare Insurance Company,CA,,,4029609.65,12461.0,503041.0,5995770.22,6042728.3,481.16284567851693,484.9312494984351,,-3.7684038199181487,United Healthcare Insurance Company,CA,,,3006738.38,10567.0,492637.0,4656797.6,4845846.23,440.69249550487365,458.582968676067,,-17.890473171193378
309,80779.0,"Neighborhood Health Partnership, Inc.",FL,,,-171191.73,10782.0,617289.0,6051415.12,6242101.24,561.2516342051567,578.937232424411,,-17.685598219254302,"Neighborhood Health Partnership, Inc.",FL,,,-338156.26,7636.0,554192.0,4216909.92,3195481.36,552.2406914614982,418.4758198009429,,133.7648716605553
310,50727.0,Humana Insurance Company,VA,2610901.31,178764.83,-11304.8,22045.0,75.0,6157572.23,8852020.059,279.3183139033795,401.5432097527784,8.109087321388069,-122.22489584939893,Humana Insurance Company,VA,1723539.51,43710.21,,26924.0,,9158641.07,11430095.72,340.16643403654734,424.5318570791859,1.6234664240083196,-84.36542304263855
311,74313.0,Paramount Insurance Company,OH,1327983.05,-389493.94,-528876.15,15159.0,123962.0,6194037.0,6711129.0,408.60459133188203,442.71581238868,-25.69390724981859,-34.111221056797945,Paramount Insurance Company,OH,1272564.12,-580499.95,-264272.01,33167.0,119621.0,12165663.0,11503977.0,366.80022311333556,346.85009195887477,-17.502335152410527,19.95013115446079
312,49021.0,Coventry Health & Life Insurance Company,NV,145981.41,-1015221.06,-385400.28,43511.0,19388.0,6276352.0,5081278.55,144.24747764933005,116.78147020293719,-23.332514996207856,27.466007446392865,Coventry Health & Life Insurance Company,NV,0.0,,-282676.61,,9177.0,,11.55,,,,
313,29462.0,"Oxford Health Insurance, Inc. **",CT,,,4715438.4,10175.0,281054.0,6277323.63,5081898.85,616.9359832923833,499.4495184275184,,117.4864648648649,"Oxford Health Insurance, Inc.",CT,,,5162193.87,7471.0,226055.0,4981886.02,4654320.68,666.82987819569,622.984965868023,,43.844912327666975
314,82569.0,"Boston Medical Center Health Plan, Inc. ***",MA,130830.24,,,24050.0,,6284033.0,2332226.708,261.29035343035343,96.9740834927235,,164.31626993762995,"Boston Medical Center Health Plan, Inc.",MA,1947450.1,,,282386.0,,83798266.0,61347073.43,296.75078084607594,217.24544924323445,,79.5053316028415
315,45404.0,UnitedHealthcare Life Insurance Company,PA,1124049.95,798351.41,,27177.0,,6453709.23,9246442.03,237.46952312617287,340.2304165286823,29.37599477499356,-102.76089340250945,United Healthcare Life Insurance Company,PA,1102044.68,1720000.53,,33447.0,,10045141.52,15860896.66,300.3301198911711,474.2098442311717,51.42465781684456,-173.87972434000062
316,62560.0,"UPMC Health Coverage, Inc.",PA,2326234.21,2366387.54,480494.03,16156.0,8176.0,6460358.0,18564092.16,399.87360732854665,1149.0524981431047,146.47112775439464,-749.178890814558,"UPMC Health Coverage, Inc.",PA,0.0,-11718.3,-317612.72,155.0,27635.0,39144.0,16718.6,252.54193548387096,107.86193548387097,-75.60193548387096,144.68
317,34541.0,BridgeSpan Health Company,UT,1994102.22,-938474.23,,27049.0,,6509773.0,11549848.0,240.66593959111242,426.9972272542423,-34.69533919923102,-186.3312876631299,Bridge Span Health Company,UT,3262555.12,-2946127.55,,91739.0,,21116576.0,33499438.0,230.1810135275074,365.16026989611834,-32.11423222402686,-134.97925636861095
318,88000.0,Group Health Incorporated,NY,259152.62,-1025.08,11794.91,8884.0,52351.0,6641474.946,2995411.76,747.5770988293561,337.16926609635294,-0.11538496172895092,410.4078327330032,Group Health Incorporated,NY,52165.83,-72128.3,-547.64,618.0,,383538.33,575948.434,620.6121844660195,931.9553948220065,-116.71245954692557,-311.343210355987
319,38596.0,Time Insurance Company,AK,1558728.91,-922848.49,-317715.76,21876.0,25471.0,6660334.0,6996763.0,304.4584933260194,319.83740171877855,-42.18543106600841,-15.378908392759172,Time Insurance Company,AK,1167367.38,-2908793.99,-1465993.25,18660.0,18371.0,8912183.0,8302282.0,477.608949624866,444.92400857449087,-155.88392229367633,32.68494105037513
320,13667.0,HealthPlus of Michigan,MI,1384234.63,-855252.76,-366651.02,25005.0,12414.0,6708260.0,7981593.0,268.2767446510698,319.1998800239952,-34.20326974605079,-50.9231353729254,Health Plus of Michigan,MI,913424.81,-4076070.63,83736.21,54902.0,22123.0,14782117.0,15350630.0,269.24551018177846,279.6005609995993,-74.2426620159557,-10.355050817820825
321,60761.0,Meritus Health Partners,AZ,1958734.84,2073821.34,-29408.53,26839.0,355.0,6768244.0,14641929.0,252.17944036663064,545.5467416818808,77.26894966280413,-293.3673013152502,Meritus Health Partners,AZ,7175051.81,-48452998.55,-788993.84,525565.0,6774.0,110954506.0,113931264.0,211.1147165431488,216.7786363247172,-92.19220943175439,-5.66391978156841
322,26539.0,"SHA, LLC DBA FirstCare Health Plans",TX,1960486.45,2143995.88,-367353.0,21362.0,57678.0,6901426.81,12310190.48,323.07025606216644,576.2658215522891,100.3649414848797,-253.1955654901227,"SHA, LLC DBA First Care Health Plans",TX,3006003.71,1137907.19,-926124.88,114458.0,58012.0,26371990.0,30111944.0,230.4075730835765,263.0829125093921,9.941700798546192,-32.675339425815594
323,59763.0,Tufts Health Public Plans Inc. ***,MA,116022.27,,,21869.0,7664.0,6979196.0,3306650.0,319.13649458137087,151.2026155745576,,167.93387900681327,Tufts Health Public Plans Inc.,MA,4629223.87,,,688066.0,23154.0,207545372.0,151069668.0,301.6358488865894,219.55694366528792,,82.07890522130145
324,84014.0,County of Santa Clara,CA,440556.13,-318460.38,,15120.0,148.0,6988341.0,6495642.0,462.1918650793651,429.6059523809524,-21.062194444444444,32.5859126984127,County of Santa Clara,CA,505318.49,-115235.31,,22876.0,138.0,9807595.0,8941213.0,428.7285801713586,390.85561286938275,-5.037388966602553,37.87296730197585
325,84481.0,"Molina Healthcare of Washington, Inc.",WA,1345029.79,3774960.62,,17442.0,,7086075.0,8800956.0,406.26504987960095,504.5841073271414,216.42934411191376,-98.31905744754044,"Molina Healthcare of Washington, Inc.",WA,1184205.29,1537384.84,,50553.0,,17631287.0,17023375.0,348.7683619171958,336.74312108084587,30.41134729887445,12.025240836349951
326,30991.0,Time Insurance Company,AR,2304205.03,-2043.49,-50048.48,25130.0,2438.0,7106472.0,10477266.0,282.7883804218066,416.92264226024673,-0.08131675288499801,-134.13426183844012,Time Insurance Company,AR,853438.8,-668914.23,-271493.27,15038.0,1253.0,5306873.0,7590690.0,352.8975262667908,504.7672562840803,-44.481595291927114,-151.8697300172895
327,16204.0,"Coordinated Health Mutual, Inc.",OH,929483.49,-1262069.95,-2121774.3,19320.0,23358.0,7108247.0,6902111.0,367.9216873706004,357.2521221532091,-65.32453157349896,10.669565217391323,"Coordinated Health Mutual, Inc.",OH,15348555.75,-3985495.69,-3214448.51,192418.0,62497.0,71644539.0,117238425.0,372.33802970616057,609.2903210718332,-20.712696785124052,-236.95229136567264
328,85408.0,"GlobalHealth, Inc.",OK,2086448.06,508909.92,-15049.88,21621.0,788.0,7236177.0,12964403.0,334.68280838074094,599.6208778502382,23.537760510614678,-264.9380694694973,"Global Health, Inc.",OK,611619.22,,,13431.0,574.0,4524856.0,7859076.0,336.89643362370634,585.1445164172437,,-248.24808279353738
329,20895.0,Humana Insurance Company,NV,2142999.48,1873080.72,-358637.74,30780.0,51544.0,7371670.17,12724866.64,239.49545711500974,413.41347108512025,60.853824561403506,-173.9180139701105,Humana Insurance Company,NV,2037936.77,1431529.89,-1141023.21,17260.0,31901.0,5939058.05,13692385.66,344.0937456546929,793.3016025492468,82.93915932792584,-449.2078568945539
330,32237.0,Humana Insurance Company,NC,86672.41,-458922.56,-9900.45,37196.0,623.0,7419397.65,5361900.222,199.46762151844285,144.15260302183032,-12.337954618776212,55.31501849661254,Humana Insurance Company,NC,293030.6,-520970.75,,28992.0,12.0,6801002.18,5108896.339,234.58202883554083,176.217450986479,-17.969465714679913,58.36457784906182
331,31552.0,Aetna Life Insurance Company,TN,170438.32,-116538.47,-866977.39,29871.0,80172.0,7433918.94,6290052.82,248.86742794014262,210.57389508218674,-3.901391650764956,38.29353285795588,Aetna Life Insurance Company,TN,76105.04,-112658.65,256967.28,15249.0,64634.0,4098764.87,2798856.85,268.7890923995016,183.5436323693357,-7.3879369138959925,85.2454600301659
332,29497.0,Aetna Life Insurance Company,DE,290104.21,-357373.55,-77166.51,37213.0,3228.0,7707729.93,5261689.08,207.1246588557762,141.3938430118507,-9.60345981243114,65.73081584392551,Aetna Life Insurance Company,DE,983961.77,-1832345.1,-241246.17,23387.0,4936.0,8127670.65,7114111.22,347.52942446658403,304.1908419207252,-78.34887330568264,43.338582545858856
333,37001.0,Humana Insurance Company,GA,1866817.18,2184957.04,721767.42,28543.0,8348.0,7751973.47,8576659.711000001,271.58930280629227,300.4820695441965,76.54966331499843,-28.892766737904253,Humana Insurance Company,GA,1390112.88,1622203.69,308751.17,15247.0,10003.0,6050468.51,8094148.9120000005,396.8300983800092,530.8682961894143,106.3949426116613,-134.03819780940512
