,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndPremiumMinusCostsPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndPremiumMinusCostsPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,IndPremiumPMM,IndCostsPMM,IndRTPMM,IndPremiumMinusCostsPMM
125,29497.0,Aetna Life Insurance Company,DE,290104.21,-357373.55,-77166.51,37213.0,3228.0,7707729.93,5261689.08,207.1246588557762,141.3938430118507,-9.60345981243114,65.73081584392551,Aetna Life Insurance Company,DE,983961.77,-1832345.1,-241246.17,23387.0,4936.0,8127670.65,7114111.22,347.52942446658403,304.1908419207252,-78.34887330568264,43.338582545858856,Aetna Life Insurance Company,DE,1002995.37,-617987.08,-609891.66,22659.0,9415.0,9954488.68,11091264.04,439.3172108213072,489.4860338055518,-27.27336069552937,-50.16882298424463
126,37001.0,Humana Insurance Company,GA,1866817.18,2184957.04,721767.42,28543.0,8348.0,7751973.47,8576659.711000001,271.58930280629227,300.4820695441965,76.54966331499843,-28.892766737904253,Humana Insurance Company,GA,1390112.88,1622203.69,308751.17,15247.0,10003.0,6050468.51,8094148.9120000005,396.8300983800092,530.8682961894143,106.3949426116613,-134.03819780940512,Humana Insurance Company,GA,0.0,-131960.47,644608.47,3794.0,8928.0,1389158.73,743344.81,366.1462124406958,195.92641275698472,-34.781357406431205,170.2197996837111
127,50491.0,Cigna Health and Life Insurance Company,GA,3655883.02,3395529.35,,20959.0,46462.0,8089063.0,16033152.0,385.9469917457894,764.9769550073954,162.00817548547164,-379.02996326160604,Cigna Health and Life Insurance Company,GA,3610522.83,3938467.33,,44469.0,40411.0,16818343.0,23889040.0,378.20375992264275,537.2065933571702,88.5665818885066,-159.00283343452742,Cigna Health and Life Insurance Company,GA,1923749.48,-770019.98,,65045.0,,23576429.0,25404651.0,362.46335613805826,390.5703897301868,-11.83826550849412,-28.107033592128516
128,70767.0,Aetna Life Insurance Company,MD,,,85307.78,40223.0,146753.0,8178450.31,7261502.09,203.3277057902195,180.53109141535936,,22.796614374860155,Aetna Life Insurance Company,MD,,,-2554392.85,7335.0,78583.0,2167727.03,1461037.56,295.53197409679615,199.1871247443763,,96.34484935241986,Aetna Life Insurance Company,MD,,,-904266.78,5709.0,66459.0,1592211.84,1578757.4,278.8950499211771,276.53834296724466,,2.3567069539324166
129,98704.0,UnitedHealthcare Life Insurance Company,OK,1369617.06,83712.74,,26326.0,,8231807.47,8105793.85,312.6873611638684,307.9007008280787,3.1798503380688294,4.786660335789691,United Healthcare Life Insurance Company,OK,1663019.16,637091.31,,24179.0,,8196319.07,14955965.78,338.9850312254436,618.5518747673601,26.348951983125854,-279.5668435419165,UnitedHealthcare Life Insurance Company,OK,515261.49,-666540.06,,32232.0,,12269610.86,8541960.63,380.66551439563165,265.0149115785555,-20.679450856291886,115.65060281707616
130,89217.0,Aetna Life Insurance Company,NJ,6801229.68,8273636.8,2281721.44,20206.0,111072.0,8379737.33,25868635.87,414.71529892111255,1280.2452672473523,409.464357121647,-865.5299683262398,Aetna Life Insurance Company,NJ,3126673.44,5290240.82,2477419.03,8849.0,135251.0,5334473.55,20176352.38,602.8334896598485,2280.0714634421965,597.8348762572042,-1677.237973782348,Aetna Life Insurance Company,NJ,1890405.94,6356361.63,-5730100.37,5865.0,588685.0,4309686.4,19951863.47,734.814390451833,3401.8522540494455,1083.7786240409207,-2667.0378635976126
131,31434.0,Time Insurance Company,LA,1428188.05,323444.34,8246.81,26302.0,3599.0,8515155.0,7871239.0,323.7455326591134,299.26389628165157,12.297328720249412,24.481636377461825,Time Insurance Company,LA,1118095.05,-317760.3,-14565.43,20764.0,2758.0,8172343.0,7963945.0,393.58230591408204,383.5458004238104,-15.303424195723366,10.036505490271622,,,,,,,,,,,,,
132,94529.0,Group Health CooperativeSCW,WI,296955.37,1297858.57,-300007.81,22068.0,141267.0,8563146.0,9534047.0,388.03452963567156,432.03040601776326,58.81178946891427,-43.995876382091694,Group Health Cooperative- SCW,WI,486417.48,1059019.73,1443408.15,23018.0,120594.0,10363196.0,10382746.45,450.22139195412285,451.0707468068468,46.008329568164044,-0.8493548527239341,Group Health Cooperative of South Central Wisconsin,WI,268039.83,747453.25,1378517.48,21069.0,85271.0,8881249.0,9818764.263,421.53158669134746,466.0289649722341,35.47644643789454,-44.497378280886664
133,45002.0,UnitedHealthcare Life Insurance Company,MI,1080097.07,-743360.22,-2483.96,28706.0,14.0,8580932.4,10001658.77,298.92469866926774,348.4170128196196,-25.895639239183446,-49.49231415035183,United Healthcare Life Insurance Company,MI,1369709.18,358625.01,-62155.35,46145.0,425.0,14749675.81,16108348.77,319.6375730848413,349.08113056669197,7.77169812547405,-29.44355748185069,UnitedHealthcare Life Insurance Company,MI,402490.39,-1058410.43,-1115.68,35903.0,5.0,12108813.3,10161339.15,337.26466590535614,283.0220079102025,-29.47972119321505,54.24265799515365
134,40788.0,Scott and White Health Plan,TX,1443594.34,1029126.45,-1609323.38,29650.0,246275.0,8581439.0,11188278.01,289.424586846543,377.3449581787521,34.709155143338954,-87.92037133220913,Scott and White Health Plan,TX,6991418.55,-13412865.64,-4512866.63,254595.0,251093.0,78083137.0,92377528.02,306.6954849859581,362.8410927944382,-52.6831463304464,-56.14560780848012,Scott and White Health Plan,TX,3121959.08,4400630.58,-14473480.33,103181.0,242826.0,19611642.0,57707747.49,190.07028425776065,559.2865691357905,42.64962134501507,-369.21628487802985
135,23307.0,"Humana Health Plan, Inc.",AZ,4117754.92,-351373.9,-750038.97,32208.0,137933.0,8637428.75,14286146.19,268.1765011798311,443.55893535767507,-10.909522478887233,-175.38243417784395,"Humana Health Plan, Inc.",AZ,676362.49,856409.75,-1948641.42,16365.0,143566.0,5082191.0,5778329.0,310.55245951726243,353.0906813321112,52.331790406355026,-42.53822181484878,"Humana Health Plan, Inc.",AZ,2289096.26,6251937.97,-6031056.26,67920.0,149687.0,21632437.19,33170875.72,318.4987807714959,488.38156242638394,92.04855668433451,-169.88278165488805
136,30613.0,Humana Insurance Company,MO,2155537.32,-545487.55,1697620.38,36575.0,163714.0,8745971.2,9764057.32,239.12429801777168,266.95987204374575,-14.914218728639783,-27.83557402597407,Humana Insurance Company,MO,4910519.65,-188325.95,-3938829.87,85368.0,182866.0,26388328.34,32700323.22,309.1126457220504,383.0512981445038,-2.206048519351514,-73.9386524224534,Humana Insurance Company,MO,2133913.47,-10432560.76,-6322781.87,208756.0,180124.0,73674052.39,56146377.61,352.9194484948936,268.9569526624384,-49.97490256567476,83.96249583245515
137,94506.0,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",DC,316474.04,-751505.85,-1598160.33,22353.0,47595.0,8802394.0,8736406.0,393.7902742361204,390.8381872679282,-33.619910079184,2.952086968192191,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",DC,493299.21,-1625923.79,-2940128.99,28987.0,47724.0,8721639.0,9746356.0,300.88105012591853,336.23196605374824,-56.09148204367475,-35.3509159278297,"Kaiser Foundation Health Plan of the MidAtlantic States, Inc.",DC,152397.44,-1825261.64,-1659851.69,28489.0,46433.0,9015097.0,9548927.0,316.44132823194917,335.17943767770015,-64.06899645477202,-18.73810944575098
138,19503.0,Time Insurance Company,KY,2528454.66,1786736.84,196961.32,44888.0,7273.0,8834919.0,13511722.0,196.82139992871146,301.0096685082873,39.80433166993406,-104.18826857957583,Time Insurance Company,KY,1692781.9,1187533.23,-16224.72,35805.0,6190.0,8818172.0,13346144.0,246.2832565284178,372.74525904203324,33.166687054880605,-126.46200251361543,,,,,,,,,,,,,
139,45521.0,Time Insurance Company,MS,2150624.77,1041309.44,-54781.44,29792.0,904.0,9310169.0,10012692.0,312.5056726638024,336.08660042964556,34.95265306122449,-23.58092776584317,Time Insurance Company,MS,1557641.67,-67176.42,-113965.64,28059.0,512.0,10499567.0,11707483.0,374.1960511778752,417.2451976193022,-2.3941131187854165,-43.04914644142701,,,,,,,,,,,,,
140,39481.0,UnitedHealthcare Life Insurance Company,SC,1693040.39,-774807.83,,25194.0,,9310950.57,9333526.57,369.57015837104075,370.4662447408113,-30.753664761451137,-0.8960863697705577,United Healthcare Life Insurance Company,SC,2087442.23,-414394.03,,36813.0,,14524584.65,16070654.17,394.5504210469128,436.5483435199522,-11.256730774454677,-41.99792247303941,UnitedHealthcare Life Insurance Company,SC,1189967.63,1009347.25,,25048.0,,11876645.34,13232655.76,474.1554351644842,528.2919099329288,40.29652068029384,-54.1364747684446
141,79888.0,"HealthPartners, Inc.",MN,1402532.92,2384614.4,-4200533.56,22057.0,1061856.0,9438000.0,13356000.0,427.8913723534479,605.5220564900031,108.11145668041891,-177.63068413655526,"HealthPartners, Inc.",MN,,31708.01,-13774545.17,9394.0,1214110.0,4443000.0,5931000.0,472.9614647647434,631.3604428358527,3.375347030019161,-158.3989780711093,"HealthPartners, Inc",MN,,,-13565960.64,5648.0,1260945.0,2893000.0,4485000.0,512.2167138810198,794.0864022662889,,-281.8696883852691
142,95878.0,HPHC Insurance Company Inc. ***,MA,2225269.37,,,21557.0,144645.0,9507570.0,8018263.493,441.0432806049079,371.9563711555411,,69.08690944936683,HPHC Insurance Company Inc.,MA,2288842.82,,,120352.0,114120.0,30878843.46,25117387.64,256.5710869781973,208.6993788221218,,47.8717081560755,HPHC Insurance Company Inc.,MA,2766034.85,,,132159.0,101429.0,39196669.11,40936206.3,296.58721017864843,309.7496674460309,,-13.162457267382479
143,55105.0,Time Insurance Company,ND,376302.04,-409032.49,-78452.51,35604.0,6332.0,9507912.0,7578242.0,267.04617458712505,212.84805078081115,-11.488385855521852,54.1981238063139,Time Insurance Company,ND,1949251.42,-162737.22,155951.59,46779.0,1307.0,19001114.0,15054750.0,406.1889736847731,321.82710190470084,-3.4788520489963446,84.36187178007225,,,,,,,,,,,,,
144,14162.0,UnitedHealthcare Life Insurance Company,MO,2019769.19,1388382.82,,25008.0,,9686371.36,11088178.65,387.330908509277,443.38526271593093,55.517547184900835,-56.054354206653954,United Healthcare Life Insurance Company,MO,3675197.04,1543008.5,,100794.0,,34181806.75,37885711.01,339.12541173085697,375.8726810127587,15.308535230271643,-36.74726928190171,UnitedHealthcare Life Insurance Company,MO,1399839.02,-4769647.33,,115362.0,,42211608.14,35676448.69,365.9056547216588,309.2565029212392,-41.34504715590923,56.64915180041959
145,70619.0,UnitedHealthcare Life Insurance Company,TX,2549577.18,767008.61,,23287.0,,9707488.98,13214239.54,416.86301283978185,567.4513479623824,32.93720144286512,-150.5883351226006,United Healthcare Life Insurance Company,TX,11906450.88,5956388.28,,145701.0,,52260167.58,95892226.31,358.6809121419894,658.1439132881724,40.88090184693311,-299.463001146183,UnitedHealthcare Life Insurance Company,TX,11720137.04,7301644.58,,314319.0,,120222071.1,161371093.0,382.48426312122393,513.3991040948845,23.230045208848335,-130.91484097366055
146,82884.0,Aetna Health Inc. (a NJ corp.),NJ,,,-4701905.74,20390.0,840752.0,10003719.74,10066725.2,490.6189180971064,493.70893575281997,,-3.0900176557135524,Aetna Health Inc. (a NJ corp.),NJ,,,-18109387.03,7037.0,929182.0,3126280.33,2756796.21,444.2632272275117,391.7573127753304,,52.505914452181344,Aetna Health Inc. (a NJ corp.),NJ,,,-9662880.03,36.0,381747.0,7773.16,3252.26,215.92111111111112,90.34055555555557,,125.58055555555555
147,53524.0,Coventry Health and Life,OK,548214.67,-322539.29,-977664.58,52740.0,92540.0,10161093.0,8321225.91,192.66387940841867,157.77826905574517,-6.115648274554418,34.885610352673496,Coventry Health and Life,OK,22512.4,-200398.31,-816839.4,9743.0,47711.0,1666568.13,1429357.23,171.05287180539872,146.70606897259572,-20.568439905573232,24.346802832803007,Coventry Health and Life,OK,,,-53793.64,54.0,20996.0,19026.47,9359.45,352.3420370370371,173.32314814814816,,179.0188888888889
148,58564.0,Physicians Plus Insurance Corporation,WI,140156.72,556347.7,-104807.25,41406.0,179478.0,10327768.0,11704591.0,249.42684635077043,282.6786214558277,13.436402936772447,-33.25177510505725,Physicians Plus Insurance Corporation,WI,166156.71,175983.58,-629677.53,31587.0,188864.0,9953281.0,9656285.0,315.1068794124165,305.70440371038717,5.571392661537974,9.402475702029335,Physicians Plus,WI,86662.36,66070.22,109919.09,28030.0,112734.0,9684500.24,8602133.78,345.5048248305387,306.8902525865144,2.3571252229753834,38.614572244024316
149,52899.0,"UPMC Health Plan, Inc.",PA,2040378.03,2322777.07,583003.78,25507.0,8636.0,10354990.0,14876225.81,405.966597404634,583.2213043478262,91.06429881993178,-177.25470694319216,"UPMC Health Plan, Inc.",PA,32889.28,197264.42,-5456.23,2351.0,112.0,1064770.42,1359652.739,452.90107188430454,578.3295359421523,83.90660144619312,-125.4284640578478,,,,,,,,,,,,,
150,34484.0,"Health New England, Inc. ***",MA,774704.21,,,26658.0,252869.0,10392418.0,10507054.0,389.8423737714757,394.1426213519394,,-4.30024758046369,"Health New England, Inc.",MA,1633271.41,,,54482.0,239883.0,25232898.0,25529506.0,463.14191843177565,468.58606512242574,,-5.444146690650086,Health New England,MA,1201283.84,,,87434.0,224591.0,35311313.0,41879227.0,403.8624905643114,478.98102568794747,,-75.1185351236361
151,86542.0,Time Insurance Company**,CT,2907270.19,1253125.49,,32592.0,,10690013.0,12884801.0,327.99499877270495,395.3363095238095,38.44886751350025,-67.34131075110457,Time Insurance Company,CT,2420111.46,905352.48,,44378.0,,16848251.0,19155290.0,379.6532290774708,431.63932579205914,20.400930190635,-51.986096714588314,,,,,,,,,,,,,
152,65847.0,Medica Health Plans of Wisconsin,MN,2670519.49,130710.53,,32699.0,,10691860.88,11093060.0,326.9782219639745,339.247683415395,3.9973861585981223,-12.269461451420511,Medica Health Plans of Wisconsin,MN,6052960.34,7678426.35,,76939.0,,25770963.62,40944996.08,334.9531917493079,532.1747888587063,99.79888418097454,-197.22159710939837,Medica Health Plans of Wisconsin,MN,10897237.25,-13675777.86,,499608.0,,182210405.4,197333022.2,364.70674088485373,394.9757053529967,-27.373016164673103,-30.268964468142997
153,57165.0,"Affinity Health Plan, Inc.",NY,464860.5,-2141766.08,,23258.0,,10718293.95,9224831.0,460.84332057786565,396.63044973772463,-92.08728523518789,64.21287084014102,"Affinity Health Plan, Inc.",NY,2549532.7,-24567668.78,,190900.0,,75887448.0,42445398.0,397.5246097433211,222.3436249345207,-128.69391712938713,175.1809848088004,"Affinity Health Plan, Inc.",NY,1183456.71,-9261635.02,,108233.0,,42411050.0,37863365.0,391.849528332394,349.83198285181044,-85.57126772795728,42.01754548058358
154,71837.0,"Sendero Health Plans, inc.",TX,832608.73,-1992571.72,,36372.0,,11017658.0,9210273.545,302.9159243374024,253.22428090289233,-54.783122181898165,49.69164343451004,"Sendero Health Plans, Inc.",TX,1494250.38,-4376813.02,,72061.0,,20742943.0,16440299.79,287.8525554738347,228.14420824024089,-60.73761146806177,59.7083472335938,"Sendero Health Plans, Inc.",TX,1208911.99,-30547269.78,,240950.0,,62410719.39,35066545.2,259.0193790827973,145.53453081552192,-126.77845934841254,113.48484826727537
155,79763.0,Land of Lincoln Mutual Health Insurance Company,IL,4808906.25,816860.44,-390929.05,30733.0,2616.0,11019957.0,19901363.37,358.5708196401263,647.5568076660268,26.579261380275273,-288.9859880259005,Land of Lincoln Mutual Health Insurance Company,IL,18123842.55,-22604098.38,-9219351.96,414794.0,91889.0,127889882.8,183230368.4,308.32143859361514,441.7382324720223,-54.49475734943128,-133.41679387840713,Land of Lincoln Mutual Health Insurance Company,IL,9157710.03,-11963347.32,-9752011.63,334517.0,78617.0,123126850.0,161305248.2,368.07352092718753,482.20344018390693,-35.76304737875803,-114.1299192567194
156,71281.0,Regence BlueCross BlueShield Of Oregon,WA,3168816.2,1956765.45,-175111.08,39006.0,21425.0,11282241.0,18378882.0,289.24373173357947,471.1808952468851,50.16575526842024,-181.93716351330562,Regence BlueCross BlueShield Of Oregon,WA,2905564.38,1286238.74,821632.25,52337.0,11196.0,15966797.0,20919459.0,305.0766570495061,399.70688040965285,24.5760884269255,-94.63022336014677,Regence BlueCross BlueShield Of Oregon(Clark County),WA,996467.25,1808456.1,326963.22,58273.0,19936.0,21293460.0,20013979.0,365.4086798345718,343.4520103650061,31.03420280404304,21.956669469565668
157,19968.0,Humana Insurance Company,KS,385045.35,97760.97,-291686.41,65146.0,183283.0,11305627.63,9476517.522,173.54292865256502,145.4658386086636,1.5006442452337827,28.07709004390142,Humana Insurance Company,KS,639450.47,129998.03,453059.45,52893.0,210867.0,10922316.9,11120538.07,206.4983438262152,210.2459317868149,2.457754901404723,-3.7475879605997022,Humana Insurance Company,KS,0.0,1652.45,2126319.62,24433.0,214049.0,4799724.78,2746896.52,196.44434903613967,112.42567511152949,0.06763189129456064,84.01867392461018
158,97596.0,Humana Insurance Company,OH,1360718.31,976968.6,-210554.64,45174.0,6861.0,11312075.87,10653083.42,250.41120711028466,235.8233368751937,21.62678974631425,14.587870235090975,Humana Insurance Company,OH,2367594.63,1602746.25,-114966.92,50883.0,6566.0,15292961.66,20542930.91,300.55149381915373,403.72876815439344,31.498658687577382,-103.1772743352397,Humana Insurance Company,OH,,,-384160.46,9151.0,4216.0,2323436.0,762431.4,253.89968309474375,83.31673041197683,,170.58295268276692
159,10940.0,"Health Net Health Plan of Oregon, Inc.",OR,3230190.41,2794804.37,-2324193.93,38452.0,294506.0,11359633.0,19496468.0,295.42372308332466,507.03391241027776,72.68293898886924,-211.6101893269531,"Health Net Health Plan of Oregon, Inc.",OR,1855731.14,3408186.75,45710.69,19103.0,257570.0,8270658.0,14324515.0,432.95074072135264,749.8568287703503,178.41107417683085,-316.9060880489976,"Health Net Plan of Oregon, Inc.",OR,550910.97,2480143.2,2264459.82,9966.0,261877.0,4221764.73,10920805.29,423.61677001806146,1095.806270319085,248.86044551475018,-672.1895003010234
160,61644.0,Aetna Life Insurance Company,NC,215718.92,-240838.67,205830.47,62142.0,11297.0,11364162.23,9280166.74,182.8740985163014,149.33807634128289,-3.875618261401307,33.5360221750185,Aetna Life Insurance Company,NC,651988.51,-715751.32,-157069.07,16986.0,11487.0,4390892.19,4106034.29,258.500658777817,241.7305010008242,-42.13772047568585,16.770157776992818,Aetna Life Insurance Company,NC,,,-943358.48,578.0,44008.0,247057.16,481194.16,427.43453287197235,832.515847750865,,-405.0813148788926
161,91069.0,"HealthyCT, Inc. **",CT,1944236.31,-569431.67,-532743.6,23491.0,3296.0,11974980.0,12903482.29,509.7688476437785,549.2947209569622,-24.240418458132904,-39.52587331318375,"HealthyCT, Inc.",CT,11450211.51,-6912671.83,-6459820.49,204238.0,70909.0,95596346.48,94063469.84,468.06346752318376,460.5581225824773,-33.84615903994359,7.505344940706436,"HealthyCT, Inc.",CT,6340096.71,-745863.3,-7270795.39,176948.0,127194.0,80188268.15,100808441.7,453.17419891719607,569.7065900716594,-4.215155299862107,-116.53239115446337
162,15438.0,Coventry Health Care of Nebraska Inc.,NE,2189015.61,1102852.31,-43854.16,45293.0,127745.0,12389748.67,13137899.13,273.5466555538383,290.06467069966664,24.349288190228073,-16.518015145828315,Coventry Health Care of Nebraska Inc.,NE,19997409.37,-13630630.99,-516160.25,547175.0,131042.0,172505065.0,190002625.7,315.2648878329602,347.24288518298533,-24.910916964408095,-31.977997350025134,Coventry Health Care of Nebraska Inc.,NE,10568365.68,-14085301.0,-511279.04,511508.0,38974.0,193428464.7,199607881.8,378.1533518537344,390.23413475449064,-27.53681467347529,-12.080782900756219
163,34102.0,"Group Health Plan, Inc.",MN,2695282.74,-2650.5,,51252.0,,12629000.0,15951000.0,246.40989619917272,311.2268789510653,-0.05171505502224304,-64.8169827518926,"Group Health Plan, Inc.",MN,4673126.71,-4257609.45,,145243.0,,34215000.0,40862000.0,235.57073318507605,281.33541719738645,-29.313698078392765,-45.7646840123104,Group Health Plan Inc,MN,3025814.22,-17682308.21,,228405.0,,66448788.0,61361000.0,290.92527746765614,268.64998577088943,-77.41646728399115,22.275291696766715
164,53732.0,BridgeSpan Health Company,WA,3714808.43,6256017.45,,30344.0,,12723891.0,17699706.0,419.3214803585552,583.3016741365674,206.16983423411548,-163.98019377801216,Bridge Span Health Company,WA,5157667.99,3046204.15,,122870.0,,43512275.0,49813908.0,354.13261984210953,405.41961422641816,24.79209042076992,-51.28699438430863,BridgeSpan Health Company (WA),WA,2003386.23,5119648.78,,65169.0,,25453606.0,28458860.0,390.5784345317559,436.6932130307355,78.55957249612547,-46.114778498979604
165,68184.0,Time Insurance Company,IA,1242068.11,-338678.1,-13859.22,47208.0,569.0,13237477.0,13766098.0,280.4074944924589,291.60519403490935,-7.174167513980681,-11.197699542450437,Time Insurance Company,IA,790452.44,-244924.54,-47915.07,36399.0,331.0,12243011.0,9924785.0,336.35569658507103,272.66641940712657,-6.728881013214649,63.68927717794446,,,,,,,,,,,,,
166,67879.0,UnitedHealthcare Insurance Company,CO,,,3694826.77,27168.0,648310.0,13529598.43,14539004.6,497.99758649882216,535.1518183156654,,-37.154231816843264,United Healthcare Insurance Company,CO,,,979323.74,19084.0,553156.0,9615388.77,8685449.61,503.8455653950953,455.1168313770698,,48.728734018025534,UnitedHealthcare Insurance Company,CO,,,18066220.34,15932.0,815709.0,7545206.71,5549825.71,473.588169093648,348.3445713030379,,125.24359779061007
167,18581.0,Community Health Plan of Washington,WA,9099895.43,11449602.2,,30774.0,,13542943.0,30333327.0,440.0774354974979,985.6803470462079,372.0544030675245,-545.6029115487099,Community Health Plan of Washington,WA,3148779.12,6748059.74,,15402.0,,7049384.53,17799756.45,457.69280158420986,1155.6782528243084,438.1287975587586,-697.9854512400985,Community Health Plan of Washington,WA,181597.37,570276.74,,886.0,,472973.0,1924278.0,533.8295711060948,2171.8713318284426,643.6532054176072,-1638.0417607223478
168,27990.0,Aetna Life Insurance Company,NV,626982.29,-401883.36,-1140094.88,54879.0,154116.0,13597160.88,10124188.23,247.76619253266279,184.48201005849234,-7.323080959930028,63.28418247417045,Aetna Life Insurance Company,NV,1532987.48,-7118682.16,672487.49,69307.0,110659.0,21101584.96,14683496.19,304.4654213860072,211.8616617369097,-102.71231131054583,92.60375964909753,Aetna Life Insurance Company,NV,1381959.06,-4923899.31,2003327.8,75300.0,105348.0,27246865.02,22211052.61,361.84415697211153,294.96749814077026,-65.39042908366534,66.87665883134127
169,91303.0,"HealthAmerica Pennsylvania, Inc.",PA,2150140.52,-1253464.22,,50625.0,11798.0,13714710.99,12172534.64,270.9078714074074,240.44512869135804,-24.759787061728396,30.462742716049377,"Health America Pennsylvania, Inc.",PA,2391915.15,-2527671.54,,76021.0,3878.0,21208977.19,19608073.02,278.9884004419832,257.92969074334724,-33.24964864971521,21.058709698635937,,,,,,,,,,,,,
170,71122.0,Time Insurance Company,KS,2664586.18,174538.76,-9478.41,52020.0,6526.0,13997862.0,17997167.0,269.08615916955017,345.9663014225298,3.355224144559785,-76.88014225297962,Time Insurance Company,KS,1368746.67,838285.82,-22779.35,29203.0,655.0,10792425.0,11634598.0,369.5656268191624,398.4042050474266,28.7054693010992,-28.838578228264225,,,,,,,,,,,,,
171,25896.0,Wellmark Health Plan of Iowa,IA,782563.16,-2547979.51,501033.39,81794.0,227104.0,14314445.0,11937232.0,175.00605178863975,145.94263637919653,-31.15117869281365,29.063415409443223,Wellmark Health Plan of Iowa,IA,1964191.81,-4391485.66,-1170299.82,121898.0,253629.0,25305558.0,32017398.0,207.59617056883624,262.6572872401516,-36.02590411655647,-55.061116671315375,"Wellmark Health Plan of Iowa, Inc",IA,809644.81,-5781185.31,-3821568.7,118692.0,292119.0,35006962.0,27118538.0,294.9395241465305,228.4782293667644,-48.707455515114745,66.46129477976612
172,98809.0,UnitedHealthcare Insurance Company,TX,,,-3289829.48,25481.0,2647537.0,14554421.32,12367212.22,571.1872108629959,485.3503481025078,,85.83686276048815,United Healthcare Insurance Company,TX,,,896126.05,20042.0,2517196.0,11455459.35,10559244.15,571.5726649037022,526.8558102983734,,44.71685460532876,UnitedHealthcare Insurance Company,TX,,,-5071765.69,19975.0,2719218.0,11403154.84,10237930.92,570.8713311639549,512.5372175219023,,58.33411364205256
173,45495.0,Peach State Health Plan,GA,752278.28,-3689629.38,,45349.0,,14938432.09,9247521.498,329.4103969216521,203.91897281086682,-81.3607660587885,125.49142411078526,Peach State Health Plan,GA,2158724.63,-13768906.67,,223797.0,,67911724.16,43566063.28,303.45234368646584,194.66777159658085,-61.524089554372935,108.78457208988499,,,,,,,,,,,,,
174,52697.0,"Molina Healthcare of Wisconsin, Inc.",WI,3441997.05,4461487.73,,33299.0,,15462249.0,20675214.0,464.34574611850206,620.8959428211058,133.98263401303345,-156.55019670260373,"Molina Healthcare of Wisconsin, Inc.",WI,13401718.71,-4595003.52,,281235.0,,110447203.0,132747617.0,392.722111401497,472.01670133518235,-16.338661688623393,-79.29458993368536,"Molina Healthcare of Wisconsin, Inc.",WI,14529909.42,-20854745.86,,708187.0,,278013094.0,309518181.0,392.5701742618828,437.0571346268712,-29.448077781715845,-44.48696036498836
175,62210.0,"South Dakota State Medical Holding Company, Inc.",SD,251215.94,112428.12,-2099623.45,56085.0,142243.0,15590124.0,12717543.0,277.97314790050814,226.75480074886335,2.004602300080235,51.21834715164479,DAKOTACARE,SD,9167019.56,-2809177.34,-1242844.35,154506.0,141466.0,45750926.0,72189787.0,296.11099892560804,467.22966745628,-18.181671520847086,-171.11866853067198,"South Dakota State Medical Holding Company, Inc.",SD,258116.34,30568.28,-1768952.72,26411.0,120290.0,9003556.0,8825749.0,340.9017454848359,334.16943697701714,1.1574071409639923,6.732308507818743
