,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndPremiumMinusCostsPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME_2016,STATE_2016,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2016,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2016",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2016,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2016,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2016,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2016,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2016,IndPremiumPMM_2016,IndCostsPMM_2016,IndRTPMM_2016,IndPremiumMinusCostsPMM_2016
261,90117.0,United Healthcare Insurance Company,RI,,,-1255163.31,6049.0,88977.0,2884114.13,3251346.46,476.7918879153579,537.501481236568,,-60.70959332121009,UnitedHealthcare Insurance Company,RI,,,-1875286.65,3659.0,48506.0,1960006.23,2336722.65,535.6671850232303,638.623298715496,,-102.95611369226572
262,87354.0,Cigna Health and Life Insurance Company,CT,949866.36,1551767.81,,7637.0,7581.0,3105679.0,5626276.0,406.66217100955873,736.7128453581249,203.19075684169178,-330.0506743485662,Cigna Health and Life Insurance Company,CT,535710.84,1027304.78,,6669.0,,2992995.0,5399617.0,448.7921727395412,809.6591692907482,154.0418023691708,-360.866996551207
263,82884.0,Aetna Health Inc. (a NJ corp.),NJ,,,-18109387.03,7037.0,929182.0,3126280.33,2756796.21,444.2632272275117,391.7573127753304,,52.505914452181344,Aetna Health Inc. (a NJ corp.),NJ,,,-9662880.03,36.0,381747.0,7773.16,3252.26,215.92111111111112,90.34055555555557,,125.58055555555555
264,59765.0,BridgeSpan Health Company,ID,724349.19,-37955.58,,11749.0,,3156976.0,5057888.0,268.7016767384458,430.4951910800919,-3.230537066984424,-161.79351434164607,BridgeSpan Health Company (ID),ID,1020878.6,-6574515.53,,86364.0,,26986002.0,25756225.0,312.46818118660553,298.22871798434534,-76.1256487656894,14.239463202260197
265,31779.0,United Healthcare Insurance Company,MA,201936.84,,,5476.0,40095.0,3167887.19,3646002.74,578.5038696128561,665.8149634769906,,-87.31109386413448,UnitedHealthcare Insurance Company,MA,284246.24,,,6330.0,49662.0,3691236.16,4654679.44,583.1336745655608,735.3364044233808,,-152.20272985782003
266,40442.0,Freedom Life Insurance,FL,441431.46,544782.95,,10292.0,,3189781.0,4324035.0,309.9281966575981,420.1355421686747,52.93266129032258,-110.2073455110766,Freedom Life Insurance Company of America,FL,92026.59,173446.74,,6944.0,,2475206.0,3616725.0,356.4524769585253,520.8417338709677,24.977929147465435,-164.38925691244236
267,69842.0,United Healthcare Insurance Company,LA,,,-301664.16,7895.0,204666.0,3230043.86,2202185.69,409.12525142495247,278.9342229259025,,130.19102849905,UnitedHealthcare Insurance Company,LA,,,-1019726.31,6772.0,225268.0,2904954.25,1660442.12,428.9654828706438,245.19227997637333,,183.7732028942705
268,48069.0,United Healthcare Life Insurance Company,TN,199560.67,315512.89,,8862.0,,3334637.81,3792328.45,376.28501579778833,427.93144324080345,35.60289889415482,-51.646427443015114,UnitedHealthcare Life Insurance Company,TN,50470.53,-301887.1,,10687.0,,4310405.41,3423991.3,403.3316562178348,320.38844390380837,-28.248067745859455,82.94321231402643
269,39364.0,Medica Insurance Company,ND,,,-79596.59,13459.0,64618.0,3338127.27,2110928.25,248.02193847982764,156.84138866186194,,91.1805498179657,Medica Insurance Company,ND,,,634824.54,11085.0,52001.0,2826000.95,1493400.755,254.93919260261617,134.72266621560667,,120.21652638700951
270,58483.0,John Alden Life Insurance Company,TX,,,-588168.1,8627.0,29137.0,3390637.0,1661624.0,393.02619682392486,192.60739538657702,,200.41880143734784,,,,,,,,,,,,,
271,47949.0,Golden Rule Insurance Company,KY,305383.84,-1451612.01,,13076.0,,3446377.59,2092053.89,263.5651261853778,159.9918851330682,-111.01346053839094,103.57324105230958,Golden Rule Insurance Company,KY,125485.16,-458879.82,,9264.0,,2776951.37,2037936.88,299.7572722366149,219.98455094991363,-49.53365932642487,79.77272128670126
272,82011.0,United Healthcare Insurance Company,AZ,,,4970157.33,7959.0,455517.0,3526468.74,2392772.56,443.07937429325295,300.6373363487875,,142.44203794446543,UnitedHealthcare Insurance Company,AZ,,,5204264.49,8232.0,610625.0,3630950.63,3739603.56,441.07757896015545,454.2764285714286,,-13.198849611273147
273,61794.0,United Healthcare Life Insurance Company,MS,178090.31,-448183.32,-40377.81,10571.0,1064.0,3888454.02,3007970.06,367.8416441207076,284.54924415854697,-42.397438274524646,83.29239996216063,UnitedHealthcare Life Insurance Company,MS,433070.62,-943059.23,-98160.48,13025.0,2500.0,5337829.33,3723701.95,409.8141520153551,285.88882533589253,-72.40377965451056,123.92532667946256
274,38712.0,Tufts Insurance Company,MA,1002595.01,,,5867.0,25535.0,3904718.0,7432948.0,665.5391170956195,1266.9077893301517,,-601.3686722345321,Tufts Associated Health Maintenance Organization Inc.,MA,421450.61,,,4290.0,27455.0,2768339.0,6046304.0,645.3004662004662,1409.3948717948717,,-764.0944055944055
275,16724.0,"United Healthcare of the Midwest, Inc.",IL,424446.55,-702032.46,,11737.0,,4028987.04,3811020.9,343.27230467751554,324.7014484110079,-59.81362017551333,18.570856266507633,"UnitedHealthcare of the Midwest, Inc.",IL,2237882.2,-2438597.21,,93420.0,,34930483.84,36656823.82,373.9079837293942,392.38732412759583,-26.103588203810748,-18.479340398201657
276,71268.0,CoOportunity Health,IA,504598.26,-1753954.62,-3537357.91,10554.0,18569.0,4079846.93,5848206.17,386.56878245215086,554.1222446465795,-166.18861284820923,-167.55346219442862,,,,,,,,,,,,,
277,75091.0,"ConnectiCare, Inc.",CT,26569.95,-1899004.88,-6351.77,11204.0,1041.0,4087279.69,2760050.122,364.80539896465547,246.34506622634774,-169.49347375937165,118.46033273830773,"ConnectiCare, Inc.",CT,49691.37,-1145321.71,-266957.78,7751.0,1618.0,2880064.18,2328469.831,371.57323958198947,300.4089576828796,-147.76438007998968,71.16428189910988
278,31552.0,Aetna Life Insurance Company,TN,76105.04,-112658.65,256967.28,15249.0,64634.0,4098764.87,2798856.85,268.7890923995016,183.5436323693357,-7.3879369138959925,85.2454600301659,Aetna Life Insurance Company,TN,21837.26,-130203.17,-113561.26,5110.0,24444.0,1857278.33,1553781.03,363.4595557729941,304.06673776908025,-25.48007240704501,59.392818003913874
279,46224.0,"Community First Health Plans, Inc.",TX,598890.83,694470.34,,13561.0,112.0,4164328.0,5832931.0,307.08118870289803,430.1254332276381,51.210850232283754,-123.04424452474007,Community First Health Plans,TX,895127.51,2895968.79,,59016.0,111.0,18741688.0,22905902.0,317.5696082418327,388.1303714246984,49.0709094143961,-70.56076318286568
280,80779.0,"Neighborhood Health Partnership, Inc.",FL,,,-338156.26,7636.0,554192.0,4216909.92,3195481.36,552.2406914614982,418.4758198009429,,133.7648716605553,"Neighborhood Health Partnership, Inc.",FL,,,-241201.26,7094.0,547235.0,3953536.42,2592755.81,557.3070792218776,365.4857358330984,,191.82134338877927
281,40047.0,"Molina Healthcare of Michigan, Inc.",MI,108444.44,-489545.74,,14956.0,,4317884.0,2129192.42,288.70580369082643,142.36376170098956,-32.732397699919765,146.34204198983687,"Molina Healthcare of Michigan, Inc.",MI,103321.22,-1474611.65,,42348.0,,11597704.0,7390148.76,273.866628884481,174.50998299801643,-34.821281996788514,99.35664588646455
282,61644.0,Aetna Life Insurance Company,NC,651988.51,-715751.32,-157069.07,16986.0,11487.0,4390892.19,4106034.29,258.500658777817,241.7305010008242,-42.13772047568585,16.770157776992818,Aetna Life Insurance Company,NC,,,-943358.48,578.0,44008.0,247057.16,481194.16,427.43453287197235,832.515847750865,,-405.0813148788926
283,86830.0,Cigna Health and Life Insurance Company,AZ,1431522.46,2978136.23,-35.55,11908.0,1943.0,4425413.0,6759424.0,371.6336076587168,567.63721867652,250.0954173664763,-196.00361101780317,Cigna Health and Life Insurance Company,AZ,576234.39,1169118.87,28617.42,5370.0,3161.0,2334374.0,4529617.0,434.7065176908752,843.5040968342645,217.71301117318438,-408.79757914338927
284,79888.0,"HealthPartners, Inc.",MN,,31708.01,-13774545.17,9394.0,1214110.0,4443000.0,5931000.0,472.9614647647434,631.3604428358527,3.375347030019161,-158.3989780711093,"HealthPartners, Inc",MN,,,-13565960.64,5648.0,1260945.0,2893000.0,4485000.0,512.2167138810198,794.0864022662889,,-281.8696883852691
285,85408.0,"Global Health, Inc.",OK,611619.22,,,13431.0,574.0,4524856.0,7859076.0,336.89643362370634,585.1445164172437,,-248.24808279353738,,,,,,,,,,,,,
286,67190.0,Aetna Health Inc. (a PA corp.),DE,729611.12,-743159.52,-557909.15,12516.0,45656.0,4569217.03,4965220.65,365.07007270693515,396.7098633748802,-59.37675934803452,-31.63979066794502,Aetna Health Inc. (a PA corp.),DE,343162.44,-1048438.16,89309.0,17224.0,82891.0,7435683.86,5513011.15,431.7048223409197,320.07728460287973,-60.87077101718533,111.62753773803996
287,95677.0,United Healthcare Insurance Company,CA,,,3006738.38,10567.0,492637.0,4656797.6,4845846.23,440.69249550487365,458.582968676067,,-17.890473171193378,UnitedHealthcare Insurance Company,CA,,,-6770926.79,10293.0,840398.0,4565554.32,4285516.25,443.55914893617023,416.3524968425143,,27.20665209365592
288,68432.0,"IlliniCare Health Plan, Inc.",IL,41646.79,-2232448.52,,16369.0,,4679028.892,1271944.2140000002,285.84696022970246,77.7044543955037,-136.3827063351457,208.14250583419874,,,,,,,,,,,,,
289,74189.0,United Healthcare Life Insurance Company,GA,961244.88,586323.62,,11225.0,,4721469.34,8614071.95,420.62087661469934,767.4006191536747,52.23373006681514,-346.77974253897537,UnitedHealthcare Life Insurance Company,GA,380604.01,368431.18,,11570.0,,5593409.77,5380630.1,483.44077528089883,465.0501382886776,31.843662921348315,18.390636992221232
290,33380.0,"Indiana University Health Plans, Inc.",IN,396940.65,79692.27,,9312.0,77.0,4856198.49,4363185.98,521.4989787371135,468.55519544673547,8.55801868556701,52.94378329037801,"Indiana University Health Plans, Inc",IN,3082188.68,-38452436.14,-375536.06,306002.0,2449.0,100285626.4,40778856.15,327.7286632113516,133.26336478192954,-125.66073470108039,194.46529842942206
291,58288.0,"Humana Health Plan, Inc.",IL,434826.64,730433.28,-1525019.48,12865.0,44797.0,4870781.62,4513915.877,378.6071993781578,350.8679267003498,56.77678041197046,27.739272677808003,"Humana Health Plan, Inc.",IL,889216.13,1493121.7,-2268324.01,23925.0,33528.0,9338183.26,10831794.73,390.3106900731452,452.7395916405434,62.408430512016714,-62.42890156739816
292,96667.0,Harvard Pilgrim Health Care Inc.,ME,728167.41,1177105.98,-1027526.86,10766.0,183217.0,4919770.76,6071183.427,456.9729481701653,563.9219233698681,109.33549879249489,-106.94897519970277,Harvard Pilgrim Health Care Inc.,ME,2922966.87,-532477.48,-3013138.0,134469.0,177915.0,51736741.92,57226267.41,384.7484693126297,425.5721944091203,-3.9598530516327184,-40.82372509649059
293,29462.0,"Oxford Health Insurance, Inc.",CT,,,5162193.87,7471.0,226055.0,4981886.02,4654320.68,666.82987819569,622.984965868023,,43.844912327666975,"Oxford Health Insurance, Inc.",CT,,,6196764.55,6822.0,150440.0,4713848.61,4244556.35,690.9775153913808,622.1865068894751,,68.79100850190571
294,23307.0,"Humana Health Plan, Inc.",AZ,676362.49,856409.75,-1948641.42,16365.0,143566.0,5082191.0,5778329.0,310.55245951726243,353.0906813321112,52.331790406355026,-42.53822181484878,"Humana Health Plan, Inc.",AZ,2289096.26,6251937.97,-6031056.26,67920.0,149687.0,21632437.19,33170875.72,318.4987807714959,488.38156242638394,92.04855668433451,-169.88278165488805
295,66593.0,United Healthcare Life Insurance Company,LA,225872.1,198496.43,,15331.0,,5107939.55,4578883.32,333.17719326854086,298.6682747374601,12.947389602765638,34.50891853108078,UnitedHealthcare Life Insurance Company,LA,105487.33,-1690229.4,,15496.0,,6390599.57,4246815.26,412.4031730769231,274.0588061435209,-109.07520650490449,138.34436693340223
296,99248.0,Cigna Health and Life Insurance Company,TN,962071.92,1397613.95,,15616.0,741.0,5229779.0,7147753.0,334.89875768442624,457.71983862704917,89.49884413422132,-122.82108094262293,Cigna Health and Life Insurance Company,TN,2323303.71,-24919104.44,,212035.0,,70770129.0,57016568.0,333.7662602872167,268.9016813261961,-117.52354299997643,64.86457896102058
297,30991.0,Time Insurance Company,AR,853438.8,-668914.23,-271493.27,15038.0,1253.0,5306873.0,7590690.0,352.8975262667908,504.7672562840803,-44.481595291927114,-151.8697300172895,,,,,,,,,,,,,
298,89217.0,Aetna Life Insurance Company,NJ,3126673.44,5290240.82,2477419.03,8849.0,135251.0,5334473.55,20176352.38,602.8334896598485,2280.0714634421965,597.8348762572042,-1677.237973782348,Aetna Life Insurance Company,NJ,1890405.94,6356361.63,-5730100.37,5865.0,588685.0,4309686.4,19951863.47,734.814390451833,3401.8522540494455,1083.7786240409207,-2667.0378635976126
299,60829.0,Physicians Health Plan,MI,188485.2,-347998.34,-665160.05,12200.0,49137.0,5515047.53,4722514.692,452.05307622950824,387.0913681967213,-28.524454098360657,64.96170803278693,Physicians Health Plan,MI,188284.13,-3011163.79,-1332750.39,40538.0,55961.0,11973670.85,8934064.583999999,295.36905742759876,220.38740401598497,-74.28002836844442,74.98165341161379
300,85732.0,United Healthcare Life Insurance Company,CT,1061734.21,2156886.02,,11893.0,,5746681.99,8209998.99,483.1986874632137,690.3219532498108,181.35760699571176,-207.12326578659713,UnitedHealthcare Life Insurance Company,CT,518105.55,810976.08,,9584.0,,4945107.28,5683843.72,515.9753005008348,593.055479966611,84.61770450751251,-77.08017946577615
301,58326.0,"Mercy Care HMO, Inc.",WI,1039637.7,686857.72,224237.16,10511.0,17819.0,5800173.0,8315467.52,551.8193321282466,791.1204947198173,65.34656264865379,-239.3011625915707,"MercyCare HMO, Inc.",WI,216322.43,-14819.28,405777.06,15670.0,18343.0,7035331.83,6227139.75,448.9682086790045,397.39245373324826,-0.9457102744097001,51.575754945756216
302,20895.0,Humana Insurance Company,NV,2037936.77,1431529.89,-1141023.21,17260.0,31901.0,5939058.05,13692385.66,344.0937456546929,793.3016025492468,82.93915932792584,-449.2078568945539,Humana Insurance Company,NV,,,534684.37,5603.0,12714.0,1499865.65,3624000.93,267.6897465643405,646.7965250758523,,-379.1067785115118
303,31234.0,CeltiCare Health Plan of MA,MA,87686.69,,,15810.0,,6049869.112000001,2862510.953,382.6609179000633,181.05698627450982,,201.60393162555346,CeltiCare Health Plan of Massachusetts,MA,1877.17,,,15471.0,74.0,6035656.62,3246383.453,390.1271165406244,209.83669142266177,,180.29042511796263
304,37001.0,Humana Insurance Company,GA,1390112.88,1622203.69,308751.17,15247.0,10003.0,6050468.51,8094148.9120000005,396.8300983800092,530.8682961894143,106.3949426116613,-134.03819780940512,Humana Insurance Company,GA,0.0,-131960.47,644608.47,3794.0,8928.0,1389158.73,743344.81,366.1462124406958,195.92641275698472,-34.781357406431205,170.2197996837111
305,90169.0,United Healthcare Life Insurance Company,AZ,737940.9,784206.91,,17049.0,,6337200.43,7551443.03,371.7051105636694,442.92586251393044,45.99723796117075,-71.22075195026105,UnitedHealthcare Life Insurance Company,AZ,822635.08,-819920.79,,55822.0,,19215156.59,18384841.95,344.2219302425567,329.3476039912579,-14.68812994876572,14.874326251298783
306,79881.0,"United Healthcare of New England, Inc.",RI,205106.29,-1072057.02,-4145329.17,14930.0,52255.0,6471172.88,3626616.76,433.4342183523108,242.90802143335566,-71.80556061620898,190.52619691895512,"UnitedHealthcare of New England, Inc.",RI,254775.09,-421370.22,-3847407.2,18580.0,41303.0,7376842.78,5593087.51,397.03136598493006,301.02731485468246,-22.678698600645856,96.0040511302476
307,41446.0,United Healthcare Life Insurance Company,KS,269244.33,325366.78,,19843.0,,6597045.54,7867083.1,332.4621045204858,396.4664163684927,16.397055888726506,-64.00431184800686,UnitedHealthcare Life Insurance Company,KS,92547.1,-134489.36,,19766.0,,7130573.36,5227058.28,360.7494364059496,264.4469432358596,-6.804075685520591,96.30249317009003
308,32237.0,Humana Insurance Company,NC,293030.6,-520970.75,,28992.0,12.0,6801002.18,5108896.339,234.58202883554083,176.217450986479,-17.969465714679913,58.36457784906182,Humana Insurance Company,NC,454507.19,-1766155.71,,36040.0,,11018852.23,9552219.98,305.7395180355161,265.04494950055494,-49.00543035516093,40.69456853496115
309,18581.0,Community Health Plan of Washington,WA,3148779.12,6748059.74,,15402.0,,7049384.53,17799756.45,457.69280158420986,1155.6782528243084,438.1287975587586,-697.9854512400985,Community Health Plan of Washington,WA,181597.37,570276.74,,886.0,,472973.0,1924278.0,533.8295711060948,2171.8713318284426,643.6532054176072,-1638.0417607223478
310,60597.0,Pacific Source Health Plans,ID,807479.44,600458.28,-80877.14,34541.0,21577.0,7143434.0,8342078.867000001,206.81028343128457,241.51237274543297,17.383928664485683,-34.702089314148395,PacificSource Health Plans,ID,38751.09,303111.16,-116759.35,26839.0,14107.0,5969401.0,5955373.512999999,222.41517940310743,221.89252628637428,11.293683073139833,0.522653116733153
311,40733.0,Aetna Life Insurance Company,CA,,,26507101.9,15408.0,633699.0,7411703.35,5604240.79,481.02955282969884,363.7227927050883,,117.30676012461055,Aetna Life Insurance Company,CA,,,22400144.48,7162.0,596237.0,3745286.25,1882111.11,522.9385995531974,262.79127478358004,,260.14732476961734
312,66303.0,United Healthcare Life Insurance Company,IL,341730.3,-368112.74,,18886.0,,7425714.26,6383004.59,393.1861834162872,337.9754627766599,-19.491302552155034,55.210720639627255,UnitedHealthcare Life Insurance Company,IL,660431.6,904689.42,,34017.0,,12912117.97,12629904.0,379.5783863950378,371.28212364406033,26.595214745568395,8.296262750977462
313,77150.0,"Health First Insurance, Inc.",FL,649761.09,700760.1,-210737.71,18268.0,6960.0,7453747.0,7254775.727999999,408.022060433545,397.13026757171,38.359979198598644,10.891792861834972,Health First Insurance,FL,0.0,,-315764.28,3307.0,5052.0,841052.42,544300.5391,254.32489265195042,164.5904260961597,,89.73446655579073
314,26734.0,"Premier Health Plan, Inc.",OH,504045.2,-2005787.99,,21655.0,,7515934.4,7944636.962,347.07616716693605,366.87309914569386,-92.62470514892634,-19.79693197875781,Premier Health Plan,OH,1287548.66,-3009733.85,,64803.0,,21777720.83,25095970.38,336.0603803836242,387.2655645571964,-46.444359829020264,-51.205184173572206
315,98905.0,Community Care HMO Inc.,OK,919447.27,1755937.92,-1588829.22,27269.0,154716.0,7749880.0,9761451.0,284.2011074846896,357.9687924016282,64.39319080274304,-73.7676849169386,CommunityCare HMO Inc.,OK,442540.07,-358787.81,-6934924.82,24262.0,194283.0,6991090.0,6324078.0,288.14978155139727,260.65773637787487,-14.788055807435496,27.4920451735224
316,29497.0,Aetna Life Insurance Company,DE,983961.77,-1832345.1,-241246.17,23387.0,4936.0,8127670.65,7114111.22,347.52942446658403,304.1908419207252,-78.34887330568264,43.338582545858856,Aetna Life Insurance Company,DE,1002995.37,-617987.08,-609891.66,22659.0,9415.0,9954488.68,11091264.04,439.3172108213072,489.4860338055518,-27.27336069552937,-50.16882298424463
317,31434.0,Time Insurance Company,LA,1118095.05,-317760.3,-14565.43,20764.0,2758.0,8172343.0,7963945.0,393.58230591408204,383.5458004238104,-15.303424195723366,10.036505490271622,,,,,,,,,,,,,
318,98704.0,United Healthcare Life Insurance Company,OK,1663019.16,637091.31,,24179.0,,8196319.07,14955965.78,338.9850312254436,618.5518747673601,26.348951983125854,-279.5668435419165,UnitedHealthcare Life Insurance Company,OK,515261.49,-666540.06,,32232.0,,12269610.86,8541960.63,380.66551439563165,265.0149115785555,-20.679450856291886,115.65060281707616
319,10940.0,"Health Net Health Plan of Oregon, Inc.",OR,1855731.14,3408186.75,45710.69,19103.0,257570.0,8270658.0,14324515.0,432.95074072135264,749.8568287703503,178.41107417683085,-316.9060880489976,"Health Net Plan of Oregon, Inc.",OR,550910.97,2480143.2,2264459.82,9966.0,261877.0,4221764.73,10920805.29,423.61677001806146,1095.806270319085,248.86044551475018,-672.1895003010234
320,92291.0,United Healthcare Life Insurance Company,CO,1255110.84,2513503.26,,20210.0,,8327280.45,12051717.3,412.0376274121722,596.3244581890153,124.3692855022266,-184.28683077684315,UnitedHealthcare Life Insurance Company,CO,1059369.38,1604316.11,,65010.0,,22453450.1,21889130.32,345.3845577603446,336.70405045377635,24.67798969389325,8.680507306568245
321,31112.0,United Healthcare of the MidAtlantic Inc.,MD,504920.11,-1146080.38,-1678830.01,27649.0,36198.0,8397232.7,6850854.38,303.70836919960936,247.77946327172774,-41.45106079785887,55.92890592788163,"UnitedHealthcare of the Mid-Atlantic, Inc.",MD,1196462.13,-4726063.8,-2228250.33,117781.0,42839.0,39705280.01,30622053.42,337.11107912142023,259.9914537998489,-40.12585900951766,77.11962532157133
322,53789.0,Keystone Health Plan Central,PA,1234878.34,298016.86,5269.47,30665.0,17939.0,8559182.0,9790442.0,279.1189303766509,319.27089515734554,9.718469264633947,-40.15196478069464,Keystone Health Plan Central,PA,5430422.97,-35510815.31,-946154.73,413276.0,10725.0,139777767.0,128350976.0,338.21893117432415,310.5696338524376,-85.9251815009824,27.649297321886536
323,94506.0,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",DC,493299.21,-1625923.79,-2940128.99,28987.0,47724.0,8721639.0,9746356.0,300.88105012591853,336.23196605374824,-56.09148204367475,-35.3509159278297,"Kaiser Foundation Health Plan of the MidAtlantic States, Inc.",DC,152397.44,-1825261.64,-1659851.69,28489.0,46433.0,9015097.0,9548927.0,316.44132823194917,335.17943767770015,-64.06899645477202,-18.73810944575098
324,19503.0,Time Insurance Company,KY,1692781.9,1187533.23,-16224.72,35805.0,6190.0,8818172.0,13346144.0,246.2832565284178,372.74525904203324,33.166687054880605,-126.46200251361543,,,,,,,,,,,,,
325,42754.0,United Healthcare Life Insurance Company,NC,1230433.68,-684964.86,,25083.0,,8892903.68,10284776.67,354.5390774628234,410.02976797033847,-27.3079320655424,-55.49069050751507,UnitedHealthcare Life Insurance Company,NC,891856.39,-3588674.3,,37599.0,,16443289.8,12811120.52,437.3331684353307,340.7303524029894,-95.44600388308199,96.60281603234131
326,38596.0,Time Insurance Company,AK,1167367.38,-2908793.99,-1465993.25,18660.0,18371.0,8912183.0,8302282.0,477.608949624866,444.92400857449087,-155.88392229367633,32.68494105037513,,,,,,,,,,,,,
327,50727.0,Humana Insurance Company,VA,1723539.51,43710.21,,26924.0,,9158641.07,11430095.72,340.16643403654734,424.5318570791859,1.6234664240083196,-84.36542304263855,Humana Insurance Company,VA,686239.96,-329364.82,,19761.0,,7698364.02,10145325.44,389.5736055867618,513.4014189565305,-16.667416628713124,-123.8278133697687
328,81068.0,Aetna Life Insurance Company,MI,613608.61,-1395523.24,,29548.0,5359.0,9219535.85,7865754.38,312.01894713686204,266.20259848382295,-47.22902531474212,45.816348653039086,Aetna Life Insurance Company,MI,526251.2,-1407174.88,,24391.0,4760.0,8459027.85,7486055.48,346.8093907588865,306.91876019843386,-57.6923816161699,39.89063056045262
329,89364.0,Sanford Health Plan,ND,935693.69,-728919.89,-429914.25,28955.0,59864.0,9384377.0,9045705.67,324.10212398549476,312.40565256432393,-25.17423208426869,11.696471421170827,Sanford Health Plan,ND,824355.88,-3640352.33,-1552877.7,66684.0,61234.0,22471555.0,21669276.86,336.9857087157339,324.9546646871813,-54.59109126627077,12.031044028552571
330,67879.0,United Healthcare Insurance Company,CO,,,979323.74,19084.0,553156.0,9615388.77,8685449.61,503.8455653950953,455.1168313770698,,48.728734018025534,UnitedHealthcare Insurance Company,CO,,,18066220.34,15932.0,815709.0,7545206.71,5549825.71,473.588169093648,348.3445713030379,,125.24359779061007
331,84014.0,County of Santa Clara,CA,505318.49,-115235.31,,22876.0,138.0,9807595.0,8941213.0,428.7285801713586,390.85561286938275,-5.037388966602553,37.87296730197585,Valley Health Plan,CA,315872.69,-2983496.65,,36673.0,385.0,17269187.0,13356316.0,470.896490606168,364.200256319363,-81.35403839336841,106.69623428680501
332,58564.0,Physicians Plus Insurance Corporation,WI,166156.71,175983.58,-629677.53,31587.0,188864.0,9953281.0,9656285.0,315.1068794124165,305.70440371038717,5.571392661537974,9.402475702029335,Physicians Plus,WI,86662.36,66070.22,109919.09,28030.0,112734.0,9684500.24,8602133.78,345.5048248305387,306.8902525865144,2.3571252229753834,38.614572244024316
333,64353.0,Molina Healthcare of Ohio,OH,879097.17,1592334.51,,25466.0,,10039493.0,8782096.0,394.23124950914945,344.8557292075709,62.52786106966151,49.37552030157855,"Molina Healthcare of Ohio, Inc.",OH,1263877.19,-576660.23,,115024.0,,40929119.0,32923621.0,355.8311222005842,286.2326210182223,-5.013390509806649,69.59850118236193
334,45404.0,United Healthcare Life Insurance Company,PA,1102044.68,1720000.53,,33447.0,,10045141.52,15860896.66,300.3301198911711,474.2098442311717,51.42465781684456,-173.87972434000062,UnitedHealthcare Life Insurance Company,PA,264047.29,-300893.24,,29116.0,,9133722.57,10832316.79,313.7011461052343,372.04000515180655,-10.334291798323946,-58.33885904657228
335,62294.0,Humana Insurance Company,MI,1227648.12,-356523.02,-541342.84,33385.0,62952.0,10083892.39,6049813.101,302.0485963756178,181.2135120862663,-10.679137936198892,120.83508428935153,Humana Insurance Company,MI,597264.23,282976.78,-442791.4,28784.0,52331.0,9148102.29,9004530.18,317.81900673985547,312.8310929683157,9.831044330183436,4.987913771539752
336,50221.0,Oscar Insurance Corporation of New Jersey,NJ,945235.86,-1957295.7,,27789.0,,10354780.0,9203574.299,372.6215408974774,331.1948720356976,-70.43418978732592,41.42666886177983,Oscar Insurance Corporation of New Jersey,NJ,4150648.26,-27121632.72,,275451.0,,114688709.6,85007762.76,416.36701119255326,308.613011969461,-98.46264025180521,107.75399922309225
337,94529.0,Group Health Cooperative- SCW,WI,486417.48,1059019.73,1443408.15,23018.0,120594.0,10363196.0,10382746.45,450.22139195412285,451.0707468068468,46.008329568164044,-0.8493548527239341,Group Health Cooperative of South Central Wisconsin,WI,268039.83,747453.25,1378517.48,21069.0,85271.0,8881249.0,9818764.263,421.53158669134746,466.0289649722341,35.47644643789454,-44.497378280886664
338,45521.0,Time Insurance Company,MS,1557641.67,-67176.42,-113965.64,28059.0,512.0,10499567.0,11707483.0,374.1960511778752,417.2451976193022,-2.3941131187854165,-43.04914644142701,,,,,,,,,,,,,
339,71122.0,Time Insurance Company,KS,1368746.67,838285.82,-22779.35,29203.0,655.0,10792425.0,11634598.0,369.5656268191624,398.4042050474266,28.7054693010992,-28.838578228264225,,,,,,,,,,,,,
340,19968.0,Humana Insurance Company,KS,639450.47,129998.03,453059.45,52893.0,210867.0,10922316.9,11120538.07,206.4983438262152,210.2459317868149,2.457754901404723,-3.7475879605997022,Humana Insurance Company,KS,0.0,1652.45,2126319.62,24433.0,214049.0,4799724.78,2746896.52,196.44434903613967,112.42567511152949,0.06763189129456064,84.01867392461018
